date,minute,stock_id,open,high,low,close,volume
2026-04-15,09:00:00,2388,58.2,58.8,57.9,58.6,321
2026-04-15,09:01:00,2388,58.6,58.7,58.2,58.2,54
2026-04-15,09:02:00,2388,58.3,58.7,58.3,58.4,65
2026-04-15,09:03:00,2388,58.3,58.4,58.0,58.3,51
2026-04-15,09:04:00,2388,58.3,58.3,58.1,58.1,21
2026-04-15,09:05:00,2388,58.1,58.5,58.1,58.4,44
2026-04-15,09:06:00,2388,58.5,58.8,58.4,58.5,164
2026-04-15,09:07:00,2388,58.5,59.7,58.4,59.5,463
2026-04-15,09:08:00,2388,59.5,59.6,59.2,59.3,127
2026-04-15,09:09:00,2388,59.2,59.7,59.1,59.6,216
2026-04-15,09:10:00,2388,59.7,60.1,59.5,60.1,465
2026-04-15,09:11:00,2388,60.1,60.1,59.8,59.9,169
2026-04-15,09:12:00,2388,60.0,60.2,59.5,60.1,285
2026-04-15,09:13:00,2388,60.2,60.8,60.2,60.7,378
2026-04-15,09:14:00,2388,60.6,60.7,60.5,60.5,195
2026-04-15,09:15:00,2388,60.4,60.4,60.0,60.1,194
2026-04-15,09:16:00,2388,60.2,60.4,60.1,60.2,53
2026-04-15,09:17:00,2388,60.1,60.3,60.0,60.1,124
2026-04-15,09:18:00,2388,60.1,60.4,60.0,60.4,72
2026-04-15,09:19:00,2388,60.4,60.6,60.3,60.3,86
2026-04-15,09:20:00,2388,60.2,60.3,59.9,59.9,313
2026-04-15,09:21:00,2388,59.8,60.4,59.7,60.4,117
2026-04-15,09:22:00,2388,60.4,61.0,60.4,60.6,408
2026-04-15,09:23:00,2388,60.5,61.5,60.5,61.3,399
2026-04-15,09:24:00,2388,61.3,61.4,61.1,61.2,111
2026-04-15,09:25:00,2388,61.2,61.2,61.0,61.2,127
2026-04-15,09:26:00,2388,61.2,61.5,61.1,61.5,230
2026-04-15,09:27:00,2388,61.5,61.6,61.2,61.2,125
2026-04-15,09:28:00,2388,61.3,61.5,61.2,61.4,69
2026-04-15,09:29:00,2388,61.4,62.2,61.4,62.1,628
2026-04-15,09:30:00,2388,62.0,62.4,62.0,62.2,3230
2026-04-15,09:31:00,2388,62.1,62.2,61.8,62.0,211
2026-04-15,09:32:00,2388,62.0,62.0,61.4,61.5,204
2026-04-15,09:33:00,2388,61.4,61.8,61.4,61.7,116
2026-04-15,09:34:00,2388,61.7,61.9,61.5,61.5,114
2026-04-15,09:35:00,2388,61.5,61.7,61.5,61.5,66
2026-04-15,09:36:00,2388,61.5,62.0,61.5,61.9,115
2026-04-15,09:37:00,2388,61.9,61.9,61.6,61.8,37
2026-04-15,09:38:00,2388,61.7,61.7,61.6,61.7,37
2026-04-15,09:39:00,2388,61.6,62.2,61.5,62.2,186
2026-04-15,09:40:00,2388,62.2,62.2,61.9,62.2,58
2026-04-15,09:41:00,2388,62.2,62.4,62.0,62.4,1077
2026-04-15,09:42:00,2388,62.4,62.4,62.2,62.4,199
2026-04-15,09:43:00,2388,62.1,62.2,62.1,62.2,48
2026-04-15,09:44:00,2388,62.2,62.2,61.9,62.0,46
2026-04-15,09:45:00,2388,62.1,62.1,61.8,61.8,31
2026-04-15,09:46:00,2388,61.8,61.8,61.7,61.8,34
2026-04-15,09:47:00,2388,61.8,61.9,61.7,61.9,48
2026-04-15,09:48:00,2388,61.8,62.0,61.8,61.9,30
2026-04-15,09:49:00,2388,61.9,62.2,61.9,62.0,100
2026-04-15,09:50:00,2388,62.0,62.0,61.8,61.9,40
2026-04-15,09:51:00,2388,61.9,61.9,61.8,61.9,21
2026-04-15,09:52:00,2388,61.9,61.9,61.8,61.8,38
2026-04-15,09:53:00,2388,61.7,62.0,61.6,61.8,136
2026-04-15,09:54:00,2388,61.8,61.8,61.6,61.7,29
2026-04-15,09:55:00,2388,61.7,61.7,61.5,61.5,41
2026-04-15,09:56:00,2388,61.6,61.7,61.6,61.6,25
2026-04-15,09:57:00,2388,61.6,61.7,61.6,61.6,43
2026-04-15,09:58:00,2388,61.6,61.8,61.6,61.8,28
2026-04-15,09:59:00,2388,61.8,61.9,61.8,61.8,14
2026-04-15,10:00:00,2388,61.8,61.9,61.8,61.9,38
2026-04-15,10:01:00,2388,61.9,62.0,61.9,61.9,13
2026-04-15,10:02:00,2388,61.7,61.9,61.6,61.6,37
2026-04-15,10:03:00,2388,61.6,61.6,61.5,61.6,20
2026-04-15,10:04:00,2388,61.6,61.6,61.5,61.5,8
2026-04-15,10:05:00,2388,61.5,61.7,61.5,61.6,124
2026-04-15,10:06:00,2388,61.6,61.6,61.5,61.5,30
2026-04-15,10:07:00,2388,61.6,61.6,61.4,61.5,40
2026-04-15,10:08:00,2388,61.4,61.4,61.3,61.4,53
2026-04-15,10:09:00,2388,61.4,61.4,61.2,61.2,74
2026-04-15,10:10:00,2388,61.2,61.3,61.1,61.1,136
2026-04-15,10:11:00,2388,61.0,61.0,60.5,60.5,333
2026-04-15,10:12:00,2388,60.7,60.8,60.5,60.7,104
2026-04-15,10:13:00,2388,60.8,60.8,60.7,60.7,18
2026-04-15,10:14:00,2388,60.8,60.9,60.7,60.9,22
2026-04-15,10:15:00,2388,61.0,61.0,60.7,60.7,124
2026-04-15,10:16:00,2388,60.8,60.9,60.6,60.6,47
2026-04-15,10:17:00,2388,60.7,61.0,60.6,60.7,44
2026-04-15,10:18:00,2388,60.7,60.7,60.7,60.7,8
2026-04-15,10:19:00,2388,60.7,60.7,60.6,60.7,21
2026-04-15,10:20:00,2388,60.7,60.7,60.5,60.5,108
2026-04-15,10:21:00,2388,60.5,60.6,60.5,60.6,32
2026-04-15,10:22:00,2388,60.6,60.6,60.5,60.5,25
2026-04-15,10:23:00,2388,60.4,60.7,60.4,60.4,68
2026-04-15,10:24:00,2388,60.6,60.6,60.6,60.6,5
2026-04-15,10:25:00,2388,60.4,60.7,60.4,60.7,59
2026-04-15,10:26:00,2388,60.7,61.0,60.7,61.0,55
2026-04-15,10:27:00,2388,60.9,61.0,60.9,61.0,42
2026-04-15,10:28:00,2388,61.1,61.8,61.1,61.6,64
2026-04-15,10:29:00,2388,61.6,61.8,61.6,61.7,14
2026-04-15,10:30:00,2388,61.8,61.8,61.7,61.8,52
2026-04-15,10:31:00,2388,61.7,61.9,61.7,61.8,28
2026-04-15,10:32:00,2388,61.7,61.8,61.7,61.8,4
2026-04-15,10:33:00,2388,61.8,62.0,61.8,62.0,95
2026-04-15,10:34:00,2388,62.0,62.3,62.0,62.2,297
2026-04-15,10:35:00,2388,62.2,62.3,62.1,62.1,30
2026-04-15,10:36:00,2388,62.1,62.2,62.1,62.1,12
2026-04-15,10:37:00,2388,62.1,62.4,62.1,62.4,1808
2026-04-15,10:38:00,2388,62.4,62.4,62.4,62.4,140
2026-04-15,10:39:00,2388,62.4,62.4,62.4,62.4,200
2026-04-15,10:40:00,2388,62.4,62.4,62.4,62.4,206
2026-04-15,10:41:00,2388,62.4,62.4,62.4,62.4,63
2026-04-15,10:42:00,2388,62.4,62.4,62.2,62.2,110
2026-04-15,10:43:00,2388,62.2,62.4,62.2,62.4,187
2026-04-15,10:44:00,2388,62.4,62.4,62.2,62.3,42
2026-04-15,10:45:00,2388,62.3,62.4,62.2,62.2,53
2026-04-15,10:46:00,2388,62.4,62.4,62.3,62.4,106
2026-04-15,10:47:00,2388,62.3,62.4,62.3,62.4,39
2026-04-15,10:48:00,2388,62.4,62.4,62.3,62.4,217
2026-04-15,10:49:00,2388,62.4,62.4,62.4,62.4,24
2026-04-15,10:50:00,2388,62.4,62.4,62.4,62.4,15
2026-04-15,10:51:00,2388,62.4,62.4,62.4,62.4,19
2026-04-15,10:52:00,2388,62.4,62.4,62.4,62.4,15
2026-04-15,10:53:00,2388,62.4,62.4,62.4,62.4,42
2026-04-15,10:54:00,2388,62.4,62.4,62.4,62.4,7
2026-04-15,10:55:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,10:57:00,2388,62.4,62.4,62.4,62.4,7
2026-04-15,10:58:00,2388,62.4,62.4,62.4,62.4,5
2026-04-15,10:59:00,2388,62.4,62.4,62.4,62.4,11
2026-04-15,11:00:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:01:00,2388,62.4,62.4,62.4,62.4,11
2026-04-15,11:02:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:03:00,2388,62.4,62.4,62.4,62.4,9
2026-04-15,11:04:00,2388,62.4,62.4,62.4,62.4,33
2026-04-15,11:05:00,2388,62.4,62.4,62.4,62.4,6
2026-04-15,11:06:00,2388,62.4,62.4,62.4,62.4,1
2026-04-15,11:07:00,2388,62.4,62.4,62.4,62.4,5
2026-04-15,11:08:00,2388,62.4,62.4,62.4,62.4,11
2026-04-15,11:09:00,2388,62.4,62.4,62.4,62.4,1
2026-04-15,11:10:00,2388,62.4,62.4,62.4,62.4,32
2026-04-15,11:11:00,2388,62.4,62.4,62.4,62.4,6
2026-04-15,11:12:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,11:13:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,11:14:00,2388,62.4,62.4,62.4,62.4,6
2026-04-15,11:15:00,2388,62.4,62.4,62.4,62.4,6
2026-04-15,11:16:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:17:00,2388,62.4,62.4,62.4,62.4,1
2026-04-15,11:18:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,11:19:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:20:00,2388,62.4,62.4,62.4,62.4,1
2026-04-15,11:21:00,2388,62.4,62.4,62.4,62.4,1
2026-04-15,11:22:00,2388,62.4,62.4,62.4,62.4,6
2026-04-15,11:23:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:24:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,11:25:00,2388,62.4,62.4,62.4,62.4,9
2026-04-15,11:27:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:28:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,11:29:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,11:30:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:31:00,2388,62.4,62.4,62.4,62.4,4
2026-04-15,11:32:00,2388,62.4,62.4,62.4,62.4,6
2026-04-15,11:33:00,2388,62.4,62.4,62.4,62.4,6
2026-04-15,11:34:00,2388,62.4,62.4,62.4,62.4,3
2026-04-15,11:35:00,2388,62.4,62.4,62.4,62.4,5
2026-04-15,11:36:00,2388,62.4,62.4,62.4,62.4,1
2026-04-15,11:37:00,2388,62.4,62.4,62.4,62.4,2
2026-04-15,11:38:00,2388,62.4,62.4,62.4,62.4,2
