date,minute,stock_id,open,high,low,close,volume
2025-07-15,09:00:00,2330,1095.0,1095.0,1090.0,1090.0,1484
2025-07-15,09:01:00,2330,1095.0,1095.0,1090.0,1090.0,71
2025-07-15,09:02:00,2330,1090.0,1095.0,1090.0,1090.0,43
2025-07-15,09:03:00,2330,1090.0,1095.0,1090.0,1090.0,30
2025-07-15,09:04:00,2330,1090.0,1095.0,1090.0,1090.0,48
2025-07-15,09:05:00,2330,1095.0,1095.0,1090.0,1090.0,11
2025-07-15,09:06:00,2330,1095.0,1095.0,1090.0,1090.0,12
2025-07-15,09:07:00,2330,1090.0,1095.0,1090.0,1090.0,59
2025-07-15,09:08:00,2330,1095.0,1095.0,1090.0,1095.0,17
2025-07-15,09:09:00,2330,1090.0,1095.0,1090.0,1090.0,8
2025-07-15,09:10:00,2330,1090.0,1095.0,1090.0,1095.0,16
2025-07-15,09:11:00,2330,1095.0,1095.0,1090.0,1090.0,128
2025-07-15,09:12:00,2330,1090.0,1095.0,1090.0,1090.0,23
2025-07-15,09:13:00,2330,1095.0,1095.0,1090.0,1090.0,25
2025-07-15,09:14:00,2330,1090.0,1095.0,1090.0,1095.0,16
2025-07-15,09:15:00,2330,1090.0,1095.0,1090.0,1095.0,15
2025-07-15,09:16:00,2330,1090.0,1095.0,1090.0,1090.0,17
2025-07-15,09:17:00,2330,1090.0,1095.0,1090.0,1090.0,24
2025-07-15,09:18:00,2330,1095.0,1095.0,1090.0,1090.0,28
2025-07-15,09:19:00,2330,1090.0,1095.0,1090.0,1090.0,31
2025-07-15,09:20:00,2330,1090.0,1095.0,1090.0,1090.0,14
2025-07-15,09:21:00,2330,1095.0,1095.0,1090.0,1095.0,14
2025-07-15,09:22:00,2330,1090.0,1095.0,1090.0,1090.0,618
2025-07-15,09:23:00,2330,1090.0,1095.0,1090.0,1090.0,2394
2025-07-15,09:24:00,2330,1090.0,1090.0,1090.0,1090.0,23
2025-07-15,09:25:00,2330,1090.0,1095.0,1090.0,1095.0,110
2025-07-15,09:26:00,2330,1095.0,1095.0,1090.0,1090.0,20
