date,minute,stock_id,open,high,low,close,volume
2026-03-02,09:00:00,1582,72.0,72.1,71.6,71.6,95
2026-03-02,09:01:00,1582,71.6,71.6,71.1,71.2,65
2026-03-02,09:02:00,1582,71.3,71.7,71.2,71.7,19
2026-03-02,09:03:00,1582,71.7,72.3,71.7,72.3,51
2026-03-02,09:04:00,1582,72.2,72.6,72.2,72.5,14
2026-03-02,09:05:00,1582,72.4,72.4,72.2,72.2,7
2026-03-02,09:06:00,1582,72.3,72.5,72.3,72.5,14
2026-03-02,09:07:00,1582,72.5,72.5,72.5,72.5,10
2026-03-02,09:08:00,1582,72.4,72.6,72.4,72.6,9
2026-03-02,09:09:00,1582,72.6,72.7,72.6,72.7,21
2026-03-02,09:10:00,1582,72.7,72.9,72.6,72.7,17
2026-03-02,09:11:00,1582,72.8,72.8,72.7,72.7,9
2026-03-02,09:12:00,1582,72.8,72.8,72.8,72.8,3
2026-03-02,09:13:00,1582,73.0,73.3,72.8,73.3,28
2026-03-02,09:14:00,1582,73.2,73.6,73.0,73.0,31
2026-03-02,09:15:00,1582,73.0,73.0,73.0,73.0,1
2026-03-02,09:16:00,1582,73.1,73.2,73.0,73.0,6
2026-03-02,09:17:00,1582,73.1,73.2,73.1,73.2,4
2026-03-02,09:18:00,1582,73.2,73.2,72.8,72.8,22
2026-03-02,09:19:00,1582,72.8,72.8,72.8,72.8,1
2026-03-02,09:20:00,1582,72.8,72.8,72.8,72.8,3
2026-03-02,09:21:00,1582,72.8,72.8,72.8,72.8,2
2026-03-02,09:22:00,1582,72.7,72.7,72.7,72.7,10
2026-03-02,09:23:00,1582,72.7,72.9,72.7,72.9,19
2026-03-02,09:24:00,1582,72.9,72.9,72.9,72.9,2
2026-03-02,09:25:00,1582,72.8,72.8,72.7,72.7,11
2026-03-02,09:27:00,1582,72.7,72.7,72.7,72.7,4
2026-03-02,09:28:00,1582,72.7,72.8,72.7,72.8,18
2026-03-02,09:29:00,1582,72.8,72.9,72.8,72.9,2
2026-03-02,09:30:00,1582,72.9,72.9,72.9,72.9,2
2026-03-02,09:31:00,1582,72.9,72.9,72.9,72.9,2
2026-03-02,09:33:00,1582,72.8,72.8,72.8,72.8,1
2026-03-02,09:34:00,1582,72.8,72.9,72.8,72.9,6
2026-03-02,09:35:00,1582,72.9,72.9,72.9,72.9,1
2026-03-02,09:36:00,1582,73.0,73.0,72.8,72.8,24
2026-03-02,09:37:00,1582,72.8,73.0,72.8,73.0,16
2026-03-02,09:38:00,1582,73.0,73.0,73.0,73.0,1
