date,minute,stock_id,open,high,low,close,volume
2025-09-22,09:00:00,2301,168.5,169.5,167.5,169.0,1400
2025-09-22,09:01:00,2301,169.0,169.0,167.5,168.0,343
2025-09-22,09:02:00,2301,168.0,168.5,167.0,168.5,376
2025-09-22,09:03:00,2301,168.0,168.5,168.0,168.5,98
2025-09-22,09:04:00,2301,168.5,170.5,168.5,170.0,508
2025-09-22,09:05:00,2301,170.0,171.0,169.5,171.0,385
2025-09-22,09:06:00,2301,171.0,173.0,170.5,172.5,1444
2025-09-22,09:07:00,2301,172.5,172.5,169.5,170.0,644
2025-09-22,09:08:00,2301,170.0,170.5,169.0,170.5,250
2025-09-22,09:09:00,2301,170.5,170.5,170.0,170.0,196
2025-09-22,09:10:00,2301,170.0,171.0,169.5,171.0,368
2025-09-22,09:11:00,2301,171.0,172.0,171.0,171.5,413
2025-09-22,09:12:00,2301,171.5,172.0,171.0,171.5,408
2025-09-22,09:13:00,2301,171.5,171.5,170.5,170.5,172
2025-09-22,09:14:00,2301,170.5,171.0,170.5,171.0,35
2025-09-22,09:15:00,2301,170.5,171.0,170.5,171.0,71
2025-09-22,09:16:00,2301,170.5,171.0,170.0,170.0,186
2025-09-22,09:17:00,2301,170.5,170.5,169.0,169.5,281
2025-09-22,09:18:00,2301,170.0,170.5,169.5,169.5,151
2025-09-22,09:19:00,2301,170.0,171.5,169.5,171.0,268
2025-09-22,09:20:00,2301,171.0,171.5,170.5,171.0,149
2025-09-22,09:21:00,2301,170.5,171.0,170.5,171.0,137
2025-09-22,09:22:00,2301,171.0,172.0,171.0,172.0,338
2025-09-22,09:23:00,2301,172.0,172.0,171.5,171.5,74
2025-09-22,09:24:00,2301,172.0,172.0,171.0,171.5,172
2025-09-22,09:25:00,2301,171.5,171.5,171.0,171.5,91
2025-09-22,09:26:00,2301,171.5,171.5,171.0,171.5,53
2025-09-22,09:27:00,2301,171.5,171.5,171.0,171.0,57
2025-09-22,09:28:00,2301,171.5,171.5,171.0,171.5,36
2025-09-22,09:29:00,2301,171.5,171.5,171.0,171.5,37
2025-09-22,09:30:00,2301,171.5,171.5,170.5,171.0,268
2025-09-22,09:31:00,2301,171.0,171.0,170.5,170.5,56
2025-09-22,09:32:00,2301,171.0,171.5,170.5,171.5,233
2025-09-22,09:33:00,2301,171.5,171.5,171.0,171.5,58
2025-09-22,09:34:00,2301,171.5,171.5,171.0,171.0,38
2025-09-22,09:35:00,2301,171.0,171.5,171.0,171.5,58
2025-09-22,09:36:00,2301,171.0,171.5,170.5,170.5,136
2025-09-22,09:37:00,2301,170.5,171.0,170.5,170.5,56
2025-09-22,09:38:00,2301,170.5,171.5,170.5,171.5,164
2025-09-22,09:39:00,2301,171.5,172.0,171.0,172.0,195
2025-09-22,09:40:00,2301,172.0,172.0,170.5,171.0,303
2025-09-22,09:41:00,2301,171.0,171.5,170.5,171.5,124
2025-09-22,09:42:00,2301,171.0,171.5,170.5,171.0,147
2025-09-22,09:43:00,2301,171.0,171.5,170.5,170.5,116
2025-09-22,09:44:00,2301,170.5,171.0,170.5,171.0,83
2025-09-22,09:45:00,2301,171.0,171.0,170.5,171.0,25
2025-09-22,09:46:00,2301,171.0,171.0,170.5,171.0,257
2025-09-22,09:47:00,2301,171.0,172.0,171.0,172.0,296
2025-09-22,09:48:00,2301,172.0,172.0,171.5,172.0,78
2025-09-22,09:49:00,2301,171.5,172.0,171.5,171.5,247
2025-09-22,09:50:00,2301,171.5,172.0,170.5,171.5,228
2025-09-22,09:51:00,2301,171.0,171.5,171.0,171.0,42
2025-09-22,09:52:00,2301,171.0,171.0,170.5,170.5,139
2025-09-22,09:53:00,2301,170.5,170.5,170.0,170.0,86
2025-09-22,09:54:00,2301,170.0,170.5,170.0,170.0,52
2025-09-22,09:55:00,2301,170.5,170.5,170.0,170.5,23
2025-09-22,09:56:00,2301,170.5,170.5,170.0,170.5,38
2025-09-22,09:57:00,2301,170.5,170.5,169.5,169.5,294
2025-09-22,09:58:00,2301,170.0,170.0,169.5,169.5,138
2025-09-22,09:59:00,2301,169.5,170.0,169.5,169.5,67
2025-09-22,10:00:00,2301,169.5,170.0,169.5,170.0,175
2025-09-22,10:01:00,2301,170.5,170.5,170.0,170.5,45
2025-09-22,10:02:00,2301,170.5,170.5,170.0,170.5,20
2025-09-22,10:03:00,2301,170.5,170.5,170.0,170.0,10
2025-09-22,10:04:00,2301,170.0,170.5,170.0,170.0,194
2025-09-22,10:05:00,2301,170.0,170.5,169.5,170.5,36
2025-09-22,10:06:00,2301,170.5,170.5,170.5,170.5,15
2025-09-22,10:07:00,2301,170.5,171.0,170.5,170.5,109
2025-09-22,10:08:00,2301,171.0,171.0,170.5,171.0,35
2025-09-22,10:09:00,2301,171.0,171.0,170.5,170.5,118
2025-09-22,10:10:00,2301,170.5,170.5,170.0,170.5,24
