date,minute,stock_id,open,high,low,close,volume
2026-04-13,09:00:00,3265,163.0,163.0,161.5,162.0,47
2026-04-13,09:01:00,3265,162.0,162.0,160.5,160.5,72
2026-04-13,09:02:00,3265,161.0,161.0,160.5,161.0,29
2026-04-13,09:03:00,3265,161.0,161.5,160.5,161.5,22
2026-04-13,09:04:00,3265,161.5,163.5,161.5,163.5,85
2026-04-13,09:05:00,3265,163.0,164.0,163.0,163.5,28
2026-04-13,09:06:00,3265,163.5,164.0,162.5,163.0,36
2026-04-13,09:07:00,3265,162.5,163.0,162.5,163.0,8
2026-04-13,09:08:00,3265,163.0,163.0,163.0,163.0,3
2026-04-13,09:09:00,3265,163.0,163.0,161.5,162.0,37
2026-04-13,09:10:00,3265,162.0,163.0,161.5,162.5,69
2026-04-13,09:11:00,3265,163.0,163.5,162.0,163.0,36
2026-04-13,09:12:00,3265,163.0,163.5,162.5,163.0,46
2026-04-13,09:13:00,3265,163.0,163.5,163.0,163.5,12
2026-04-13,09:14:00,3265,163.5,167.5,163.5,167.5,142
2026-04-13,09:15:00,3265,167.5,170.5,167.0,169.5,209
2026-04-13,09:16:00,3265,169.5,169.5,167.0,167.5,49
2026-04-13,09:17:00,3265,167.0,168.5,167.0,167.5,52
2026-04-13,09:18:00,3265,167.5,167.5,166.5,167.0,34
2026-04-13,09:19:00,3265,167.0,167.0,166.0,166.0,61
2026-04-13,09:20:00,3265,166.0,166.5,166.0,166.5,5
2026-04-13,09:21:00,3265,166.5,167.0,166.5,167.0,13
2026-04-13,09:22:00,3265,167.5,169.5,166.5,169.0,193
2026-04-13,09:23:00,3265,168.5,172.0,168.5,170.5,360
2026-04-13,09:24:00,3265,170.5,171.0,170.0,170.5,41
2026-04-13,09:25:00,3265,170.5,170.5,168.5,169.0,79
2026-04-13,09:26:00,3265,169.0,169.0,168.0,169.0,22
2026-04-13,09:27:00,3265,169.5,169.5,169.0,169.0,48
2026-04-13,09:28:00,3265,169.5,170.5,169.5,170.0,49
2026-04-13,09:29:00,3265,170.0,170.0,169.5,170.0,23
2026-04-13,09:30:00,3265,170.0,171.0,170.0,170.5,74
2026-04-13,09:31:00,3265,170.5,171.0,170.5,170.5,20
2026-04-13,09:32:00,3265,170.5,170.5,168.5,168.5,88
2026-04-13,09:33:00,3265,168.5,168.5,168.5,168.5,36
2026-04-13,09:34:00,3265,168.5,168.5,168.0,168.0,14
2026-04-13,09:35:00,3265,168.5,168.5,168.5,168.5,12
2026-04-13,09:36:00,3265,168.5,168.5,168.0,168.0,9
2026-04-13,09:37:00,3265,168.0,168.5,168.0,168.0,10
2026-04-13,09:38:00,3265,168.0,168.5,168.0,168.0,12
2026-04-13,09:39:00,3265,168.0,168.0,168.0,168.0,25
2026-04-13,09:40:00,3265,167.5,167.5,166.5,166.5,129
2026-04-13,09:41:00,3265,166.5,167.0,166.5,167.0,25
2026-04-13,09:42:00,3265,167.0,167.0,166.5,166.5,18
2026-04-13,09:43:00,3265,166.5,167.0,166.5,167.0,5
2026-04-13,09:44:00,3265,167.5,167.5,167.0,167.0,18
