date,minute,stock_id,open,high,low,close,volume
2026-04-17,09:00:00,6173,84.3,87.1,84.3,87.0,2244
2026-04-17,09:01:00,6173,86.8,86.9,85.5,86.0,1249
2026-04-17,09:02:00,6173,85.9,86.4,85.2,86.3,856
2026-04-17,09:03:00,6173,86.3,86.3,85.3,86.0,740
2026-04-17,09:04:00,6173,85.9,86.7,85.6,86.5,725
2026-04-17,09:05:00,6173,86.4,86.4,85.0,85.2,703
2026-04-17,09:06:00,6173,85.2,85.5,84.0,84.0,841
2026-04-17,09:07:00,6173,84.1,84.7,83.6,84.7,671
2026-04-17,09:08:00,6173,84.7,85.5,84.6,85.4,456
2026-04-17,09:09:00,6173,85.3,85.4,84.4,84.6,525
2026-04-17,09:10:00,6173,84.5,84.6,83.6,83.8,650
2026-04-17,09:11:00,6173,83.6,83.7,83.2,83.5,455
2026-04-17,09:12:00,6173,83.5,83.5,83.0,83.3,515
2026-04-17,09:13:00,6173,83.3,83.3,82.4,82.5,518
2026-04-17,09:14:00,6173,82.5,82.7,82.0,82.1,472
2026-04-17,09:15:00,6173,82.1,83.1,82.0,83.0,387
2026-04-17,09:16:00,6173,83.1,83.5,83.0,83.2,355
2026-04-17,09:17:00,6173,83.1,83.3,82.6,83.0,383
2026-04-17,09:18:00,6173,82.8,83.2,82.6,83.1,195
2026-04-17,09:19:00,6173,83.2,83.2,82.6,82.9,326
2026-04-17,09:20:00,6173,82.9,82.9,82.3,82.4,273
2026-04-17,09:21:00,6173,82.5,82.5,81.8,82.0,712
2026-04-17,09:22:00,6173,82.0,82.2,81.8,82.0,413
2026-04-17,09:23:00,6173,82.0,83.4,81.8,83.4,491
2026-04-17,09:24:00,6173,83.5,85.7,83.4,85.5,744
2026-04-17,09:26:00,6173,87.0,87.4,85.7,85.9,1338
2026-04-17,09:27:00,6173,85.9,86.0,85.0,85.2,689
2026-04-17,09:28:00,6173,85.2,85.4,84.8,85.0,534
2026-04-17,09:29:00,6173,84.9,85.0,84.5,84.7,250
2026-04-17,09:30:00,6173,84.6,84.6,84.0,84.0,214
2026-04-17,09:32:00,6173,84.0,84.0,83.2,83.7,216
2026-04-17,09:33:00,6173,83.6,83.9,83.4,83.9,176
2026-04-17,09:34:00,6173,83.8,84.3,83.8,84.1,214
2026-04-17,09:35:00,6173,84.1,84.2,83.7,83.7,127
2026-04-17,09:36:00,6173,83.7,83.8,83.5,83.6,80
2026-04-17,09:37:00,6173,83.5,85.0,83.5,84.8,296
2026-04-17,09:38:00,6173,84.6,85.6,84.6,84.8,420
2026-04-17,09:39:00,6173,84.7,85.3,83.9,84.0,201
2026-04-17,09:40:00,6173,84.0,85.4,84.0,84.9,395
2026-04-17,09:41:00,6173,84.9,85.6,84.6,84.6,406
2026-04-17,09:42:00,6173,84.4,85.0,84.3,84.8,132
2026-04-17,09:43:00,6173,84.7,85.1,84.5,84.7,166
2026-04-17,09:44:00,6173,84.8,85.7,84.5,85.5,509
2026-04-17,09:45:00,6173,85.4,86.5,85.3,86.4,948
2026-04-17,09:46:00,6173,86.2,87.0,86.0,86.6,757
2026-04-17,09:47:00,6173,86.6,86.6,85.8,85.8,281
2026-04-17,09:48:00,6173,86.0,86.6,85.8,86.1,317
2026-04-17,09:49:00,6173,86.2,86.2,86.0,86.1,113
2026-04-17,09:50:00,6173,86.1,86.4,85.9,86.3,228
2026-04-17,09:51:00,6173,86.3,86.7,86.3,86.7,288
2026-04-17,09:52:00,6173,86.6,87.7,86.6,87.6,973
2026-04-17,09:53:00,6173,87.6,88.5,87.4,88.4,1165
2026-04-17,09:54:00,6173,88.4,88.7,88.2,88.5,653
2026-04-17,09:55:00,6173,88.5,88.6,87.7,87.8,375
2026-04-17,09:56:00,6173,87.8,88.2,87.3,88.1,321
2026-04-17,09:57:00,6173,88.1,88.3,88.1,88.2,170
2026-04-17,09:58:00,6173,88.2,88.5,87.5,88.2,363
2026-04-17,09:59:00,6173,88.3,89.4,87.9,89.1,1181
2026-04-17,10:00:00,6173,89.1,89.4,88.9,89.1,339
2026-04-17,10:01:00,6173,89.1,90.2,89.0,90.2,823
2026-04-17,10:02:00,6173,90.2,92.2,90.1,92.2,4500
2026-04-17,10:03:00,6173,92.2,92.2,92.2,92.2,743
2026-04-17,10:04:00,6173,92.2,92.2,92.2,92.2,245
2026-04-17,10:05:00,6173,92.2,92.2,92.2,92.2,137
2026-04-17,10:06:00,6173,92.2,92.2,92.2,92.2,362
2026-04-17,10:07:00,6173,92.2,92.2,92.2,92.2,152
2026-04-17,10:08:00,6173,92.2,92.2,92.2,92.2,102
2026-04-17,10:09:00,6173,92.2,92.2,92.2,92.2,111
2026-04-17,10:10:00,6173,92.2,92.2,92.2,92.2,166
2026-04-17,10:11:00,6173,92.2,92.2,92.2,92.2,193
2026-04-17,10:12:00,6173,92.2,92.2,92.2,92.2,153
2026-04-17,10:13:00,6173,92.2,92.2,92.2,92.2,28
2026-04-17,10:14:00,6173,92.2,92.2,92.2,92.2,37
2026-04-17,10:15:00,6173,92.2,92.2,92.2,92.2,22
2026-04-17,10:16:00,6173,92.2,92.2,92.2,92.2,37
2026-04-17,10:17:00,6173,92.2,92.2,92.2,92.2,17
2026-04-17,10:18:00,6173,92.2,92.2,92.2,92.2,24
2026-04-17,10:19:00,6173,92.2,92.2,92.2,92.2,11
2026-04-17,10:20:00,6173,92.2,92.2,92.2,92.2,6
2026-04-17,10:21:00,6173,92.2,92.2,92.2,92.2,36
2026-04-17,10:22:00,6173,92.2,92.2,92.2,92.2,24
2026-04-17,10:23:00,6173,92.2,92.2,92.2,92.2,11
2026-04-17,10:24:00,6173,92.2,92.2,92.2,92.2,5
2026-04-17,10:25:00,6173,92.2,92.2,92.2,92.2,14
2026-04-17,10:26:00,6173,92.2,92.2,92.2,92.2,29
2026-04-17,10:27:00,6173,92.2,92.2,92.2,92.2,17
2026-04-17,10:28:00,6173,92.2,92.2,92.2,92.2,32
2026-04-17,10:29:00,6173,92.2,92.2,92.2,92.2,19
2026-04-17,10:30:00,6173,92.2,92.2,92.2,92.2,14
2026-04-17,10:31:00,6173,92.2,92.2,92.2,92.2,6
2026-04-17,10:32:00,6173,92.2,92.2,92.2,92.2,10
2026-04-17,10:33:00,6173,92.2,92.2,92.2,92.2,11
2026-04-17,10:34:00,6173,92.2,92.2,92.2,92.2,5
2026-04-17,10:35:00,6173,92.2,92.2,92.2,92.2,13
2026-04-17,10:36:00,6173,92.2,92.2,92.2,92.2,5
2026-04-17,10:37:00,6173,92.2,92.2,92.2,92.2,15
2026-04-17,10:38:00,6173,92.2,92.2,92.2,92.2,6
2026-04-17,10:39:00,6173,92.2,92.2,92.2,92.2,10
2026-04-17,10:40:00,6173,92.2,92.2,92.2,92.2,36
2026-04-17,10:41:00,6173,92.2,92.2,92.2,92.2,68
