ticker,signal_date,close,bb_upper,bb_middle,bb_lower,bandwidth_prev,bandwidth_today,is_ideal_bandwidth,volume_ratio_prev,ma60_slope,second_buy_estimate,stop_loss,entry_note
6161,2026-05-19,52.7,49.678220773561485,43.9375,38.196779226438515,0.19066154495866972,0.26131303663437766,False,3.7283223459058323,0.009444983466328827,49.18143856582587,49.678220773561485,突破上軌 close=52.70>49.68; prev_bw=0.191; vol×3.73
6491,2026-05-19,305.5,298.0613188909062,285.825,273.5886811090938,0.058802928532088905,0.08562105407788825,True,6.550526702195302,0.0019307278258835492,295.08070570199715,298.0613188909062,突破上軌 close=305.50>298.06; prev_bw=0.059(理想); vol×6.55
6499,2026-05-19,92.2,89.09120426096919,83.745,78.39879573903082,0.088759976147727,0.1276781720931205,True,1.4349771218047491,-0.0065688433284608605,88.2002922183595,89.09120426096919,突破上軌 close=92.20>89.09; prev_bw=0.089(理想); vol×1.43
6742,2026-05-19,52.2,48.164531757789206,41.4575,34.7504682422108,0.2312440796915961,0.32356180463314005,False,1.6834828996614213,0.003822216885793539,47.68288644021131,48.164531757789206,突破上軌 close=52.20>48.16; prev_bw=0.231; vol×1.68
6902,2026-05-19,127.0,123.96881623300531,107.75,91.53118376699469,0.2598546324730999,0.3010453129096114,False,9.260128669867084,0.03220391911936926,122.72912807067526,123.96881623300531,突破上軌 close=127.00>123.97; prev_bw=0.260; vol×9.26
6976,2026-05-19,13.65,13.429702835599386,12.872499999999999,12.315297164400612,0.06672219679903835,0.08657259049903085,True,1.668499705243057,-0.006131367816841871,13.295405807243393,13.429702835599386,突破上軌 close=13.65>13.43; prev_bw=0.067(理想); vol×1.67
7868,2026-05-19,110.5,105.23632960596309,94.49,83.7436703940369,0.1677240643957573,0.22745961701689277,False,2.917076379752095,0.0539968852420909,104.18396630990345,105.23632960596309,突破上軌 close=110.50>105.24; prev_bw=0.168; vol×2.92
7883,2026-05-19,298.0,297.11340367934963,288.9,280.6865963206503,0.058394930694437845,0.05685983855555316,True,2.8916370681304486,0.010906439237817533,294.14226964255613,297.11340367934963,突破上軌 close=298.00>297.11; prev_bw=0.058(理想); vol×2.89
8044,2026-05-19,26.85,25.99181660151258,23.6875,21.38318339848742,0.1574779702253896,0.194559713056471,False,2.5357558515453253,-0.010730344733615005,25.731898435497452,25.99181660151258,突破上軌 close=26.85>25.99; prev_bw=0.157; vol×2.54
8071,2026-05-19,21.0,19.978598206316853,17.1325,14.286401793683147,0.2633240103666772,0.3322455224067536,False,1.741751689596743,0.00760875006257189,19.778812224253684,19.978598206316853,突破上軌 close=21.00>19.98; prev_bw=0.263; vol×1.74
8096,2026-05-19,105.5,103.82366733627023,95.195,86.56633266372975,0.15284165801267738,0.1812840450920792,False,1.1475850085340074,0.03212971252362484,102.78543066290753,103.82366733627023,突破上軌 close=105.50>103.82; prev_bw=0.153; vol×1.15
8249,2026-05-19,53.5,52.749298649976375,49.6975,46.64570135002362,0.10143993708614786,0.12281497660753063,False,2.55868450294897,-0.016863674690169916,52.22180566347661,52.749298649976375,突破上軌 close=53.50>52.75; prev_bw=0.101; vol×2.56
8415,2026-05-19,35.9,35.54073119974421,34.2625,32.9842688002558,0.06176644780224683,0.07461400655201489,True,1.3339949324825027,0.002553337752571716,35.18532388774677,35.54073119974421,突破上軌 close=35.90>35.54; prev_bw=0.062(理想); vol×1.33
