ticker,trade_date,open,high,low,close,volume,ma20,ma60,ma240,vol_ma20,vol_ratio_20,is_attention_stock,is_disposition_stock,is_usable,prev_close,prev_open,prev_high,prev_low,prior_high_60,prior_high_20,prior_low_60,prior_low_20,avg_volume_20,volume_ratio,range_pct,body_abs,body_pct,close_pos,upper_shadow,lower_shadow,upper_shadow_ratio,lower_shadow_ratio,ma60_slope_5d,ma60_rolling_off_close,pre_breakout_trend_days,overhead_supply_layer,unfilled_gap_down_count_240d,is_red,is_black,is_doji,new_low_count_60d,is_in_breakdown_pattern,higher_low_count_60d,upper_band_spread_60d,is_pattern_breakout,attack_intensity,score_attack_quality,score_overhead_supply,score_ma60_rolloff,score_shadow_position,score_pattern_breakout,score_attack_intensity,scanner_score
7769,2026-04-29,5105.0,5245.0,5060.0,5220.0,1310824,4386.75,4152.333333333333,2521.5833333333335,1284656.25,1.0203694568099444,1.0,,1,5100.0,5035.0,5140.0,4970.0,5140.0,5140.0,3450.0,3450.0,1267208.75,1.0344183624047736,0.03623898139079334,115.0,0.022526934378060724,0.8648648648648649,25.0,45.0,0.21739130434782608,0.391304347826087,0.03003617571059425,3575.0,17,0.0,0.0,True,False,False,3.0,False,39.0,0.047665369649805445,True,4,55.0,0.0,10.0,0.0,20.0,20.0,105.0
1587,2025-12-17,49.0,51.3,48.3,49.7,7776297,44.072500000000005,42.200833333333335,,2144068.75,3.626887897134828,0.0,,1,47.4,45.1,47.75,45.1,48.7,48.7,36.5,40.1,1779466.4,4.370016202609952,0.061224489795918366,0.7000000000000028,0.014285714285714344,0.46666666666666856,1.5999999999999943,0.7000000000000028,2.2857142857142683,1.0,0.012880772846370903,44.0,20,0.0,0.0,True,False,False,0.0,False,31.0,0.006160164271047315,True,4,45.0,0.0,10.0,10.0,20.0,20.0,105.0
1410,2025-06-02,38.2,40.5,38.2,39.7,193197,36.7325,35.122499999999995,,78231.7,2.4695487890458727,0.0,,1,38.25,37.45,38.25,37.45,38.25,38.25,30.5,33.0,70111.1,2.7555836379688805,0.06020942408376955,1.5,0.03926701570680628,0.652173913043479,0.7999999999999972,0.0,0.5333333333333314,0.0,0.006423420411671765,35.5,17,0.0,0.0,True,False,False,4.0,False,36.0,0.03398692810457509,True,0,75.0,0.0,10.0,0.0,20.0,0.0,105.0
1216,2025-07-22,86.6,87.1,86.1,87.0,11838973,83.4,80.78166666666667,,17135647.65,0.6908973177911955,0.0,,1,86.6,86.2,86.8,85.6,86.8,86.8,75.8,78.8,18860483.45,0.627713124713142,0.011547344110854504,0.4000000000000057,0.004618937644341867,0.9000000000000057,0.09999999999999432,0.5,0.24999999999998224,1.2499999999999822,0.010591939284001484,76.2,20,0.0,0.0,True,False,False,2.0,False,34.0,0.03571428571428565,True,4,55.0,0.0,10.0,0.0,20.0,20.0,105.0
4904,2026-04-20,96.8,98.5,96.2,98.2,6912623,94.025,92.33333333333333,88.76833333333335,6192664.35,1.1162599180754889,0.0,,1,97.4,96.3,97.4,95.8,97.4,97.4,88.1,90.7,6163456.85,1.1215496706203112,0.02376033057851237,1.4000000000000057,0.014462809917355431,0.8695652173913054,0.29999999999999716,0.5999999999999943,0.2142857142857114,0.4285714285714228,0.006321296229019779,89.0,19,0.0,0.0,True,False,False,0.0,False,34.0,0.017453798767967175,True,4,55.0,0.0,9.368635437881876,0.0,20.0,20.0,104.36863543788188
2881,2025-12-17,96.0,97.9,96.0,97.3,33741813,93.85,91.19,,35292016.35,0.9560749565956721,0.0,,1,96.0,95.0,96.2,94.8,97.2,97.2,85.5,88.1,37331327.95,0.9038471132125906,0.019791666666666725,1.2999999999999972,0.013541666666666638,0.6842105263157859,0.6000000000000085,0.0,0.4615384615384691,0.0,0.0069381820858713805,88.3,18,0.0,0.0,True,False,False,1.0,False,33.0,0.0432098765432099,True,0,75.0,0.0,9.249743062692703,0.0,20.0,0.0,104.2497430626927
2480,2025-05-22,170.0,173.0,169.0,173.0,436104,157.25,147.49166666666667,,888828.1,0.49065055436478666,0.0,,1,170.5,169.0,171.5,167.0,171.5,171.5,117.5,133.0,906406.15,0.4811353056243054,0.023529411764705882,3.0,0.01764705882352941,1.0,0.0,1.0,0.0,0.3333333333333333,0.0069408886613189225,159.0,17,0.0,0.0,True,False,False,8.0,False,33.0,0.026239067055393587,True,4,55.0,0.0,8.092485549132947,0.0,20.0,20.0,103.09248554913295
5274,2025-10-02,5395.0,5580.0,5320.0,5550.0,701780,5050.75,4912.5,,388952.1,1.8042838694019137,0.0,,1,5200.0,5160.0,5465.0,5125.0,5465.0,5465.0,4355.0,4760.0,367498.95,1.9096108982080084,0.04819277108433735,155.0,0.028730305838739572,0.8846153846153846,30.0,75.0,0.1935483870967742,0.4838709677419355,0.0014099580410078527,5115.0,18,0.0,0.0,True,False,False,4.0,False,31.0,0.03019213174748399,True,4,55.0,0.0,7.837837837837838,0.0,20.0,20.0,102.83783783783784
2488,2026-04-15,50.0,50.7,50.0,50.4,300053,48.769999999999996,47.230000000000004,46.65479166666667,227752.75,1.3174506125612095,0.0,,1,50.0,49.5,50.1,49.5,50.2,50.2,44.7,46.8,217067.8,1.382300829510411,0.014000000000000058,0.3999999999999986,0.007999999999999972,0.5714285714285671,0.30000000000000426,0.0,0.7500000000000133,0.0,0.007125721901377169,46.5,20,0.0,0.0,True,False,False,2.0,False,39.0,0.03187250996015939,True,0,75.0,0.0,7.7380952380952355,0.0,20.0,0.0,102.73809523809524
4305,2025-07-21,46.7,47.95,46.7,47.4,15670,46.2325,43.47666666666667,,8019.25,1.9540480718271658,0.0,,1,46.7,46.7,46.7,46.7,47.0,47.0,43.2,44.9,8336.2,1.879753364842494,0.026766595289079226,0.6999999999999957,0.014989293361884277,0.5599999999999966,0.5500000000000043,0.0,0.7857142857142966,0.0,0.0055702253146503455,44.0,20,0.0,0.0,True,False,False,1.0,False,32.0,0.010638297872340425,True,0,75.0,0.0,7.172995780590714,0.0,20.0,0.0,102.17299578059071
2884,2025-06-09,30.9,31.1,30.85,31.1,20707206,30.169999999999998,29.065,,31450951.65,0.6583968024382499,0.0,,1,30.9,30.55,30.9,30.4,30.9,30.9,25.5,29.3,33695114.85,0.6145462359211991,0.008090614886731393,0.20000000000000284,0.0064724919093852055,1.0,0.0,0.04999999999999716,0.0,0.24999999999998224,0.005042791689479298,28.95,20,0.0,0.0,True,False,False,3.0,False,31.0,0.024271844660194174,True,4,55.0,0.0,6.91318327974277,0.0,20.0,20.0,101.91318327974277
2891,2025-12-09,44.6,44.95,44.4,44.95,28682060,43.545,42.899166666666666,,33668444.1,0.8518974002722032,0.0,,1,44.55,44.55,44.75,44.3,44.75,44.75,41.75,42.0,34375135.85,0.8343839025148172,0.012331838565022516,0.3500000000000014,0.007847533632287027,1.0,0.0,0.20000000000000284,0.0,0.5714285714285773,0.0048996642461152096,42.05,19,0.0,0.0,True,False,False,1.0,False,33.0,0.021229050279329673,True,4,55.0,0.0,6.4516129032258185,0.0,20.0,20.0,101.45161290322582
2884,2025-06-06,30.55,30.9,30.4,30.9,22934109,30.105,29.029166666666665,,33695114.85,0.6806360240080914,0.0,,1,30.5,30.5,30.6,30.35,30.6,30.6,25.5,28.75,33737794.55,0.6797749913975928,0.016366612111292964,0.34999999999999787,0.011456628477905004,1.0,0.0,0.15000000000000213,0.0,0.42857142857143726,0.004411510293524046,28.95,20,0.0,0.0,True,False,False,3.0,False,30.0,0.014705882352941268,True,4,55.0,0.0,6.3106796116504835,0.0,20.0,20.0,101.31067961165049
2633,2025-06-13,28.4,28.85,28.4,28.85,7208120,27.810000000000002,27.266666666666666,,3376489.9,2.134796849236836,0.0,,1,28.5,28.45,28.5,28.3,28.5,28.5,24.75,27.2,3160065.9,2.2810030638918004,0.01584507042253531,0.45000000000000284,0.01584507042253531,1.0,0.0,0.0,0.0,0.0,0.003496289026559518,27.1,20,0.0,0.0,True,False,False,3.0,False,33.0,0.033333333333333305,True,4,55.0,0.0,6.06585788561525,0.0,20.0,20.0,101.06585788561526
5439,2025-11-03,353.0,362.5,348.0,359.5,11464538,307.275,305.65833333333336,,5544693.75,2.067659372530719,0.0,,1,352.5,336.0,352.5,333.0,353.0,352.5,241.0,273.5,5195066.0,2.2068127719647834,0.04107648725212465,6.5,0.018413597733711047,0.7931034482758621,3.0,5.0,0.46153846153846156,0.7692307692307693,0.019909351277702214,252.0,12,0.0,0.0,True,False,False,4.0,False,34.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
2303,2026-05-04,80.0,82.4,79.4,81.2,242174345,68.9,64.30666666666667,50.59291666666666,207486516.8,1.167181119693846,,,1,77.3,80.5,80.9,76.3,80.9,80.9,52.8,52.8,198493390.4,1.2200625144846133,0.0375,1.2000000000000028,0.015000000000000036,0.5999999999999991,1.2000000000000028,0.5999999999999943,1.0,0.49999999999999406,0.013049071861790162,64.8,13,0.0,0.0,True,False,False,3.0,False,33.0,0.014833127317676177,True,2,50.0,0.0,10.0,10.0,20.0,10.0,100.0
7716,2025-05-02,32.05,32.85,32.85,32.85,19,29.785000000000004,25.571666666666665,,11019.45,0.0017242239857706146,0.0,,1,32.05,31.75,32.25,31.55,32.35,32.25,24.6,24.6,11153.5,0.001703501143138925,0.0,0.8000000000000043,0.024960998439937734,,0.0,-0.8000000000000043,0.0,-1.0,0.00954072904329517,28.4,16,0.0,0.0,True,False,False,5.0,False,30.0,0.0494590417310665,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
1815,2025-12-29,94.5,101.5,94.5,98.8,172119216,85.03999999999999,78.28833333333334,50.1725,71321790.85,2.413276699150636,0.0,,1,92.6,92.3,96.5,91.8,96.5,96.5,62.9,77.4,66726083.85,2.579489250214704,0.07407407407407407,4.299999999999997,0.045502645502645475,0.6142857142857139,2.700000000000003,0.0,0.6279069767441872,0.0,0.028575808005605774,65.8,20,0.0,0.0,True,False,False,0.0,False,32.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
5490,2025-05-02,29.0,29.0,29.0,29.0,1008367,22.0125,24.015833333333333,,406352.05,2.4815107983336127,0.0,,1,26.4,26.0,26.55,25.6,28.65,26.55,17.2,17.2,360118.95,2.800094246637118,0.0,0.0,0.0,,0.0,0.0,,,0.009704996146030487,24.3,3,0.0,0.0,False,False,False,6.0,False,31.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
2603,2025-05-15,246.0,252.0,242.5,245.5,47743430,211.875,216.4,,17764342.65,2.687599025793392,0.0,,1,242.5,234.5,245.0,232.5,245.0,245.0,171.0,197.5,16058571.8,2.9730807069654848,0.03861788617886179,0.5,0.0020325203252032522,0.3157894736842105,6.0,3.0,12.0,6.0,0.00697999069334565,211.5,3,0.0,0.0,False,True,True,3.0,False,31.0,0.04897959183673469,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
3689,2025-08-12,115.0,121.5,112.5,115.5,27949497,99.595,96.71166666666666,,7246461.8,3.856985349733024,0.0,,1,111.5,104.0,111.5,103.5,111.5,111.5,87.7,90.9,5920411.85,4.720870390123282,0.0782608695652174,0.5,0.004347826086956522,0.3333333333333333,6.0,2.5,12.0,5.0,0.01328886250130945,91.0,20,0.0,0.0,True,False,True,1.0,False,33.0,0.04932735426008968,True,3,45.0,0.0,10.0,10.0,20.0,15.0,100.0
2605,2026-02-25,31.4,33.7,31.4,32.9,30348535,29.3225,27.61,24.585625,15053805.7,2.0160041656443064,0.0,,1,30.9,30.15,31.15,30.05,32.05,32.05,22.75,27.35,14098376.75,2.1526261879758604,0.07324840764331224,1.5,0.04777070063694268,0.652173913043477,0.8000000000000043,0.0,0.5333333333333362,0.0,0.02120576994205381,24.0,20,0.0,0.0,True,False,False,1.0,False,37.0,0.01560062402496089,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
1802,2026-04-17,69.2,76.6,69.1,74.2,346753094,58.605,54.06666666666667,32.454791666666665,121440211.25,2.855340009959016,0.0,,1,69.9,70.5,72.8,66.0,73.5,72.8,33.8,50.1,112230758.15,3.0896440487068024,0.10838150289017341,5.0,0.0722543352601156,0.6800000000000012,2.3999999999999915,0.10000000000000853,0.4799999999999983,0.020000000000001704,0.05578337564277813,35.0,20,0.0,0.0,True,False,False,0.0,False,36.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
2301,2026-05-08,208.0,214.5,198.5,204.0,98460939,170.925,165.33333333333334,148.44375,38729478.6,2.542273806908415,,,1,203.5,188.0,203.5,185.5,203.5,203.5,139.5,152.0,35080418.25,2.8067207836098134,0.07692307692307693,4.0,0.019230769230769232,0.34375,6.5,5.5,1.625,1.375,0.008847757551103452,167.0,13,0.0,0.0,False,True,False,3.0,False,33.0,0.0171990171990172,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
5876,2025-04-10,48.1,48.1,45.0,46.85,18760376,44.7575,43.6025,,9270630.2,2.0236354590004035,0.0,,1,45.0,44.0,46.2,44.0,46.2,46.2,39.4,41.25,8847193.45,2.1204889557377093,0.06444906444906448,1.25,0.025987525987525985,0.5967741935483872,0.0,1.8500000000000014,0.0,1.480000000000001,,40.2,1,0.0,0.0,False,True,False,2.0,False,42.0,0.03354978354978364,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
2458,2026-05-08,144.5,155.0,144.0,151.5,8538310,137.875,131.06666666666666,127.31458333333333,4132870.05,2.065951722822739,,,1,144.0,143.5,149.0,141.5,149.0,149.0,115.5,128.5,3851436.75,2.2169155445691793,0.07612456747404844,7.0,0.04844290657439446,0.6818181818181818,3.5,0.5,0.5,0.07142857142857142,0.015758202014983125,118.5,20,0.0,0.0,True,False,False,1.0,False,34.0,0.03691275167785235,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
8390,2026-05-13,111.0,116.0,108.0,114.0,2074950,91.6,94.49666666666667,78.09375,1141167.9,1.8182688104002926,1.0,,1,110.5,106.0,113.0,104.0,113.0,113.0,82.2,82.2,1076426.75,1.9276276811218227,0.07207207207207207,3.0,0.02702702702702703,0.75,2.0,3.0,0.6666666666666666,1.0,0.004286524018704885,93.3,4,0.0,0.0,True,False,False,6.0,False,30.0,0.017699115044247787,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
2449,2026-05-05,341.0,364.5,341.0,354.0,60762678,289.425,293.375,197.1475,31841956.0,1.9082583368936255,,,1,332.5,328.5,332.5,324.5,333.0,332.5,255.5,255.5,30251735.55,2.0085683315448657,0.0689149560117302,13.0,0.03812316715542522,0.5531914893617021,10.5,0.0,0.8076923076923077,0.0,0.008941621528673505,297.5,5,0.0,0.0,True,False,False,2.0,False,31.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
6120,2026-04-14,14.9,15.45,14.65,15.05,12107335,13.3375,13.202499999999999,11.703041666666667,5455438.25,2.2193148277317594,0.0,,1,14.6,14.2,14.7,13.85,14.9,14.9,12.1,12.15,4955539.85,2.4431919359905865,0.053691275167785164,0.15000000000000036,0.010067114093959755,0.5000000000000011,0.3999999999999986,0.25,2.666666666666651,1.6666666666666627,0.011750431062008904,13.5,11,0.0,0.0,True,False,False,2.0,False,32.0,0.02684563758389264,True,2,50.0,0.0,10.0,10.0,20.0,10.0,100.0
5439,2025-12-01,366.0,378.5,352.0,373.0,17907984,319.475,316.05,,9353616.65,1.91455184343053,0.0,,1,354.0,336.5,362.5,330.5,364.0,364.0,273.5,292.0,9031444.35,1.9828482915913666,0.07240437158469945,7.0,0.01912568306010929,0.7924528301886793,5.5,14.0,0.7857142857142857,2.0,0.007464470713242299,308.0,13,0.0,0.0,True,False,False,4.0,False,34.0,0.03021978021978022,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
2303,2026-05-05,80.8,85.2,80.1,83.1,173093862,70.375,64.53666666666666,50.750416666666666,210483474.75,0.8223631912462049,,,1,81.2,80.0,82.4,79.4,82.4,82.4,52.8,52.8,207486516.8,0.834241495156277,0.06311881188118823,2.299999999999997,0.02846534653465343,0.5882352941176461,2.1000000000000085,0.7000000000000028,0.9130434782608744,0.30434782608695815,0.013956898583361577,69.3,14,0.0,0.0,True,False,False,3.0,False,33.0,0.03276699029126217,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
1210,2025-04-24,59.0,61.0,58.7,60.0,3861181,57.415,55.931666666666665,,2200391.65,1.7547698838068215,0.0,,1,59.0,58.8,59.1,58.5,59.1,59.1,51.3,52.4,2045631.2,1.8875254737999694,0.03898305084745758,1.0,0.01694915254237288,0.5652173913043473,1.0,0.29999999999999716,1.0,0.29999999999999716,0.010965506853441775,51.5,10,0.0,0.0,True,False,False,1.0,False,35.0,0.04060913705583754,True,2,50.0,0.0,10.0,10.0,20.0,10.0,100.0
4114,2025-08-05,38.0,39.8,37.9,38.5,5807859,35.9675,35.46333333333334,,2077564.9,2.795512669664375,0.0,,1,37.9,38.0,38.3,37.55,38.3,38.3,32.7,33.1,1842747.4,3.1517390826328127,0.04999999999999996,0.5,0.013157894736842105,0.3157894736842115,1.2999999999999972,0.10000000000000142,2.5999999999999943,0.20000000000000284,0.012129572373115183,32.95,14,0.0,0.0,True,False,False,1.0,False,40.0,0.03655352480417751,True,2,50.0,0.0,10.0,10.0,20.0,10.0,100.0
6205,2026-04-15,70.0,70.0,66.2,69.0,4988906,57.73,55.47666666666667,47.140625,2208899.4,2.258548306907956,0.0,,1,68.5,62.5,68.5,62.5,68.5,68.5,47.65,50.5,2057468.1,2.4247792711828677,0.05428571428571424,1.0,0.014285714285714285,0.7368421052631577,0.0,2.799999999999997,0.0,2.799999999999997,0.003799758745476556,58.9,14,0.0,0.0,False,True,False,4.0,False,34.0,0.029197080291970802,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
6015,2026-05-07,15.5,16.35,15.25,16.05,7074854,13.84,13.672500000000001,11.663333333333332,2559906.9,2.763715352304414,,,1,15.05,14.9,15.25,14.85,15.5,15.25,12.4,12.95,2272949.3,3.112631680785841,0.07096774193548397,0.5500000000000007,0.035483870967741984,0.727272727272727,0.3000000000000007,0.25,0.5454545454545461,0.454545454545454,0.01115493652163213,13.55,13,0.0,0.0,True,False,False,3.0,False,33.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
5274,2025-08-14,5035.0,5300.0,5035.0,5245.0,898735,4675.0,4579.083333333333,,638214.15,1.408202873596582,0.0,,1,5000.0,4950.0,5075.0,4950.0,5205.0,5075.0,3680.0,4355.0,631548.35,1.4230660249528007,0.05263157894736842,210.0,0.041708043694141016,0.7924528301886793,55.0,0.0,0.2619047619047619,0.0,0.023849894725073817,3905.0,20,0.0,0.0,True,False,False,4.0,False,35.0,0.04226705091258405,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
6796,2025-12-23,100.0,106.0,100.0,105.0,266088,96.14,89.355,,103305.45,2.575740195701195,0.0,,1,99.9,98.5,99.9,98.5,99.9,99.9,72.0,87.5,94426.45,2.8179392532494867,0.06,5.0,0.05,0.8333333333333334,1.0,0.0,0.2,0.0,0.02551693796744403,72.6,20,0.0,0.0,True,False,False,1.0,False,38.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
6509,2026-02-23,40.0,40.55,38.8,40.15,8510071,35.160000000000004,34.37,33.555625,1113045.45,7.645753369729871,0.0,,1,37.7,35.3,37.7,35.1,37.7,37.7,31.8,33.6,700679.3,12.145457986271323,0.04375,0.14999999999999858,0.0037499999999999643,0.7714285714285722,0.3999999999999986,1.2000000000000028,2.6666666666666825,8.000000000000094,0.00752393980848165,33.2,18,0.0,0.0,True,False,True,4.0,False,32.0,0.04641909814323607,True,3,45.0,0.0,10.0,10.0,20.0,15.0,100.0
2059,2025-07-18,2255.0,2455.0,2255.0,2415.0,1728365,2110.25,2043.4166666666667,,705712.55,2.4491062260406165,0.0,,1,2240.0,2215.0,2275.0,2200.0,2275.0,2275.0,1635.0,1970.0,671282.2,2.574721927678106,0.08869179600886919,160.0,0.07095343680709534,0.8,40.0,0.0,0.25,0.0,0.02409789508853999,1670.0,20,0.0,0.0,True,False,False,2.0,False,37.0,0.03296703296703297,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
6785,2025-12-09,299.0,303.5,297.0,300.5,479512,256.275,255.78333333333333,,230653.7,2.07892611304306,0.0,,1,297.5,287.5,298.5,286.0,300.0,298.5,204.5,217.5,213225.95,2.24884447695039,0.021739130434782608,1.5,0.005016722408026756,0.5384615384615384,3.0,2.0,2.0,1.3333333333333333,0.019700342181322883,231.5,13,0.0,0.0,True,False,True,5.0,False,35.0,0.0,True,2,50.0,0.0,10.0,10.0,20.0,10.0,100.0
5902,2025-05-08,47.5,48.95,47.4,48.45,111355,43.6875,43.225,,48769.3,2.2833011751245147,0.0,,1,47.25,46.5,47.25,46.45,47.25,47.25,35.45,35.45,44760.15,2.4878156127716284,0.03263157894736851,0.9500000000000028,0.02000000000000006,0.6774193548387105,0.5,0.10000000000000142,0.5263157894736826,0.10526315789473803,0.01180142397347117,40.1,14,0.0,0.0,True,False,False,4.0,False,35.0,0.013756613756613727,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
3706,2025-11-03,102.5,109.0,102.0,107.0,122646583,93.84,90.21499999999999,,73152514.75,1.6765873793832904,0.0,,1,100.0,99.7,101.0,97.2,103.0,101.0,78.1,89.0,72334276.65,1.695552768066562,0.06829268292682927,4.5,0.04390243902439024,0.7142857142857143,2.0,0.5,0.4444444444444444,0.1111111111111111,0.019224975521578536,83.4,20,0.0,0.0,True,False,False,0.0,False,37.0,0.0,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
3028,2025-05-15,34.4,34.65,34.25,34.3,901235,31.847500000000004,32.064166666666665,,421353.15,2.1389065205754365,0.0,,1,34.1,33.95,34.2,33.85,34.2,34.2,27.1,30.0,387089.1,2.3282365739567457,0.011627906976744146,0.10000000000000142,0.002906976744186088,0.12499999999999334,0.25,0.04999999999999716,2.4999999999999645,0.4999999999999645,0.009709502191198371,30.15,8,0.0,0.0,False,True,False,2.0,False,40.0,0.002923976608187176,True,4,50.0,0.0,10.0,0.0,20.0,20.0,100.0
6782,2025-08-11,199.5,203.0,195.0,200.5,570445,176.15,179.63333333333333,,323368.0,1.7640737487939437,0.0,,1,197.5,198.0,200.0,196.0,200.0,200.0,163.5,163.5,301894.4,1.8895514458035656,0.040100250626566414,1.0,0.005012531328320802,0.6875,2.5,4.5,2.5,4.5,0.006349206349206327,181.0,4,0.0,0.0,True,False,True,7.0,False,30.0,0.0125,True,2,50.0,0.0,9.72568578553616,10.0,20.0,10.0,99.72568578553616
1726,2025-07-01,77.6,79.8,77.6,79.2,28720,77.52000000000001,76.17333333333333,,22382.15,1.2831653795546898,0.0,,1,77.8,78.4,78.4,77.8,78.5,78.5,68.8,76.5,21346.45,1.345422775215551,0.028350515463917564,1.6000000000000085,0.02061855670103104,0.7272727272727302,0.5999999999999943,0.0,0.37499999999999445,0.0,0.0026764951077180577,75.5,20,0.0,0.0,True,False,False,1.0,False,34.0,0.010191082802547734,True,0,75.0,0.0,4.671717171717175,0.0,20.0,0.0,99.67171717171718
2633,2025-06-11,28.1,28.45,28.05,28.4,5461406,27.72,27.217499999999998,,3179142.1,1.7178867217039464,0.0,,1,28.1,28.0,28.15,27.9,28.15,28.15,24.75,27.2,3087470.45,1.7688933670604037,0.014234875444839807,0.29999999999999716,0.010676156583629791,0.8749999999999978,0.05000000000000071,0.05000000000000071,0.16666666666667063,0.16666666666667063,0.001963370862349212,27.15,20,0.0,0.0,True,False,False,3.0,False,32.0,0.021314387211367598,True,4,55.0,0.0,4.401408450704226,0.0,20.0,20.0,99.40140845070422
