ticker,trade_date,open,high,low,close,volume,ma20,ma60,ma240,vol_ma20,vol_ratio_20,is_attention_stock,is_disposition_stock,is_usable,prev_close,prev_open,prev_high,prev_low,prior_high_60,prior_high_20,prior_low_60,prior_low_20,avg_volume_20,volume_ratio,range_pct,body_abs,body_pct,close_pos,upper_shadow,lower_shadow,upper_shadow_ratio,lower_shadow_ratio,ma60_slope_5d,ma60_rolling_off_close,pre_breakout_trend_days,overhead_supply_layer,unfilled_gap_down_count_240d,is_red,is_black,is_doji,new_low_count_60d,is_in_breakdown_pattern,higher_low_count_60d,upper_band_spread_60d,is_pattern_breakout,attack_intensity,score_attack_quality,score_overhead_supply,score_ma60_rolloff,score_shadow_position,score_pattern_breakout,score_attack_intensity,scanner_score
6669,2025-10-03,3405.0,3540.0,3405.0,3465.0,3099603,3195.75,2961.1666666666665,,2023705.5,1.5316472678460378,0.0,,1,3315.0,3410.0,3425.0,3275.0,3450.0,3425.0,2415.0,2930.0,1983668.35,1.5625611004984779,0.039647577092511016,60.0,0.01762114537444934,0.4444444444444444,75.0,0.0,1.25,0.0,0.022796615048068514,2595.0,20,0.0,0.0,True,False,False,0.0,False,33.0,0.0,True,4,75.0,0.0,10.0,10.0,20.0,20.0,135.0
6024,2026-03-12,55.0,56.0,54.7,55.4,840459,52.48,51.763333333333335,49.866875,538805.6,1.559855725330249,0.0,,1,55.1,54.9,55.3,54.4,55.3,55.3,49.9,50.3,518662.2,1.6204361914170726,0.023636363636363584,0.3999999999999986,0.007272727272727247,0.5384615384615363,0.6000000000000014,0.29999999999999716,1.5000000000000089,0.7499999999999956,0.006481301445330212,50.0,18,0.0,0.0,True,False,False,1.0,False,33.0,0.04701627486437603,True,4,75.0,0.0,9.747292418772561,10.0,20.0,20.0,134.74729241877256
4207,2025-11-17,19.4,20.0,19.4,19.7,842220,18.7525,18.4925,,303765.35,2.7726006274250836,0.0,,1,19.4,19.4,19.55,19.35,19.55,19.55,17.4,18.3,269571.4,3.124292858960557,0.030927835051546466,0.3000000000000007,0.015463917525773233,0.5,0.3000000000000007,0.0,1.0,0.0,0.00804033796674819,17.95,20,0.0,0.0,True,False,False,0.0,False,30.0,0.020460358056266094,True,4,75.0,0.0,8.883248730964468,10.0,20.0,20.0,133.88324873096445
2884,2025-06-10,31.1,31.3,31.1,31.2,22288016,30.255000000000003,29.1,,31605197.45,0.7052009732025896,0.0,,1,31.1,30.9,31.1,30.85,31.1,31.1,25.5,29.3,31450951.65,0.708659510466673,0.006430868167202549,0.09999999999999787,0.0032154340836012176,0.4999999999999911,0.10000000000000142,0.0,1.0000000000000355,0.0,0.0054128757341933564,29.1,20,0.0,0.0,True,False,False,3.0,False,31.0,0.03054662379421231,True,4,75.0,0.0,6.730769230769224,10.0,20.0,20.0,131.73076923076923
2330,2026-04-15,2065.0,2100.0,2060.0,2080.0,46824833,1884.25,1841.1666666666667,1381.725,39712931.9,1.1790827511277253,0.0,,1,2055.0,2015.0,2055.0,2010.0,2055.0,2055.0,1655.0,1760.0,39141754.7,1.1962885506510008,0.01937046004842615,15.0,0.007263922518159807,0.5,20.0,5.0,1.3333333333333333,0.3333333333333333,0.017453373244301185,1675.0,18,0.0,0.0,True,False,False,1.0,False,33.0,0.014598540145985401,True,3,75.0,0.0,10.0,10.0,20.0,15.0,130.0
3135,2026-03-20,157.0,157.0,157.0,157.0,3465967,120.225,106.315,55.27708333333333,4984709.5,0.6953197573499519,0.0,,1,143.0,134.0,143.0,130.5,143.0,143.0,61.3,106.0,5041126.2,0.6875382330242,0.0,0.0,0.0,,0.0,0.0,,,0.0538584810586662,65.8,20,0.0,0.0,False,False,False,0.0,False,30.0,0.02097902097902098,True,4,75.0,0.0,10.0,0.0,20.0,20.0,125.0
2890,2026-02-11,30.65,31.25,30.55,31.1,45359990,29.29,28.449166666666667,25.148958333333333,23072646.2,1.9659639213815017,0.0,,1,30.35,30.5,30.8,30.25,30.8,30.8,26.2,28.15,21654695.6,2.0946953417345657,0.022838499184339292,0.45000000000000284,0.014681892332789654,0.7857142857142875,0.14999999999999858,0.09999999999999787,0.3333333333333281,0.22222222222221608,0.009641262236417925,26.55,20,0.0,0.0,True,False,False,2.0,False,31.0,0.045454545454545525,True,4,75.0,0.0,10.0,0.0,20.0,20.0,125.0
3211,2025-08-11,259.0,272.0,251.5,267.5,8440239,232.725,217.43333333333334,,9478460.2,0.8904652044643285,0.0,,1,261.0,254.0,262.0,249.5,262.0,262.0,175.0,213.5,9320890.4,0.9055185328646285,0.07915057915057915,8.5,0.032818532818532815,0.7804878048780488,4.5,7.5,0.5294117647058824,0.8823529411764706,0.02093359940525108,205.0,20,0.0,0.0,True,False,False,2.0,False,34.0,0.04770992366412214,True,4,75.0,0.0,10.0,0.0,20.0,20.0,125.0
1599,2025-07-18,32.9,33.2,32.55,33.0,91192,30.4125,29.420833333333334,,49067.25,1.8585105136318012,0.0,,1,32.9,32.0,32.9,31.9,32.95,32.95,27.5,28.5,44926.35,2.029811012913357,0.01975683890577525,0.10000000000000142,0.0030395136778115935,0.6923076923076906,0.20000000000000284,0.3500000000000014,2.0,3.4999999999999645,0.012155614804621573,28.1,20,0.0,0.0,True,False,True,1.0,False,30.0,0.040971168437025834,True,2,75.0,0.0,10.0,10.0,20.0,10.0,125.0
6290,2025-08-14,109.5,116.0,108.5,113.5,29354900,105.24000000000001,101.00833333333334,,13009503.7,2.2564196664935037,0.0,,1,108.0,106.5,110.0,105.0,113.0,110.5,92.0,96.2,11850259.0,2.4771526090695573,0.0684931506849315,4.0,0.0365296803652968,0.6666666666666666,2.5,1.0,0.625,0.25,0.007715202607206484,101.5,19,0.0,0.0,True,False,False,1.0,False,31.0,0.02654867256637168,True,4,75.0,0.0,10.0,0.0,20.0,20.0,125.0
6584,2025-10-21,270.0,287.5,262.0,278.5,3547614,248.05,233.91666666666666,,1437134.45,2.4685331285461847,0.0,,1,268.5,255.0,273.5,250.5,276.0,273.5,189.0,216.0,1299256.3,2.7304958998467046,0.09444444444444444,8.5,0.03148148148148148,0.6470588235294118,9.0,8.0,1.0588235294117647,0.9411764705882353,0.024303021456721474,196.0,20,0.0,0.0,True,False,False,0.0,False,34.0,0.0,True,2,75.0,0.0,10.0,10.0,20.0,10.0,125.0
2885,2026-04-15,50.2,50.9,49.7,50.4,29370682,46.152499999999996,44.388333333333335,36.603541666666665,25698063.45,1.1429142144171958,0.0,,1,49.55,48.5,50.1,48.2,50.1,50.1,39.75,42.9,25416586.35,1.1555714679992815,0.023904382470119435,0.19999999999999574,0.003984063745019835,0.5833333333333318,0.5,0.5,2.5000000000000533,2.5000000000000533,0.016856613786915497,40.2,20,0.0,0.0,True,False,True,1.0,False,38.0,0.007984031936127716,True,2,75.0,0.0,10.0,10.0,20.0,10.0,125.0
2890,2025-12-17,28.2,29.3,28.2,28.9,66087932,27.392500000000002,26.421666666666667,,27944721.95,2.364952212380127,0.0,,1,28.05,27.5,28.15,27.5,28.15,28.15,24.35,26.2,25955982.65,2.5461541137222174,0.03900709219858161,0.6999999999999993,0.02482269503546097,0.6363636363636349,0.40000000000000213,0.0,0.5714285714285751,0.0,0.009841704621460723,24.8,20,0.0,0.0,True,False,False,0.0,False,33.0,0.049733570159857854,True,4,75.0,0.0,10.0,0.0,20.0,20.0,125.0
