ticker,entry_date,entry_open,exit_date,exit_open,exit_reason,hold_days,trade_return,trade_return_net,extras_used
1104,2025-10-21,32.75,2025-10-23,32.5,sunrise_attack_end,1,-0.007634,-0.013484,extras.intensity_floor
1203,2026-04-16,43.3,2026-04-21,44.0,sunrise_attack_end,2,0.016166,0.010316,extras.intensity_floor
1203,2026-04-17,43.7,2026-04-21,44.0,sunrise_attack_end,1,0.006865,0.001015,extras.intensity_floor
1215,2026-01-13,150.0,2026-01-15,148.0,sunrise_attack_end,1,-0.013333,-0.019183,extras.intensity_floor
1216,2025-07-08,83.4,2025-07-10,83.1,sunrise_attack_end,1,-0.003597,-0.009447,extras.intensity_floor
1216,2025-07-22,87.1,2025-07-24,86.3,reversal_k.bearish_engulfing,1,-0.009185,-0.015035,extras.intensity_floor
1236,2025-09-23,23.95,2025-09-30,24.4,sunrise_attack_end,3,0.018789,0.012939,extras.intensity_floor
1236,2025-09-25,24.3,2025-09-30,24.4,sunrise_attack_end,1,0.004115,-0.001735,extras.intensity_floor
1236,2025-10-02,25.5,2025-10-08,26.65,sunrise_attack_end,2,0.045098,0.039248,extras.intensity_floor
1236,2025-10-03,27.45,2025-10-08,26.65,sunrise_attack_end,1,-0.029144,-0.034994,extras.intensity_floor
1295,2025-06-06,97.0,2025-06-12,99.5,sunrise_attack_end,3,0.025773,0.019923,extras.intensity_floor
1303,2025-07-30,38.7,2025-08-04,39.0,sunrise_attack_end,2,0.007752,0.001902,extras.intensity_floor
1304,2026-03-20,15.45,2026-03-25,15.4,reversal_k.bearish_engulfing,2,-0.003236,-0.009086,extras.intensity_floor
1309,2026-03-09,13.8,2026-03-11,13.6,sunrise_attack_end,1,-0.014493,-0.020343,extras.intensity_floor
1323,2026-04-07,24.05,2026-04-09,22.5,high_long_black,1,-0.064449,-0.070299,extras.intensity_floor
1326,2025-08-22,31.6,2025-08-26,31.1,sunrise_attack_end,1,-0.015823,-0.021673,extras.intensity_floor
1402,2025-05-05,35.7,2025-05-07,35.55,sunrise_attack_end,1,-0.004202,-0.010052,extras.intensity_floor
1423,2026-03-11,40.55,2026-03-13,40.3,sunrise_attack_end,1,-0.006165,-0.012015,extras.intensity_floor
1423,2026-04-22,42.85,2026-04-24,41.95,sunrise_attack_end,1,-0.021004,-0.026854,extras.intensity_floor
1503,2026-01-22,239.0,2026-01-26,229.0,high_long_black,1,-0.041841,-0.047691,extras.intensity_floor
1512,2025-05-08,8.4,2025-05-13,8.5,sunrise_attack_end,2,0.011905,0.006055,extras.intensity_floor
1516,2025-12-29,24.05,2025-12-31,24.1,sunrise_attack_end,1,0.002079,-0.003771,extras.intensity_floor
1519,2025-08-08,688.0,2025-08-12,679.0,reversal_k.bearish_engulfing,1,-0.013081,-0.018931,extras.intensity_floor
1519,2026-01-20,982.0,2026-01-26,1030.0,high_long_black,3,0.04888,0.04303,extras.intensity_floor
1519,2026-01-21,1045.0,2026-01-26,1030.0,high_long_black,2,-0.014354,-0.020204,extras.intensity_floor
1560,2026-05-12,639.0,2026-05-14,640.0,sunrise_attack_end,1,0.001565,-0.004285,extras.intensity_floor
1570,2025-10-02,34.8,2025-10-08,33.6,sunrise_attack_end,2,-0.034483,-0.040333,extras.intensity_floor
1570,2026-04-21,40.6,2026-04-24,40.1,reversal_k.bearish_engulfing,2,-0.012315,-0.018165,extras.intensity_floor
1595,2026-05-04,75.5,2026-05-06,93.1,sunrise_attack_end,1,0.233113,0.227263,extras.intensity_floor
1599,2025-07-15,32.45,2025-07-18,32.9,sunrise_attack_end,2,0.013867,0.008017,extras.intensity_floor
1603,2026-01-23,43.9,2026-01-27,42.95,gap_attack_filled,1,-0.02164,-0.02749,extras.intensity_floor
1605,2025-11-13,34.1,2025-11-17,33.0,breakout_price_break,1,-0.032258,-0.038108,extras.intensity_floor
1612,2025-06-17,38.55,2025-06-20,38.8,gap_attack_filled,2,0.006485,0.000635,extras.intensity_floor
1616,2025-06-11,33.0,2025-06-20,43.55,sunrise_attack_end,6,0.319697,0.313847,extras.intensity_floor
1623,2025-12-22,242.75,2025-12-31,269.16,reversal_k.bearish_engulfing,5,0.108795,0.102945,extras.intensity_floor
1623,2025-12-23,246.5,2025-12-31,269.16,reversal_k.bearish_engulfing,4,0.091927,0.086077,extras.intensity_floor
1623,2025-12-24,254.49,2025-12-31,269.16,reversal_k.bearish_engulfing,3,0.057645,0.051795,extras.intensity_floor
1708,2026-03-19,46.45,2026-03-23,45.5,reversal_k.bearish_engulfing,1,-0.020452,-0.026302,extras.intensity_floor
1711,2026-01-14,25.0,2026-01-16,23.6,high_long_black,1,-0.056,-0.06185,extras.intensity_floor
1714,2026-01-08,9.28,2026-01-12,9.0,gap_fill,1,-0.030172,-0.036022,extras.intensity_floor
1727,2025-07-28,33.4,2025-07-30,32.4,high_long_black,1,-0.02994,-0.03579,extras.intensity_floor
1727,2025-08-19,40.3,2025-08-21,38.35,high_long_black,1,-0.048387,-0.054237,extras.intensity_floor
1727,2026-01-07,49.5,2026-01-09,46.35,high_long_black,1,-0.063636,-0.069486,extras.intensity_floor
1727,2026-03-12,55.0,2026-03-17,55.1,high_long_black,2,0.001818,-0.004032,extras.intensity_floor
1727,2026-04-27,74.5,2026-05-06,79.6,reversal_k.bearish_engulfing,5,0.068456,0.062606,extras.intensity_floor
1734,2025-05-19,33.1,2025-05-23,33.55,sunrise_attack_end,3,0.013595,0.007745,extras.intensity_floor
1785,2026-04-29,170.0,2026-05-04,166.0,sunrise_attack_end,1,-0.023529,-0.029379,extras.intensity_floor
1789,2026-01-16,26.75,2026-01-22,28.4,reversal_k.bearish_engulfing,3,0.061682,0.055832,extras.intensity_floor
1789,2026-01-20,28.7,2026-01-22,28.4,reversal_k.bearish_engulfing,1,-0.010453,-0.016303,extras.intensity_floor
1795,2026-01-29,357.5,2026-02-03,357.5,sunrise_attack_end,2,0.0,-0.00585,extras.intensity_floor
1796,2025-09-01,64.9,2025-09-04,66.3,sunrise_attack_end,2,0.021572,0.015722,extras.intensity_floor
1904,2026-03-26,20.5,2026-03-30,20.15,gap_attack_filled,1,-0.017073,-0.022923,extras.intensity_floor
2006,2026-03-04,79.5,2026-03-09,78.0,sunrise_attack_end,2,-0.018868,-0.024718,extras.intensity_floor
2006,2026-03-05,80.0,2026-03-09,78.0,sunrise_attack_end,1,-0.025,-0.03085,extras.intensity_floor
2006,2026-03-11,82.6,2026-03-13,80.0,sunrise_attack_end,1,-0.031477,-0.037327,extras.intensity_floor
2010,2025-08-18,22.3,2025-08-20,21.8,sunrise_attack_end,1,-0.022422,-0.028272,extras.intensity_floor
2010,2026-02-04,22.55,2026-02-06,22.2,reversal_k.bearish_engulfing,1,-0.015521,-0.021371,extras.intensity_floor
2010,2026-03-12,24.45,2026-03-17,24.1,sunrise_attack_end,2,-0.014315,-0.020165,extras.intensity_floor
2017,2026-03-20,10.7,2026-03-25,10.3,sunrise_attack_end,2,-0.037383,-0.043233,extras.intensity_floor
2022,2026-03-20,9.49,2026-03-24,9.26,sunrise_attack_end,1,-0.024236,-0.030086,extras.intensity_floor
2049,2026-04-21,302.5,2026-04-24,305.0,reversal_k.bearish_engulfing,2,0.008264,0.002414,extras.intensity_floor
2049,2026-04-22,315.5,2026-04-24,305.0,reversal_k.bearish_engulfing,1,-0.033281,-0.039131,extras.intensity_floor
2059,2025-06-05,2170.0,2025-06-09,2145.0,sunrise_attack_end,1,-0.011521,-0.017371,extras.intensity_floor
2059,2025-07-18,2425.0,2025-07-24,2515.0,sunrise_attack_end,3,0.037113,0.031263,extras.intensity_floor
2059,2025-10-31,4115.0,2025-11-06,4210.0,reversal_k.gap_reversal,3,0.023086,0.017236,extras.intensity_floor
2059,2025-11-03,4250.0,2025-11-06,4210.0,reversal_k.gap_reversal,2,-0.009412,-0.015262,extras.intensity_floor
2070,2026-05-04,63.0,2026-05-06,64.2,sunrise_attack_end,1,0.019048,0.013198,extras.intensity_floor
2070,2026-05-07,72.6,2026-05-12,68.0,reversal_k.gap_reversal,2,-0.063361,-0.069211,extras.intensity_floor
2072,2025-06-03,289.5,2025-06-10,339.91,sunrise_attack_end,4,0.174128,0.168278,extras.intensity_floor
2072,2025-06-04,303.92,2025-06-10,339.91,sunrise_attack_end,3,0.118419,0.112569,extras.intensity_floor
2072,2025-06-06,340.97,2025-06-10,339.91,sunrise_attack_end,1,-0.003109,-0.008959,extras.intensity_floor
2207,2025-05-06,652.0,2025-05-08,642.0,sunrise_attack_end,1,-0.015337,-0.021187,extras.intensity_floor
2228,2025-08-11,111.0,2025-08-13,112.5,sunrise_attack_end,1,0.013514,0.007664,extras.intensity_floor
2231,2025-09-10,149.5,2025-09-12,148.5,gap_attack_filled,1,-0.006689,-0.012539,extras.intensity_floor
2241,2025-10-20,37.95,2025-10-22,36.75,breakout_price_break,1,-0.031621,-0.037471,extras.intensity_floor
2241,2025-12-04,40.65,2025-12-08,39.1,sunrise_attack_end,1,-0.03813,-0.04398,extras.intensity_floor
2301,2025-07-10,117.5,2025-07-15,115.0,sunrise_attack_end,2,-0.021277,-0.027127,extras.intensity_floor
2301,2025-09-22,185.0,2025-09-25,175.0,high_long_black,2,-0.054054,-0.059904,extras.intensity_floor
2303,2026-05-05,88.5,2026-05-11,94.7,high_long_black,3,0.070056,0.064206,extras.intensity_floor
2308,2025-07-03,451.5,2025-07-08,450.0,sunrise_attack_end,2,-0.003322,-0.009172,extras.intensity_floor
2308,2025-08-11,642.0,2025-08-15,670.0,sunrise_attack_end,3,0.043614,0.037764,extras.intensity_floor
2308,2025-08-13,667.0,2025-08-15,670.0,sunrise_attack_end,1,0.004498,-0.001352,extras.intensity_floor
2308,2026-02-25,1450.0,2026-03-02,1355.0,sunrise_attack_end,1,-0.065517,-0.071367,extras.intensity_floor
2313,2025-12-17,96.0,2025-12-19,93.0,high_long_black,1,-0.03125,-0.0371,extras.intensity_floor
2316,2025-07-31,78.5,2025-08-05,78.5,sunrise_attack_end,2,0.0,-0.00585,extras.intensity_floor
2316,2025-08-18,105.0,2025-08-22,109.0,high_long_black,3,0.038095,0.032245,extras.intensity_floor
2317,2025-08-07,197.0,2025-08-11,194.0,gap_attack_filled,1,-0.015228,-0.021078,extras.intensity_floor
2317,2025-08-15,207.5,2025-08-21,201.0,reversal_k.gap_reversal,3,-0.031325,-0.037175,extras.intensity_floor
2317,2025-09-25,230.0,2025-09-30,224.0,reversal_k.bearish_engulfing,1,-0.026087,-0.031937,extras.intensity_floor
2317,2025-10-20,241.5,2025-10-22,238.0,gap_attack_filled,1,-0.014493,-0.020343,extras.intensity_floor
2317,2025-10-29,262.5,2025-11-03,255.0,sunrise_attack_end,2,-0.028571,-0.034421,extras.intensity_floor
2323,2025-12-11,11.1,2025-12-16,11.1,sunrise_attack_end,2,0.0,-0.00585,extras.intensity_floor
2330,2025-09-10,1255.0,2025-09-15,1260.0,sunrise_attack_end,2,0.003984,-0.001866,extras.intensity_floor
2330,2025-09-23,1350.0,2025-09-26,1310.0,sunrise_attack_end,2,-0.02963,-0.03548,extras.intensity_floor
2330,2025-10-02,1365.0,2025-10-09,1440.0,sunrise_attack_end,3,0.054945,0.049095,extras.intensity_floor
2330,2025-10-03,1420.0,2025-10-09,1440.0,sunrise_attack_end,2,0.014085,0.008235,extras.intensity_floor
2330,2025-10-16,1455.0,2025-10-20,1460.0,sunrise_attack_end,1,0.003436,-0.002414,extras.intensity_floor
