ticker,signal_date,entry_date,exit_date,entry_price,exit_price,stop_loss,hold_days,return_pct,exit_reason,scanner
2885,2026-05-19,2026-05-20,2026-06-05,55.2653,65.1041,53.6125,13,17.803,max_hold,swing_breakout
