ticker,signal_date,entry_date,entry_price,exit_date,exit_price,exit_cond,hold_days,ret_pct,is_win,branches_fired
5876,2025-08-22,2025-08-25,42.6,2025-08-25,42.3,cond3_attack_fail,0,-0.7042,False,B1_next_day_gap_fills_up
5876,2026-03-03,2026-03-04,39.1,2026-03-05,38.5,cond3_attack_fail,1,-1.5345,False,B1_next_day_gap_fills_up
5880,2024-04-25,2024-04-26,25.8,2024-05-03,26.4,cond3_attack_fail,4,2.3256,True,B1_next_day_gap_fills_up
5880,2024-05-23,2024-05-24,26.35,2024-05-28,26.15,cond1_break_low,1,-0.759,False,"B1_next_day_gap_fills_up,B2_next_day_gap_filled"
5880,2024-05-29,2024-05-30,25.85,2024-06-03,25.65,cond1_break_low,1,-0.7737,False,B2_next_day_gap_filled
5880,2024-05-30,2024-05-31,25.65,2024-06-06,25.5,cond1_break_low,3,-0.5848,False,B2_next_day_gap_filled
5880,2024-05-31,2024-06-03,25.65,2024-06-05,25.55,cond1_break_low,1,-0.3899,False,B2_next_day_gap_filled
5880,2024-08-05,2024-08-06,25.75,2024-08-13,26.45,cond3_attack_fail,5,2.7184,True,B1_next_day_gap_fills_up
5880,2024-08-14,2024-08-15,26.1,2024-08-15,25.55,cond3_attack_fail,0,-2.1073,False,B1_next_day_gap_fills_up
5880,2024-09-04,2024-09-05,25.3,2024-10-09,25.45,cond3_attack_fail,21,0.5929,True,B1_next_day_gap_fills_up
5880,2024-11-12,2024-11-13,25.05,2024-11-15,25.1,cond3_attack_fail,2,0.1996,True,B1_next_day_gap_fills_up
5880,2024-12-19,2024-12-20,24.55,2024-12-26,24.75,cond3_attack_fail,4,0.8147,True,B1_next_day_gap_fills_up
5880,2025-01-10,2025-01-13,24.15,2025-01-17,24.35,cond3_attack_fail,4,0.8282,True,B1_next_day_gap_fills_up
5880,2025-03-31,2025-04-01,24.1,2025-04-08,22.5,cond1_break_low,2,-6.639,False,B1_next_day_gap_fills_up
5880,2025-04-07,2025-04-08,22.5,2025-04-10,24.4,cond1_break_low,1,8.4444,True,B1_next_day_gap_fills_up
5880,2025-05-13,2025-05-14,25.0,2025-05-28,24.55,cond1_break_low,9,-1.8,False,B2_next_day_gap_filled
5880,2025-08-13,2025-08-14,24.55,2025-08-15,24.6,cond3_attack_fail,1,0.2037,True,"B1_next_day_gap_fills_up,B2_next_day_gap_filled"
5880,2026-03-04,2026-03-05,23.7,2026-03-05,23.4,cond3_attack_fail,0,-1.2658,False,B1_next_day_gap_fills_up
5880,2026-03-09,2026-03-10,23.2,2026-03-16,23.15,cond1_break_low,3,-0.2155,False,B1_next_day_gap_fills_up
5880,2026-03-23,2026-03-24,22.8,2026-04-02,23.65,cond3_attack_fail,7,3.7281,True,B1_next_day_gap_fills_up
6005,2024-01-16,2024-01-17,15.8,2024-01-30,16.1,cond3_attack_fail,9,1.8987,True,"B1_next_day_gap_fills_up,B2_next_day_gap_filled"
6005,2024-05-08,2024-05-09,24.5,2024-05-09,23.75,cond3_attack_fail,0,-3.0612,False,"B1_next_day_gap_fills_up,B2_next_day_gap_filled"
6005,2024-05-30,2024-05-31,24.0,2024-05-31,23.55,cond3_attack_fail,0,-1.875,False,"B1_next_day_gap_fills_up,B2_next_day_gap_filled"
6005,2024-07-16,2024-07-17,23.65,2024-07-22,23.6,cond2_black_engulf,2,-0.2114,False,B1_next_day_gap_fills_up
6005,2024-07-26,2024-07-29,23.1,2024-08-05,22.05,cond1_break_low,4,-4.5455,False,B1_next_day_gap_fills_up
6005,2024-08-02,2024-08-05,22.05,2024-08-06,20.35,cond3_attack_fail,1,-7.7098,False,B1_next_day_gap_fills_up
6005,2024-08-05,2024-08-06,20.65,2024-08-06,20.35,cond3_attack_fail,0,-1.4528,False,B1_next_day_gap_fills_up
6005,2024-09-04,2024-09-05,21.25,2024-09-10,20.95,cond3_attack_fail,3,-1.4118,False,B1_next_day_gap_fills_up
