ticker,signal_date,entry_date,exit_date,entry_price,exit_price,stop_loss,hold_days,return_pct,exit_reason,scanner
6443,2026-05-19,2026-05-20,2026-06-05,41.123,39.7803,38.6,13,-3.265,max_hold,suffocation
3535,2026-05-19,2026-05-20,2026-06-05,132.8975,130.1085,120.5,13,-2.099,max_hold,suffocation
8069,2026-05-19,2026-05-20,2026-06-05,223.1675,213.358,213.0,13,-4.396,max_hold,suffocation
6176,2026-05-19,2026-05-20,2026-06-05,103.309,100.697,100.0,13,-2.528,max_hold,suffocation
3167,2026-05-19,2026-05-20,2026-06-05,795.379,947.15,756.0,13,19.082,max_hold,suffocation
2455,2026-05-20,2026-05-21,2026-06-05,411.23,397.803,372.5,12,-3.265,max_hold,suffocation
2312,2026-05-20,2026-05-21,2026-06-05,28.8864,39.1821,27.55,12,35.642,max_hold,suffocation
6182,2026-05-20,2026-05-21,2026-06-05,62.9884,85.2435,55.5,12,35.332,max_hold,suffocation
2354,2026-05-20,2026-05-21,2026-06-05,57.9734,60.4182,56.7,12,4.217,max_hold,suffocation
8358,2026-05-20,2026-05-21,2026-06-05,486.455,594.212,448.0,12,22.151,max_hold,suffocation
6116,2026-05-21,2026-05-22,2026-06-05,11.1333,18.3946,10.0,11,65.222,max_hold,suffocation
4906,2026-05-21,2026-05-22,2026-06-05,39.6185,47.8062,38.0,11,20.666,max_hold,suffocation
8105,2026-05-21,2026-05-22,2026-06-05,16.5495,20.3388,15.75,11,22.897,max_hold,suffocation
2328,2026-05-21,2026-05-22,2026-06-05,52.6575,55.832,51.1,11,6.029,max_hold,suffocation
2342,2026-05-21,2026-05-22,2026-06-05,41.4239,41.2758,39.95,11,-0.358,max_hold,suffocation
3048,2026-05-22,2026-05-25,2026-05-28,79.3373,70.2885,71.2,3,-11.405,stop_loss,suffocation
8131,2026-05-22,2026-05-25,2026-06-05,66.0977,68.6933,62.5,10,3.927,max_hold,suffocation
8074,2026-05-22,2026-05-25,2026-06-01,81.6442,75.2735,75.0,5,-7.803,stop_loss,suffocation
7777,2026-05-22,2026-05-25,2026-06-05,35.6065,39.6308,32.65,10,11.302,max_hold,suffocation
6118,2026-05-22,2026-05-25,2026-05-29,19.4582,17.5472,17.5,4,-9.821,stop_loss,suffocation
3624,2026-05-25,2026-05-26,2026-06-05,94.282,107.676,92.0,9,14.206,max_hold,suffocation
8114,2026-05-25,2026-05-26,2026-06-05,266.798,236.7875,245.0,8,-11.248,stop_loss,suffocation
3588,2026-05-25,2026-05-26,2026-05-29,65.4959,62.7113,63.5,3,-4.252,stop_loss,suffocation
5464,2026-05-25,2026-05-26,2026-05-28,73.219,69.79,71.5,2,-4.683,stop_loss,suffocation
7828,2026-05-25,2026-05-26,2026-06-05,1323.96,1560.305,1195.0,9,17.851,max_hold,suffocation
3042,2026-05-26,2026-05-27,2026-06-05,220.66,211.364,182.0,8,-4.213,max_hold,suffocation
3090,2026-05-26,2026-05-27,2026-05-29,232.696,220.8355,213.0,2,-5.097,stop_loss,suffocation
6658,2026-05-26,2026-05-27,2026-06-02,245.735,207.8745,214.0,4,-15.407,stop_loss,suffocation
6449,2026-05-26,2026-05-27,2026-06-05,383.6475,369.887,290.5,8,-3.587,max_hold,suffocation
9950,2026-05-26,2026-05-27,2026-06-05,11.2838,10.967,10.55,8,-2.807,max_hold,suffocation
8440,2026-05-27,2026-05-28,2026-06-05,25.075,23.0806,22.45,7,-7.954,max_hold,suffocation
2762,2026-05-27,2026-05-28,2026-06-05,82.1457,85.4429,80.5,7,4.014,max_hold,suffocation
6246,2026-05-27,2026-05-28,2026-06-01,15.7972,14.9052,15.45,2,-5.647,stop_loss,suffocation
2035,2026-05-27,2026-05-28,2026-06-05,28.3347,27.8662,27.45,7,-1.654,max_hold,suffocation
4198,2026-05-27,2026-05-28,2026-05-29,37.2113,37.3875,39.6,1,0.474,stop_loss,suffocation
4916,2026-05-28,2026-05-29,2026-06-05,108.324,119.64,99.8,6,10.446,max_hold,suffocation
2492,2026-05-28,2026-05-29,2026-06-05,411.23,414.752,355.0,6,0.856,max_hold,suffocation
6217,2026-05-28,2026-05-29,2026-06-05,286.858,268.6915,271.0,5,-6.333,stop_loss,suffocation
7709,2026-05-28,2026-05-29,2026-06-05,110.8315,111.1655,94.5,6,0.301,max_hold,suffocation
8354,2026-05-28,2026-05-29,2026-06-03,17.2014,16.7496,16.75,3,-2.627,stop_loss,suffocation
5474,2026-05-29,2026-06-01,2026-06-05,191.0715,174.9735,173.0,5,-8.425,max_hold,suffocation
8021,2026-05-29,2026-06-01,2026-06-05,467.398,456.626,438.0,5,-2.305,max_hold,suffocation
6742,2026-05-29,2026-06-01,2026-06-05,59.177,57.826,56.6,5,-2.283,max_hold,suffocation
1725,2026-05-29,2026-06-01,2026-06-05,32.5474,33.4493,31.0,5,2.771,max_hold,suffocation
4127,2026-05-29,2026-06-01,2026-06-05,71.9151,68.6933,65.8,5,-4.48,max_hold,suffocation
3362,2026-06-01,2026-06-02,2026-06-05,127.381,147.556,112.5,4,15.838,max_hold,suffocation
3236,2026-06-01,2026-06-02,2026-06-03,57.6725,55.4332,56.0,1,-3.883,stop_loss,suffocation
8027,2026-06-01,2026-06-02,2026-06-05,297.891,292.121,266.5,4,-1.937,max_hold,suffocation
9136,2026-06-01,2026-06-02,2026-06-05,12.8885,16.1016,10.85,4,24.929,max_hold,suffocation
3504,2026-06-01,2026-06-02,2026-06-05,79.0364,80.6573,78.2,4,2.051,max_hold,suffocation
6271,2026-06-02,2026-06-03,2026-06-05,253.759,235.7905,240.0,3,-7.081,stop_loss_eod,suffocation
3694,2026-06-02,2026-06-03,2026-06-05,70.5109,66.799,66.9,3,-5.264,max_hold,suffocation
6834,2026-06-02,2026-06-03,2026-06-05,73.5199,69.79,71.0,3,-5.073,stop_loss_eod,suffocation
4741,2026-06-02,2026-06-03,2026-06-05,59.0767,62.7113,55.7,3,6.152,max_hold,suffocation
4530,2026-06-02,2026-06-03,2026-06-05,29.087,25.2241,25.0,2,-13.281,max_hold,suffocation
2025,2026-06-03,2026-06-04,2026-06-05,12.2867,13.3598,12.0,2,8.733,max_hold,suffocation
2247,2026-06-03,2026-06-04,2026-06-05,225.1735,230.8055,218.0,2,2.501,max_hold,suffocation
8107,2026-06-03,2026-06-04,2026-06-05,12.7381,12.5124,12.2,2,-1.772,max_hold,suffocation
2248,2026-06-03,2026-06-04,2026-06-05,57.0707,57.3275,55.9,2,0.45,max_hold,suffocation
8499,2026-06-03,2026-06-04,2026-06-05,296.888,291.6225,292.5,2,-1.774,max_hold,suffocation
2478,2026-06-04,2026-06-05,2026-06-05,134.9035,149.55,130.0,1,10.857,max_hold,suffocation
3205,2026-06-04,2026-06-05,2026-06-05,57.3716,56.9287,51.6,1,-0.772,max_hold,suffocation
6538,2026-06-04,2026-06-05,2026-06-05,134.9035,122.631,125.5,1,-9.097,stop_loss_eod,suffocation
3491,2026-06-04,2026-06-05,2026-06-05,1945.82,1929.195,1900.0,1,-0.854,max_hold,suffocation
3285,2026-06-04,2026-06-05,2026-06-05,33.3497,31.6049,30.8,1,-5.232,max_hold,suffocation
