ticker,trade_date,market_regime,open,high,low,close,volume,avg_volume_20,volume_ratio,close_pos,prior_high_60,breakout_next_not_low_open,breakout_next_low_open,ret_10d_net,ret_20d_net,breakout_strength_pct,pre_rank_score,intraday_rows,intraday_strong_attack,below_open_after_1130,intraday_attack_failure,intraday_close_pos,intraday_return_pct,scanner_score,rank_in_date
6861,2026-04-21,bull,182.0,195.0,176.5,195.0,7104348,1761342.05,4.033485716190106,1.0,179.5,True,False,,,8.635097493036215,85.0,232.0,False,False,True,1.0,7.143,79.0,15
2351,2026-04-21,bull,143.0,152.0,138.5,151.0,15576568,7524648.25,2.0700725778111955,0.9259259259259259,141.5,False,True,,,6.7137809187279185,75.0,,,,,,,75.0,16
3388,2026-04-21,bull,116.0,119.5,115.0,119.5,7493325,969657.65,7.727804756658188,1.0,109.0,False,True,,,9.633027522935777,75.0,,,,,,,75.0,17
5284,2026-04-21,bull,361.5,384.5,342.0,380.0,6552473,1902120.65,3.444825121897499,0.8941176470588236,350.0,False,True,,,8.571428571428562,75.0,,,,,,,75.0,18
3504,2026-04-21,bull,70.4,74.8,67.3,74.2,7648202,926380.65,8.256003620110157,0.9200000000000007,73.3,False,True,,,1.2278308321964637,69.0,,,,,,,69.0,19
2834,2026-04-20,bull,16.35,16.95,16.35,16.9,79165282,26970845.0,2.935216972252816,0.9166666666666652,16.4,True,False,,,3.0487804878048808,85.0,266.0,True,False,False,0.917,3.364,99.0,1
8358,2026-04-20,bull,373.0,404.0,362.5,404.0,50938117,28337377.95,1.7975592904141648,1.0,367.5,True,False,,,9.93197278911564,85.0,263.0,True,False,False,1.0,8.311,99.0,2
3189,2026-04-20,bull,397.0,430.5,396.0,430.5,33909184,20226662.9,1.6764596398153253,1.0,408.0,True,False,,,5.514705882352944,85.0,255.0,True,False,False,1.0,8.438,99.0,3
8074,2026-04-20,bull,72.0,78.3,70.7,78.3,24707820,4304531.9,5.739955138908368,1.0,76.8,True,False,,,1.953125,85.0,265.0,True,False,False,1.0,8.75,99.0,4
3374,2026-04-20,bull,185.5,202.5,184.0,202.5,20619836,4187806.95,4.923779019947421,1.0,196.5,True,False,,,3.053435114503822,85.0,266.0,True,False,False,1.0,9.164,99.0,5
2464,2026-04-20,bull,81.5,86.9,81.3,86.9,19558958,4056758.5,4.82132668237461,1.0,85.0,True,False,,,2.2352941176470686,85.0,253.0,True,False,False,1.0,6.626,99.0,6
2340,2026-04-20,bull,32.8,35.5,32.8,35.5,16774797,6404891.7,2.6190602098705273,1.0,34.25,True,False,,,3.649635036496357,85.0,242.0,True,False,False,1.0,8.232,99.0,7
8289,2026-04-20,bull,51.0,54.6,50.9,54.6,11382241,4513763.65,2.5216741244305068,1.0,51.9,True,False,,,5.202312138728327,85.0,202.0,True,False,False,1.0,7.059,99.0,8
4720,2026-04-20,bull,21.95,24.3,21.95,24.3,9322363,5190327.2,1.7961031435551884,1.0,22.5,True,False,,,8.000000000000007,85.0,256.0,True,False,False,1.0,10.706,99.0,9
4707,2026-04-20,bull,15.1,15.95,14.7,15.85,9248833,3340281.55,2.7688782701565984,0.9200000000000003,15.05,True,False,,,5.31561461794019,85.0,240.0,True,False,False,0.92,4.967,99.0,10
8182,2026-04-20,bull,39.55,42.95,39.4,42.95,7985774,1163715.2,6.862309609773938,1.0,39.05,True,False,,,9.987195902688883,85.0,228.0,True,False,False,1.0,8.597,99.0,11
3363,2026-04-20,bull,909.0,988.0,906.0,988.0,6752315,3954509.65,1.7074974137438255,1.0,912.0,True,False,,,8.333333333333325,85.0,176.0,True,False,False,1.0,8.691,99.0,12
8383,2026-04-20,bull,65.0,68.6,65.0,68.6,5179116,2207628.4,2.3460089569422102,1.0,62.4,True,False,,,9.935897435897424,85.0,172.0,True,False,False,1.0,5.538,99.0,13
3680,2026-04-20,bull,436.5,473.0,430.0,473.0,4354425,2098871.15,2.0746509379577684,1.0,462.0,True,False,,,2.3809523809523725,85.0,,,,,,,85.0,14
6261,2026-04-20,bull,79.1,86.1,79.1,86.1,4313170,1415890.15,3.0462603331197693,1.0,84.7,True,False,,,1.6528925619834656,85.0,,,,,,,85.0,15
6643,2026-04-20,bull,517.0,556.0,513.0,556.0,3293913,1334421.2,2.468420765497431,1.0,525.0,True,False,,,5.9047619047619015,85.0,,,,,,,85.0,16
6568,2026-04-20,bull,227.0,247.5,226.0,247.5,2572643,1516247.2,1.6967173954220658,1.0,240.5,True,False,,,2.9106029106028997,85.0,,,,,,,85.0,17
6715,2026-04-20,bull,433.0,468.5,432.0,468.5,2390592,1424000.7,1.6787856916081572,1.0,460.0,True,False,,,1.8478260869565277,85.0,,,,,,,85.0,18
6854,2026-04-20,bull,172.0,184.0,170.0,184.0,2390529,1268311.5,1.8848122089880917,1.0,167.5,True,False,,,9.850746268656717,85.0,,,,,,,85.0,19
6584,2026-04-20,bull,710.0,733.0,694.0,733.0,1749891,937323.25,1.8669023733274512,1.0,710.0,True,False,,,3.2394366197183055,85.0,,,,,,,85.0,20
6456,2026-04-20,bull,78.5,84.8,75.2,83.8,49721028,12629839.65,3.9367901238556104,0.8958333333333333,82.8,True,False,,,1.2077294685990392,79.0,,,,,,,79.0,21
2484,2026-04-20,bull,45.75,46.6,44.9,46.6,27553465,12566136.05,2.1926760056047616,1.0,43.85,True,False,,,6.271379703534774,85.0,238.0,False,False,True,1.0,1.858,79.0,22
6226,2026-04-20,bull,15.5,16.05,15.15,16.0,11656828,3693887.9,3.155707026193188,0.9444444444444436,15.7,True,False,,,1.9108280254777066,85.0,261.0,False,False,True,0.944,3.226,79.0,23
6488,2026-04-20,bull,508.0,555.0,508.0,551.0,8933070,4433669.15,2.0148255762385876,0.9148936170212766,543.0,True,False,,,1.4732965009208066,79.0,,,,,,,79.0,24
5244,2026-04-20,bull,50.0,50.8,49.1,50.8,7795366,2187530.8,3.563545710990675,1.0,46.2,False,True,,,9.956709956709942,75.0,,,,,,,75.0,25
1815,2026-04-17,bull,115.5,127.0,115.5,127.0,128213671,66015805.45,1.942166275576359,1.0,122.5,True,False,-0.15760097276264592,,3.6734693877551017,85.0,266.0,True,False,False,1.0,9.957,99.0,1
1711,2026-04-17,bull,43.0,47.95,43.0,47.95,73476393,33519216.65,2.1920677254252,1.0,45.85,True,False,0.09871273764258551,,4.580152671755733,85.0,262.0,True,False,False,1.0,11.512,99.0,2
6173,2026-04-17,bull,84.3,92.2,81.8,92.2,40774355,5475178.85,7.44712750342393,1.0,83.9,True,False,-0.04328315508021394,,9.892729439809301,85.0,260.0,True,False,False,1.0,9.371,99.0,3
8358,2026-04-17,bull,341.5,367.5,341.5,367.5,40256277,26533032.3,1.517213582859129,1.0,344.0,True,False,0.0732384718498659,,6.83139534883721,85.0,263.0,True,False,False,1.0,7.613,99.0,4
2402,2026-04-17,bull,70.7,77.7,70.7,77.7,39487468,18058586.25,2.186631193236403,1.0,75.9,True,False,-0.0848308917197452,,2.371541501976271,85.0,261.0,True,False,False,1.0,9.901,99.0,5
6278,2026-04-17,bull,145.0,157.0,143.0,157.0,27549290,6097454.2,4.518162678450294,1.0,147.5,True,False,0.10526111111111117,,6.440677966101704,85.0,261.0,True,False,False,1.0,8.276,99.0,6
3045,2026-04-17,bull,110.0,112.5,109.5,112.5,19150988,6826975.8,2.8051934796663556,1.0,110.0,True,False,-0.023627777777777782,,2.2727272727272707,85.0,263.0,True,False,False,1.0,2.273,99.0,7
4540,2026-04-17,bull,52.7,58.1,52.6,57.9,16717104,2677019.5,6.244670238674018,0.9636363636363631,55.0,True,False,0.15939701873935266,,5.272727272727273,85.0,259.0,True,False,False,0.964,9.867,99.0,8
8111,2026-04-17,bull,72.5,79.2,72.4,79.2,16317476,3006461.2,5.427469345022646,1.0,74.3,True,False,-0.17631818727490997,,6.594885598923295,85.0,246.0,True,False,False,1.0,9.241,99.0,9
6415,2026-04-17,bull,310.0,332.5,306.0,332.5,16101903,5902633.65,2.7279184097762865,1.0,320.0,True,False,0.19913614958448758,,3.90625,85.0,266.0,True,False,False,1.0,7.258,99.0,10
8261,2026-04-17,bull,115.0,127.5,114.5,127.5,10714805,2539263.3,4.219651030281105,1.0,118.0,True,False,-0.07949341085271319,,8.05084745762712,85.0,257.0,True,False,False,1.0,10.87,99.0,11
6139,2026-04-17,bull,660.0,729.0,652.0,723.0,9661479,5953293.05,1.6228797942342181,0.922077922077922,673.0,True,False,-0.08409933687002655,,7.42942050520059,85.0,264.0,True,False,False,0.922,9.545,99.0,12
8383,2026-04-17,bull,57.1,62.4,56.5,62.4,8866823,1840893.2,4.816587404418681,1.0,57.5,True,False,0.017226923076922994,,8.521739130434792,85.0,250.0,True,False,False,1.0,9.282,99.0,13
4707,2026-04-17,bull,14.15,15.05,14.15,15.05,8271400,2987353.4,2.7688053244721567,1.0,14.8,True,False,-0.015783774834437138,,1.6891891891891886,85.0,244.0,True,False,False,1.0,6.36,99.0,14
2476,2026-04-17,bull,108.5,116.0,108.0,115.0,10760275,3612656.6,2.9784937212133586,0.875,112.5,True,False,-0.051875104602510415,,2.2222222222222143,85.0,264.0,True,False,False,0.875,5.991,95.0,15
6909,2026-04-17,bull,58.3,64.9,57.4,64.9,7113388,2807363.8,2.5338319173311277,1.0,61.3,True,False,-0.12973059701492537,,5.872756933115841,85.0,,,,,,,85.0,16
