scanner,ticker,entry_date,consensus_score,return_pct,hold_days
A 大波段,1734,2025-05-07,1,-4.947,91
A 大波段,2801,2025-05-07,1,8.661,121
A 大波段,2836,2025-05-07,1,4.478,121
A 大波段,4104,2025-05-07,1,-1.615,4
A 大波段,4105,2025-05-07,2,3.04,121
A 大波段,2812,2025-05-08,1,6.291,121
A 大波段,5880,2025-05-08,1,-3.404,17
A 大波段,2480,2025-05-09,2,0.343,121
A 大波段,3027,2025-05-09,1,-19.493,47
A 大波段,6196,2025-05-09,1,49.559,121
A 大波段,6257,2025-05-09,1,45.687,121
A 大波段,1608,2025-05-09,1,-7.46,16
A 大波段,2838,2025-05-12,1,6.218,121
A 大波段,2884,2025-05-12,1,0.569,121
A 大波段,2412,2025-05-12,2,-2.495,42
A 大波段,2603,2025-05-12,2,-3.61,30
A 大波段,2609,2025-05-12,3,-12.068,42
A 大波段,2337,2025-05-13,1,-6.003,50
A 大波段,2344,2025-05-13,2,209.831,121
A 大波段,2886,2025-05-16,1,-0.598,121
A 大波段,2891,2025-05-16,2,1.46,121
A 大波段,3090,2025-05-20,2,-11.075,34
A 大波段,8016,2025-05-20,2,-6.133,19
A 大波段,2890,2025-05-26,1,12.064,121
A 大波段,4114,2025-05-26,1,-4.511,116
A 大波段,4129,2025-05-26,2,16.216,121
A 大波段,5312,2025-05-26,2,-16.028,25
A 大波段,5469,2025-05-26,1,50.992,121
A 大波段,2832,2025-05-27,2,-3.8,3
A 大波段,1219,2025-05-27,1,-4.069,4
A 大波段,1232,2025-05-27,1,-5.766,11
A 大波段,1234,2025-05-27,1,-2.849,4
A 大波段,6782,2025-05-29,3,-7.755,11
A 大波段,4167,2025-06-13,2,-2.06,1
A 大波段,6919,2025-06-13,1,-85.686,22
A 大波段,2882,2025-06-16,3,-9.135,11
A 大波段,6197,2025-06-17,1,-1.652,1
A 大波段,2208,2025-06-18,3,-10.991,19
A 大波段,2607,2025-06-18,1,-4.132,3
A 大波段,2633,2025-06-18,1,-5.218,20
A 大波段,3702,2025-06-19,4,-2.873,1
A 大波段,6257,2025-06-19,2,-5.519,14
A 大波段,2892,2025-06-19,2,-4.28,114
A 大波段,2834,2025-06-27,1,-2.857,43
A 大波段,2344,2025-06-27,1,-13.727,10
A 大波段,2449,2025-06-27,1,-3.59,12
A 大波段,8271,2025-06-27,1,-5.108,2
A 大波段,5880,2025-06-30,3,-1.602,38
A 大波段,2379,2025-06-30,1,-5.357,25
A 大波段,3592,2025-06-30,1,-3.84,4
A 大波段,2301,2025-07-01,1,51.341,121
A 大波段,2357,2025-07-01,3,-0.291,1
A 大波段,5386,2025-07-01,1,-2.771,5
A 大波段,6189,2025-07-01,2,-20.58,19
A 大波段,6239,2025-07-01,2,-6.268,23
A 大波段,2331,2025-07-02,1,-2.484,5
A 大波段,2382,2025-07-02,3,-0.068,1
A 大波段,2465,2025-07-02,1,-3.346,3
A 大波段,3706,2025-07-02,2,18.738,121
A 大波段,2317,2025-07-02,1,39.163,121
A 大波段,2466,2025-07-03,2,-4.792,2
A 大波段,3062,2025-07-03,2,-5.437,51
A 大波段,3711,2025-07-03,1,-2.283,1
A 大波段,4960,2025-07-03,2,-3.479,86
A 大波段,8046,2025-07-03,3,108.395,121
A 大波段,2369,2025-07-04,1,-4.183,1
A 大波段,2498,2025-07-04,1,-3.013,1
A 大波段,3048,2025-07-04,1,-5.141,1
A 大波段,3532,2025-07-04,1,-7.184,3
A 大波段,6719,2025-07-04,1,-4.253,1
A 大波段,3356,2025-07-08,2,-1.395,1
A 大波段,3617,2025-07-08,2,-4.74,10
A 大波段,3694,2025-07-08,2,0.802,1
A 大波段,2324,2025-07-08,3,-2.655,27
A 大波段,3264,2025-07-08,2,-2.274,1
A 大波段,2351,2025-07-10,2,-2.278,1
A 大波段,3034,2025-07-10,2,-1.191,1
A 大波段,2480,2025-07-14,1,-9.688,82
A 大波段,2482,2025-07-14,3,-3.292,1
A 大波段,8105,2025-07-14,1,-7.225,64
A 大波段,2887,2025-07-15,2,-11.943,8
A 大波段,3016,2025-07-17,2,62.371,121
A 大波段,1815,2025-07-17,2,95.048,121
A 大波段,2313,2025-07-17,4,84.284,121
A 大波段,3290,2025-07-17,1,-5.266,15
A 大波段,6138,2025-07-17,1,-10.078,11
A 大波段,2332,2025-07-18,1,-2.851,3
A 大波段,2485,2025-07-18,1,-3.104,9
A 大波段,3029,2025-07-18,3,-8.277,84
A 大波段,3041,2025-07-18,2,-6.645,3
A 大波段,3545,2025-07-18,3,-8.188,3
A 大波段,2454,2025-07-21,2,-5.516,13
A 大波段,2327,2025-07-22,1,-72.442,18
A 大波段,3015,2025-07-22,2,-3.34,1
A 大波段,3078,2025-07-22,2,-4.89,38
A 大波段,6235,2025-07-22,2,-2.13,1
A 大波段,6672,2025-07-22,1,34.998,121
A 大波段,2349,2025-07-24,1,-0.598,1
A 大波段,2419,2025-07-24,2,-5.126,6
A 大波段,2426,2025-07-24,1,-0.598,1
A 大波段,2436,2025-07-24,2,-1.19,1
A 大波段,3035,2025-07-24,1,-1.956,2
A 大波段,2420,2025-07-25,1,-7.105,35
A 大波段,3691,2025-07-25,1,-5.52,66
A 大波段,5243,2025-07-25,3,36.497,121
A 大波段,8064,2025-07-25,3,-4.28,1
A 大波段,5469,2025-07-28,1,50.543,121
A 大波段,2645,2025-07-28,1,44.177,121
A 大波段,5475,2025-07-29,1,187.631,121
A 大波段,6127,2025-07-29,2,-1.078,1
A 大波段,8043,2025-07-29,4,-2.274,1
A 大波段,3090,2025-07-29,2,-7.408,9
A 大波段,3673,2025-07-31,1,25.365,121
A 大波段,4967,2025-07-31,1,-5.621,7
A 大波段,6443,2025-07-31,3,-6.392,22
A 大波段,2484,2025-07-31,1,-3.359,31
A 大波段,4105,2025-07-31,1,-2.276,6
A 大波段,8081,2025-08-04,1,0.542,29
A 大波段,2375,2025-08-05,1,-4.853,5
A 大波段,2402,2025-08-05,1,37.502,121
A 大波段,5457,2025-08-05,1,-4.701,72
A 大波段,3479,2025-08-05,1,-5.766,87
A 大波段,3652,2025-08-05,1,-1.399,3
A 大波段,2356,2025-08-06,1,-4.721,3
A 大波段,3231,2025-08-06,1,-5.043,6
A 大波段,3483,2025-08-06,1,-6.811,25
A 大波段,5465,2025-08-06,1,-6.024,3
A 大波段,6150,2025-08-06,1,-1.434,1
A 大波段,2412,2025-08-08,1,-2.474,78
A 大波段,2455,2025-08-11,2,-7.044,8
A 大波段,5474,2025-08-11,1,-3.647,64
A 大波段,6269,2025-08-12,1,0.334,1
A 大波段,8213,2025-08-12,1,16.38,121
A 大波段,3535,2025-08-13,2,-1.836,1
A 大波段,6168,2025-08-13,1,15.969,121
A 大波段,6426,2025-08-13,1,-6.653,22
A 大波段,3008,2025-08-14,1,-2.454,2
A 大波段,8261,2025-08-14,1,-0.598,5
A 大波段,6782,2025-08-14,1,-14.97,63
A 大波段,2462,2025-08-15,1,-1.015,1
A 大波段,3550,2025-08-15,2,-7.095,40
A 大波段,2881,2025-08-15,1,-5.865,11
A 大波段,2891,2025-08-15,1,-3.596,8
A 大波段,6117,2025-08-19,1,-3.447,2
A 大波段,6668,2025-08-19,1,-6.293,2
A 大波段,6130,2025-08-20,3,-13.265,9
A 大波段,3021,2025-08-22,2,-3.955,6
A 大波段,3041,2025-08-22,1,-5.28,58
A 大波段,3481,2025-08-22,2,80.464,121
A 大波段,8011,2025-08-22,2,-8.463,49
A 大波段,3624,2025-08-22,1,-2.102,1
A 大波段,2328,2025-08-25,2,-11.489,121
A 大波段,3207,2025-08-25,1,-6.792,34
A 大波段,3543,2025-08-25,3,-1.216,1
A 大波段,8103,2025-08-25,1,-5.956,18
A 大波段,2408,2025-08-26,1,505.331,121
A 大波段,3356,2025-08-26,1,-2.905,5
A 大波段,3545,2025-08-26,3,-3.758,13
A 大波段,5388,2025-08-26,2,0.856,5
A 大波段,6153,2025-08-26,2,-4.231,6
A 大波段,6664,2025-08-27,1,22.702,121
A 大波段,3169,2025-08-27,2,-8.779,54
A 大波段,3260,2025-08-27,3,157.854,121
A 大波段,5236,2025-08-27,1,-5.81,7
A 大波段,6823,2025-08-27,1,-8.932,121
A 大波段,2332,2025-08-28,1,-4.442,3
A 大波段,2344,2025-08-28,1,419.487,121
A 大波段,3031,2025-08-28,2,-5.883,56
A 大波段,6742,2025-08-28,1,-3.605,9
A 大波段,6909,2025-08-28,1,-3.888,13
A 大波段,2409,2025-08-29,2,-7.376,3
A 大波段,6108,2025-08-29,2,-1.941,1
A 大波段,6120,2025-08-29,2,-5.373,3
A 大波段,6770,2025-08-29,1,-4.907,3
A 大波段,1503,2025-09-01,1,-12.963,20
A 大波段,1513,2025-09-01,1,-4.895,1
A 大波段,1514,2025-09-01,1,-7.109,3
A 大波段,2423,2025-09-02,1,-6.612,9
A 大波段,3006,2025-09-02,2,127.401,121
A 大波段,1789,2025-09-03,1,-4.728,40
A 大波段,4129,2025-09-03,1,-5.415,7
A 大波段,6534,2025-09-03,1,-11.922,27
A 大波段,3290,2025-09-04,1,19.128,121
A 大波段,3338,2025-09-04,3,-1.235,1
A 大波段,6275,2025-09-04,2,-1.918,3
A 大波段,8042,2025-09-04,1,-0.598,1
A 大波段,2330,2025-09-08,1,55.133,121
A 大波段,3265,2025-09-08,1,-4.06,4
A 大波段,6182,2025-09-08,1,23.096,121
A 大波段,6525,2025-09-08,1,-10.158,48
A 大波段,6526,2025-09-08,1,-5.109,5
A 大波段,2460,2025-09-09,1,-4.431,1
A 大波段,3043,2025-09-09,1,-4.316,2
A 大波段,3520,2025-09-09,1,-3.794,1
A 大波段,5483,2025-09-10,1,-4.332,2
A 大波段,3504,2025-09-11,2,-4.652,2
A 大波段,2886,2025-09-11,1,-1.318,4
A 大波段,2887,2025-09-11,3,40.939,121
A 大波段,2892,2025-09-11,2,-3.756,19
A 大波段,3026,2025-09-11,1,37.993,121
A 大波段,3264,2025-09-12,1,77.999,121
A 大波段,6138,2025-09-12,1,12.152,121
A 大波段,8086,2025-09-12,2,-2.373,1
A 大波段,2832,2025-09-12,2,33.347,121
A 大波段,2836,2025-09-12,1,1.499,121
A 大波段,6743,2025-09-15,1,-2.373,8
A 大波段,8016,2025-09-15,1,0.367,1
A 大波段,6411,2025-09-15,1,-2.619,10
A 大波段,8091,2025-09-15,2,-7.337,10
A 大波段,2838,2025-09-16,1,13.358,121
A 大波段,2485,2025-09-17,2,466.289,121
A 大波段,1595,2025-09-17,2,-2.42,1
A 大波段,2302,2025-09-17,1,9.849,121
A 大波段,6233,2025-09-17,1,0.342,6
A 大波段,3508,2025-09-17,3,-0.981,1
A 大波段,2419,2025-09-19,1,-3.29,5
A 大波段,2461,2025-09-19,1,-3.206,3
A 大波段,3437,2025-09-19,1,-6.02,3
A 大波段,6196,2025-09-19,1,-1.768,1
A 大波段,6266,2025-09-19,2,-0.763,1
A 大波段,2337,2025-09-22,2,346.951,121
A 大波段,2812,2025-09-23,2,-3.677,22
A 大波段,2834,2025-09-23,1,-1.881,89
A 大波段,2453,2025-09-24,2,-0.598,1
A 大波段,2882,2025-09-24,2,-4.202,24
A 大波段,4105,2025-09-25,1,-5.192,117
A 大波段,4164,2025-09-25,2,-1.421,1
A 大波段,5347,2025-09-25,1,-10.778,28
A 大波段,6239,2025-09-25,2,29.222,121
A 大波段,6861,2025-09-25,2,-7.257,23
A 大波段,2303,2025-09-30,3,27.226,121
A 大波段,6719,2025-09-30,1,-4.69,8
A 大波段,8110,2025-09-30,1,182.277,121
A 大波段,2369,2025-10-01,1,61.756,121
A 大波段,3094,2025-10-01,1,-1.343,3
A 大波段,8081,2025-10-01,1,-5.718,6
A 大波段,8261,2025-10-01,1,-3.516,5
A 大波段,2881,2025-10-01,2,-0.485,1
A 大波段,2801,2025-10-02,2,5.161,121
A 大波段,6257,2025-10-02,1,-4.971,6
A 大波段,3597,2025-10-03,3,0.075,7
A 大波段,6204,2025-10-03,1,-6.693,96
A 大波段,3008,2025-10-08,1,-7.712,3
A 大波段,2337,2026-01-05,2,200.396,86
A 大波段,2344,2026-01-05,3,22.944,86
A 大波段,3481,2026-01-05,1,98.01,86
A 大波段,6770,2026-01-05,1,33.372,86
A 大波段,2883,2026-01-06,1,22.974,85
A 大波段,2884,2026-01-06,1,-3.677,3
A 大波段,2885,2026-01-06,2,38.177,85
A 大波段,2887,2026-01-06,3,10.655,85
A 大波段,2851,2026-01-09,1,30.546,82
A 大波段,2880,2026-01-09,1,1.289,82
A 大波段,2890,2026-01-09,1,-3.151,16
A 大波段,2441,2026-01-09,1,-0.825,17
A 大波段,2439,2026-01-15,1,-10.721,16
A 大波段,3702,2026-01-15,2,64.91,78
A 大波段,7769,2026-01-15,3,89.61,78
A 大波段,8070,2026-01-15,2,-8.341,17
A 大波段,2855,2026-01-15,1,42.235,78
A 大波段,2360,2026-01-21,1,-2.889,8
A 大波段,2603,2026-01-21,1,-2.669,3
A 大波段,2610,2026-01-21,1,-2.868,18
A 大波段,2618,2026-01-21,1,-2.68,8
A 大波段,6830,2026-01-21,1,-0.327,1
A 大波段,2637,2026-01-22,1,-3.586,2
A 大波段,2327,2026-01-23,1,-5.865,4
A 大波段,2383,2026-01-23,2,169.127,72
A 大波段,3526,2026-01-23,1,-5.186,6
A 大波段,3533,2026-01-23,1,55.107,72
A 大波段,4915,2026-01-23,2,-1.226,1
A 大波段,2409,2026-01-26,1,0.383,1
A 大波段,8046,2026-01-26,3,112.093,71
A 大波段,2606,2026-01-27,1,-0.131,4
A 大波段,2408,2026-02-02,2,-16.631,4
A 大波段,2337,2026-02-05,4,63.587,63
A 大波段,3189,2026-02-05,2,87.475,63
A 大波段,2820,2026-02-10,1,-0.302,60
A 大波段,2458,2026-02-11,1,21.262,59
A 大波段,3714,2026-02-11,1,-3.631,1
A 大波段,4904,2026-02-11,1,5.085,59
A 大波段,2886,2026-02-23,1,-4.144,7
A 大波段,3596,2026-02-23,1,-3.242,21
A 大波段,6176,2026-02-23,2,-15.239,4
A 大波段,2855,2026-02-24,1,29.733,57
A 大波段,6005,2026-02-24,2,-5.967,9
A 大波段,4938,2026-02-24,2,-2.421,6
A 大波段,1560,2026-02-24,1,37.666,57
A 大波段,1590,2026-02-24,1,-4.81,6
A 大波段,3702,2026-02-25,1,60.972,56
A 大波段,1815,2026-02-25,2,-14.919,24
A 大波段,2428,2026-02-25,1,-8.487,5
A 大波段,3533,2026-02-25,1,-6.886,5
A 大波段,2352,2026-02-26,2,-4.189,2
A 大波段,2344,2026-03-02,1,-8.377,2
A 大波段,2603,2026-03-02,1,-7.194,54
A 大波段,2606,2026-03-02,2,-13.478,6
A 大波段,2637,2026-03-02,2,-12.828,5
A 大波段,6672,2026-03-02,2,-5.094,3
A 大波段,6274,2026-03-03,1,-5.55,2
A 大波段,2850,2026-03-04,1,-3.534,4
A 大波段,3481,2026-03-09,2,-8.394,33
A 大波段,8046,2026-03-09,1,2.104,1
A 大波段,2360,2026-03-11,1,41.364,47
A 大波段,2353,2026-03-12,2,-0.777,46
A 大波段,2337,2026-03-19,3,2.608,41
A 大波段,3583,2026-03-19,1,101.678,41
A 大波段,2449,2026-03-23,3,-1.099,1
A 大波段,3665,2026-03-23,3,12.712,39
A 大波段,7769,2026-03-23,2,2.078,1
A 大波段,2313,2026-03-26,2,8.285,36
A 大波段,2347,2026-03-26,1,2.636,36
A 大波段,2890,2026-03-26,1,-2.151,1
A 大波段,3010,2026-03-26,1,-5.992,1
A 大波段,3036,2026-03-26,2,-4.389,4
A 大波段,2897,2026-03-30,2,-0.101,34
A 大波段,2472,2026-04-09,3,62.403,28
A 大波段,6415,2026-04-09,1,-6.582,2
A 大波段,6515,2026-04-09,2,13.041,28
A 大波段,2820,2026-04-15,1,-3.199,8
A 大波段,2880,2026-04-15,1,-5.674,10
A 大波段,8070,2026-04-15,1,-11.394,23
A 大波段,2885,2026-04-16,2,7.883,23
A 大波段,2883,2026-04-17,1,-5.521,5
A 大波段,2352,2026-04-20,2,-7.726,6
A 大波段,2455,2026-04-20,2,21.052,21
A 大波段,2317,2026-05-06,1,-1.203,10
A 大波段,2401,2026-05-06,1,-3.311,10
A 大波段,2481,2026-05-06,1,-1.559,1
A 大波段,2488,2026-05-06,1,-0.406,10
A 大波段,3528,2026-05-06,1,-2.622,10
A 大波段,2832,2026-05-07,1,0.735,9
A 大波段,2301,2026-05-07,1,9.183,9
A 大波段,2303,2026-05-07,2,15.322,9
A 大波段,2382,2026-05-07,2,-13.13,7
A 大波段,3231,2026-05-07,1,-6.623,6
A 大波段,2450,2026-05-08,1,0.071,1
A 大波段,2356,2026-05-08,2,2.781,8
A 大波段,2362,2026-05-08,1,-4.206,6
A 大波段,2387,2026-05-08,1,-2.627,1
A 大波段,2483,2026-05-08,1,-1.836,8
A 大波段,2881,2026-05-11,2,-0.084,7
A 大波段,2886,2026-05-11,1,-2.7,2
A 大波段,2312,2026-05-12,1,-8.053,6
A 大波段,2353,2026-05-12,2,-5.062,4
A 大波段,1560,2026-05-12,1,-0.906,6
A 大波段,2049,2026-05-12,1,5.282,6
A 大波段,2316,2026-05-12,2,6.283,6
A 大波段,3034,2026-05-13,1,-5.467,5
A 大波段,2412,2026-05-14,1,3.771,4
A 大波段,2480,2026-05-14,1,-1.937,4
A 大波段,3669,2026-05-14,1,-0.598,1
A 大波段,3479,2026-05-14,1,-1.578,4
A 大波段,5490,2026-05-14,1,-2.516,4
A 大波段,2344,2026-05-15,3,-11.851,3
A 大波段,2345,2026-05-15,1,-10.011,3
A 大波段,2458,2026-05-15,1,-2.91,3
A 大波段,3014,2026-05-15,1,-5.533,3
A 大波段,3530,2026-05-15,1,-6.369,3
A 大波段,3704,2026-05-18,1,-1.375,2
A 大波段,2379,2026-05-19,1,-2.358,1
A 大波段,3556,2026-05-19,1,-2.154,1
A 大波段,4934,2026-05-19,1,0.585,1
A 大波段,5347,2026-05-19,1,-1.845,1
I 投信跟單,6231,2025-02-10,1,-6.479,3
I 投信跟單,3078,2025-02-10,1,-6.056,21
I 投信跟單,3264,2025-02-10,1,-22.038,38
I 投信跟單,2049,2025-02-10,1,-7.39,15
I 投信跟單,3406,2025-02-10,1,-3.528,19
I 投信跟單,3450,2025-02-11,1,-3.615,4
I 投信跟單,4968,2025-02-11,1,-0.847,1
I 投信跟單,3558,2025-02-13,1,-19.021,32
I 投信跟單,3013,2025-02-24,2,-11.454,5
I 投信跟單,9802,2025-02-25,2,-6.915,6
I 投信跟單,8436,2025-03-07,3,-13.392,42
I 投信跟單,2027,2025-03-10,2,-17.068,19
I 投信跟單,3211,2025-03-11,3,-8.593,15
I 投信跟單,3260,2025-03-17,1,-11.375,10
I 投信跟單,8155,2025-03-20,2,-19.33,8
I 投信跟單,3035,2025-03-24,1,-14.57,6
I 投信跟單,6138,2025-03-26,1,-5.116,2
I 投信跟單,6757,2025-03-26,2,-1.583,2
I 投信跟單,2618,2025-03-26,1,-4.688,3
I 投信跟單,6279,2025-04-23,1,-7.796,31
I 投信跟單,8028,2025-04-28,1,42.289,121
I 投信跟單,3558,2025-05-09,1,-6.445,13
I 投信跟單,6591,2025-05-19,1,5.43,121
I 投信跟單,3211,2025-05-22,2,-4.182,4
I 投信跟單,8016,2025-05-22,3,-1.972,3
I 投信跟單,6196,2025-05-22,2,39.163,121
I 投信跟單,6147,2025-05-22,2,-0.598,1
I 投信跟單,2609,2025-05-22,4,-5.412,9
I 投信跟單,1102,2025-05-26,1,-1.746,1
I 投信跟單,2615,2025-05-27,3,-5.74,3
I 投信跟單,5871,2025-05-29,1,-3.013,1
I 投信跟單,2882,2025-06-02,1,0.068,1
I 投信跟單,2891,2025-06-02,2,2.343,1
I 投信跟單,2303,2025-06-03,1,0.253,1
I 投信跟單,6757,2025-06-04,2,-2.814,2
I 投信跟單,6670,2025-06-04,1,-4.237,1
I 投信跟單,6412,2025-06-05,3,-9.174,3
I 投信跟單,2881,2025-06-06,1,-7.111,21
I 投信跟單,3450,2025-06-18,1,-17.885,14
I 投信跟單,4551,2025-06-18,1,-5.116,121
I 投信跟單,2603,2025-06-18,1,-13.731,2
I 投信跟單,6257,2025-06-19,2,-1.951,3
I 投信跟單,6605,2025-06-24,1,-2.691,1
I 投信跟單,2607,2025-06-24,2,-1.05,1
I 投信跟單,2883,2025-06-25,2,0.023,1
I 投信跟單,1216,2025-06-25,1,-2.835,33
I 投信跟單,2357,2025-06-25,2,-9.838,2
I 投信跟單,2455,2025-06-27,2,0.166,121
I 投信跟單,2324,2025-07-01,2,-3.683,33
I 投信跟單,3090,2025-07-03,1,-1.786,1
I 投信跟單,3260,2025-07-03,1,-2.063,2
I 投信跟單,5347,2025-07-04,1,-2.669,1
I 投信跟單,8016,2025-07-04,1,-5.074,3
I 投信跟單,3617,2025-07-04,1,-8.217,12
I 投信跟單,2915,2025-07-07,2,-5.766,4
I 投信跟單,3078,2025-07-07,1,-1.083,1
I 投信跟單,6197,2025-07-07,2,-5.364,6
I 投信跟單,2449,2025-07-08,2,-1.998,1
I 投信跟單,1476,2025-07-08,1,-8.087,2
I 投信跟單,6206,2025-07-08,3,1.116,1
I 投信跟單,6278,2025-07-09,2,-8.109,2
I 投信跟單,8358,2025-07-14,4,273.099,121
I 投信跟單,2887,2025-07-14,1,-9.23,9
I 投信跟單,5483,2025-07-21,1,-10.538,84
I 投信跟單,3706,2025-07-23,4,2.315,121
I 投信跟單,2027,2025-07-30,2,-10.95,77
I 投信跟單,3715,2025-08-04,2,72.219,121
I 投信跟單,3090,2025-08-08,2,-3.466,1
I 投信跟單,8028,2025-08-12,1,-3.249,2
I 投信跟單,3694,2025-08-20,1,-22.545,28
I 投信跟單,2402,2025-08-21,3,-15.674,27
I 投信跟單,3211,2025-08-25,4,-19.359,48
I 投信跟單,4931,2025-08-28,1,-7.822,3
I 投信跟單,2231,2025-09-09,2,-21.249,27
I 投信跟單,2481,2025-09-16,3,-5.46,9
I 投信跟單,2344,2025-09-18,3,222.686,121
I 投信跟單,6239,2025-09-19,1,29.811,121
I 投信跟單,3450,2025-09-24,3,-21.478,36
I 投信跟單,3260,2025-09-24,3,142.58,121
I 投信跟單,6449,2025-09-26,2,0.474,1
I 投信跟單,1216,2025-12-23,2,-2.793,10
I 投信跟單,1102,2025-12-26,2,0.629,1
I 投信跟單,8358,2026-01-05,1,-14.076,4
I 投信跟單,3260,2026-01-05,2,31.413,86
I 投信跟單,4966,2026-01-07,1,-4.971,11
I 投信跟單,5536,2026-01-08,3,-1.342,2
I 投信跟單,4915,2026-01-08,1,-0.598,1
I 投信跟單,6488,2026-01-08,2,-11.537,53
I 投信跟單,5439,2026-01-09,1,-5.497,1
I 投信跟單,2337,2026-01-09,4,126.127,82
I 投信跟單,3374,2026-01-09,1,34.618,82
I 投信跟單,2455,2026-01-13,2,128.654,80
I 投信跟單,6515,2026-01-13,1,170.293,80
I 投信跟單,7751,2026-01-14,2,82.067,79
I 投信跟單,5425,2026-01-14,2,-17.287,28
I 投信跟單,2313,2026-01-16,1,77.95,77
I 投信跟單,8021,2026-01-16,1,-11.32,12
I 投信跟單,1815,2026-01-20,1,-18.016,10
I 投信跟單,3264,2026-01-21,3,-15.751,26
I 投信跟單,8046,2026-01-21,1,126.96,74
I 投信跟單,4979,2026-01-22,1,70.45,73
I 投信跟單,3189,2026-01-22,1,143.986,73
I 投信跟單,6415,2026-01-23,1,-7.982,24
I 投信跟單,6805,2026-01-23,1,23.902,72
I 投信跟單,6510,2026-01-27,1,7.143,70
I 投信跟單,3081,2026-01-29,2,158.362,68
I 投信跟單,3163,2026-01-30,2,85.605,67
I 投信跟單,3529,2026-02-02,2,-3.997,2
I 投信跟單,4991,2026-02-05,2,147.392,63
I 投信跟單,3324,2026-02-10,3,-10.714,9
I 投信跟單,1815,2026-02-25,2,-14.076,56
I 投信跟單,6830,2026-02-26,1,153.671,55
I 投信跟單,7751,2026-03-02,2,35.052,54
I 投信跟單,8021,2026-03-04,2,-10.191,4
I 投信跟單,3081,2026-03-05,1,66.114,51
I 投信跟單,3665,2026-03-06,1,14.011,50
I 投信跟單,3211,2026-03-12,1,-5.997,1
I 投信跟單,6510,2026-03-13,2,-10.071,5
I 投信跟單,3163,2026-03-18,1,0.519,42
I 投信跟單,3131,2026-03-19,2,12.728,41
I 投信跟單,3189,2026-03-20,3,-14.287,8
I 投信跟單,2449,2026-03-23,3,-1.099,1
I 投信跟單,2368,2026-03-23,2,-2.819,2
I 投信跟單,2344,2026-03-23,3,5.164,1
I 投信跟單,3105,2026-03-23,2,44.743,39
I 投信跟單,6187,2026-03-24,1,33.213,38
I 投信跟單,4991,2026-03-25,4,52.767,37
I 投信跟單,3533,2026-03-26,2,4.103,36
I 投信跟單,3443,2026-03-26,1,-9.78,3
I 投信跟單,6442,2026-03-27,2,-3.096,19
I 投信跟單,6683,2026-04-01,2,7.713,32
I 投信跟單,3167,2026-04-02,3,86.438,31
I 投信跟單,5439,2026-04-02,3,-1.993,1
I 投信跟單,6147,2026-04-08,1,105.397,29
I 投信跟單,6285,2026-04-10,2,26.472,27
I 投信跟單,3037,2026-04-14,2,29.065,25
I 投信跟單,5289,2026-04-14,2,-16.051,4
I 投信跟單,8358,2026-04-16,2,25.422,23
I 投信跟單,6271,2026-04-20,1,-3.788,21
I 投信跟單,2455,2026-05-05,3,-0.874,4
I 投信跟單,3450,2026-05-06,2,4.319,10
I 投信跟單,6449,2026-05-06,1,37.698,10
I 投信跟單,3026,2026-05-07,4,20.939,9
I 投信跟單,8155,2026-05-07,1,-16.356,7
I 投信跟單,5483,2026-05-08,1,-11.062,8
I 投信跟單,8150,2026-05-08,2,-23.248,8
I 投信跟單,6291,2026-05-11,1,0.251,7
I 投信跟單,4966,2026-05-13,1,-7.225,5
I 投信跟單,3036,2026-05-14,1,-8.537,4
I 投信跟單,3624,2026-05-18,2,12.335,2
J 投信首買,2481,2025-02-21,1,-7.478,26
J 投信首買,2034,2025-02-26,1,-11.525,19
J 投信首買,1309,2025-02-26,1,-4.964,11
J 投信首買,3605,2025-03-14,1,-2.586,1
J 投信首買,2351,2025-03-27,1,-2.196,1
J 投信首買,1584,2025-04-10,3,-1.691,1
J 投信首買,2852,2025-04-21,1,-4.448,29
J 投信首買,2605,2025-04-21,1,-7.574,58
J 投信首買,2466,2025-04-21,4,-22.328,10
J 投信首買,8039,2025-04-30,1,-7.595,3
J 投信首買,4931,2025-05-02,1,83.078,91
J 投信首買,1532,2025-05-02,1,-4.122,22
J 投信首買,2355,2025-05-02,1,-7.276,35
J 投信首買,6213,2025-05-20,1,41.255,91
J 投信首買,4541,2025-05-20,2,-2.828,1
J 投信首買,8215,2025-05-20,1,-6.688,9
J 投信首買,1806,2025-06-26,1,-6.545,6
J 投信首買,4906,2025-06-30,1,-6.017,4
J 投信首買,4720,2025-07-02,1,-9.964,6
J 投信首買,3209,2025-07-02,1,-1.39,3
J 投信首買,8358,2025-07-11,3,232.035,91
J 投信首買,2103,2025-07-17,1,0.578,31
J 投信首買,1786,2025-07-25,1,-19.419,8
J 投信首買,6190,2025-08-08,1,-11.28,29
J 投信首買,2031,2025-08-13,2,-4.625,22
J 投信首買,6279,2025-08-13,1,-6.385,16
J 投信首買,8155,2025-08-18,1,9.63,91
J 投信首買,4541,2025-08-28,3,-11.016,31
J 投信首買,2231,2025-09-02,1,-18.135,52
J 投信首買,6913,2025-09-02,2,-20.147,46
J 投信首買,3707,2025-09-17,1,-17.603,31
J 投信首買,2228,2025-09-24,1,-1.474,1
J 投信首買,5314,2025-09-26,3,-10.082,7
J 投信首買,1409,2025-10-02,1,-2.318,2
J 投信首買,2486,2026-01-27,2,104.914,70
J 投信首買,1711,2026-04-08,2,1.734,1
J 投信首買,2485,2026-04-08,2,-5.491,1
J 投信首買,3026,2026-05-06,3,32.9,10
