scanner,ticker,entry_date,consensus_score,return_pct,hold_days
H 窒息量,3528,2025-10-30,1,-0.856,1
H 窒息量,2605,2025-10-31,1,-3.551,1
H 窒息量,2606,2025-10-31,1,-4.92,2
H 窒息量,5608,2025-10-31,2,-7.66,3
H 窒息量,1609,2025-10-31,1,-5.138,6
H 窒息量,2613,2025-10-31,2,-5.35,3
H 窒息量,8358,2025-11-03,1,-9.672,5
H 窒息量,8103,2025-11-03,2,-16.174,5
H 窒息量,3372,2025-11-03,1,-1.16,3
H 窒息量,1227,2025-11-03,1,-1.862,1
H 窒息量,2736,2025-11-03,2,-2.807,12
H 窒息量,2344,2025-11-04,2,-14.948,1
H 窒息量,3013,2025-11-04,2,-4.481,2
H 窒息量,1210,2025-11-04,1,-1.728,11
H 窒息量,2465,2025-11-04,1,-8.976,1
H 窒息量,1517,2025-11-04,1,-2.319,11
H 窒息量,6217,2025-11-05,1,-4.349,3
H 窒息量,2845,2025-11-05,2,-2.937,10
H 窒息量,2489,2025-11-05,1,-1.667,3
H 窒息量,1215,2025-11-05,1,-4.503,4
H 窒息量,6768,2025-11-05,1,-4.846,2
H 窒息量,3047,2025-11-06,3,-11.53,7
H 窒息量,4303,2025-11-06,1,-7.403,9
H 窒息量,8054,2025-11-06,1,-3.438,47
H 窒息量,5243,2025-11-06,1,0.643,61
H 窒息量,8422,2025-11-17,1,-1.004,1
H 窒息量,2312,2025-11-07,1,-2.569,1
H 窒息量,8088,2025-11-07,2,-7.874,11
H 窒息量,2399,2025-11-07,2,-2.847,9
H 窒息量,4973,2025-11-07,1,-4.128,11
H 窒息量,2495,2025-11-07,1,38.864,61
H 窒息量,3163,2025-11-10,2,-2.769,2
H 窒息量,2485,2025-11-10,1,195.917,61
H 窒息量,6214,2025-11-10,1,-2.54,1
H 窒息量,3520,2025-11-10,1,-5.165,10
H 窒息量,5398,2025-11-10,2,-3.583,61
H 窒息量,1440,2025-11-11,2,-5.28,39
H 窒息量,2457,2025-11-11,1,-5.495,9
H 窒息量,4991,2025-11-11,2,-5.346,6
H 窒息量,2838,2025-11-11,1,-2.401,3
H 窒息量,4903,2025-11-11,1,30.465,61
H 窒息量,3062,2025-11-12,1,-5.091,3
H 窒息量,3624,2025-11-12,1,16.825,61
H 窒息量,3265,2025-11-12,1,-6.861,4
H 窒息量,8183,2025-11-12,1,-3.714,5
H 窒息量,3071,2025-11-12,1,-3.764,2
H 窒息量,3189,2025-11-13,2,92.026,61
H 窒息量,4142,2025-11-13,1,-3.409,33
H 窒息量,5381,2025-11-13,2,-9.942,4
H 窒息量,6763,2025-11-13,1,-6.565,3
H 窒息量,8121,2025-11-13,4,-6.677,2
H 窒息量,1504,2025-11-14,1,-4.421,1
H 窒息量,6190,2025-11-14,1,-5.354,2
H 窒息量,3026,2025-11-14,1,-1.527,1
H 窒息量,2351,2025-11-14,2,-1.646,1
H 窒息量,1524,2025-11-14,2,-1.576,2
H 窒息量,6114,2025-11-17,2,-3.906,1
H 窒息量,5301,2025-11-17,1,2.715,3
H 窒息量,6924,2025-11-17,2,17.994,61
H 窒息量,6240,2025-11-17,1,-1.906,4
H 窒息量,8284,2025-11-17,1,-1.549,1
H 窒息量,3693,2025-11-18,3,-11.724,1
H 窒息量,5215,2025-11-18,1,-2.68,2
H 窒息量,2491,2025-11-18,3,0.864,1
H 窒息量,7732,2025-11-18,2,1.272,1
H 窒息量,6934,2025-11-18,2,-1.75,3
H 窒息量,4931,2025-11-19,1,-8.627,3
H 窒息量,4577,2025-11-19,3,81.098,61
H 窒息量,3015,2025-11-19,1,-1.703,1
H 窒息量,2427,2025-11-19,3,-4.378,51
H 窒息量,6931,2025-11-19,2,-0.763,1
H 窒息量,1519,2025-11-20,2,-11.685,2
H 窒息量,4130,2025-11-20,1,38.674,61
H 窒息量,5487,2025-11-20,1,-1.748,8
H 窒息量,4148,2025-11-20,1,-7.282,20
H 窒息量,6661,2025-11-21,2,-4.887,1
H 窒息量,8096,2025-11-21,1,-2.562,1
H 窒息量,4939,2025-11-21,2,50.35,61
H 窒息量,3689,2025-11-21,2,18.981,61
H 窒息量,1586,2025-11-21,1,-4.618,2
H 窒息量,3356,2025-11-21,2,-0.072,1
H 窒息量,2201,2025-11-24,1,-3.374,1
H 窒息量,4155,2025-11-24,1,-2.272,24
H 窒息量,5007,2025-11-24,3,10.964,61
H 窒息量,3522,2025-11-24,2,-3.083,13
H 窒息量,4432,2025-11-24,2,-1.488,14
H 窒息量,3162,2025-11-25,1,3.574,61
H 窒息量,3581,2025-11-25,2,8.817,61
H 窒息量,6589,2025-11-25,2,-10.279,14
H 窒息量,5460,2025-11-25,4,2.783,61
H 窒息量,8087,2025-11-25,2,-2.212,5
H 窒息量,3105,2025-11-26,1,108.389,61
H 窒息量,8110,2025-11-26,3,-6.214,1
H 窒息量,1528,2025-11-26,2,38.781,61
H 窒息量,8039,2025-11-26,1,52.637,61
H 窒息量,2617,2025-11-26,1,2.141,61
H 窒息量,2347,2025-11-27,1,-2.836,3
H 窒息量,9907,2025-11-27,1,-3.553,15
H 窒息量,3002,2025-11-27,1,-1.665,31
H 窒息量,2451,2025-11-27,2,-4.897,4
H 窒息量,9935,2025-11-27,2,-4.622,8
H 窒息量,8131,2025-11-28,1,55.992,61
H 窒息量,6265,2025-11-28,1,97.717,61
H 窒息量,6719,2025-11-28,2,-1.349,9
H 窒息量,3354,2025-11-28,2,63.408,61
H 窒息量,2850,2025-11-28,1,-2.695,4
H 窒息量,8112,2025-12-01,1,-2.75,58
H 窒息量,3033,2025-12-01,3,-2.062,1
H 窒息量,3022,2025-12-01,1,-2.951,8
H 窒息量,5274,2025-12-01,1,-9.789,2
H 窒息量,6584,2025-12-01,1,-12.822,6
H 窒息量,8150,2025-12-02,1,38.238,61
H 窒息量,3441,2025-12-02,2,-8.304,43
H 窒息量,2905,2025-12-02,2,-3.368,19
H 窒息量,4949,2025-12-02,1,-3.071,1
H 窒息量,4557,2025-12-02,2,-4.756,37
H 窒息量,4989,2025-12-03,2,72.037,61
H 窒息量,2801,2025-12-03,1,-1.326,34
H 窒息量,3060,2025-12-03,2,7.7,61
H 窒息量,5351,2025-12-03,1,-2.892,1
H 窒息量,2103,2025-12-03,1,-5.332,21
H 窒息量,3702,2025-12-04,3,-3.309,5
H 窒息量,2492,2025-12-04,1,-4.792,9
H 窒息量,3090,2025-12-04,1,0.293,61
H 窒息量,2421,2025-12-04,1,-2.411,3
H 窒息量,6432,2025-12-04,2,-6.487,24
H 窒息量,2374,2025-12-05,2,-3.61,5
H 窒息量,3167,2025-12-05,2,89.811,61
H 窒息量,2369,2025-12-05,3,22.493,61
H 窒息量,8038,2025-12-05,3,-6.783,4
H 窒息量,4533,2025-12-05,3,46.372,61
H 窒息量,1815,2025-12-08,1,-4.868,8
H 窒息量,3294,2025-12-08,1,-8.323,7
H 窒息量,3046,2025-12-08,1,-3.802,3
H 窒息量,9921,2025-12-08,2,-3.83,3
H 窒息量,9940,2025-12-08,1,-2.955,1
H 窒息量,2485,2025-12-09,1,195.839,61
H 窒息量,3715,2025-12-09,2,32.536,61
H 窒息量,2413,2025-12-09,3,81.856,61
H 窒息量,2313,2025-12-09,2,177.223,61
H 窒息量,5498,2025-12-09,4,131.37,61
H 窒息量,1313,2025-12-10,1,-7.698,5
H 窒息量,1312,2025-12-10,1,-7.728,12
H 窒息量,6163,2025-12-10,1,32.015,61
H 窒息量,8048,2025-12-10,2,-11.783,2
H 窒息量,8033,2025-12-10,1,4.765,61
H 窒息量,8111,2025-12-11,1,-3.8,1
H 窒息量,6426,2025-12-11,2,114.856,61
H 窒息量,8937,2025-12-11,1,-7.59,5
H 窒息量,1236,2025-12-11,2,-3.886,2
H 窒息量,3577,2025-12-11,1,-1.223,1
H 窒息量,6179,2025-12-12,2,-2.64,2
H 窒息量,1708,2025-12-12,1,-2.4,4
H 窒息量,2206,2025-12-12,1,-2.857,2
H 窒息量,7714,2025-12-12,1,-9.837,4
H 窒息量,4543,2025-12-12,1,-2.684,1
H 窒息量,2329,2025-12-15,2,12.92,61
H 窒息量,2408,2025-12-15,2,41.189,61
H 窒息量,1909,2025-12-15,2,-5.614,3
H 窒息量,2034,2025-12-15,1,-2.074,48
H 窒息量,2465,2025-12-15,3,-15.761,33
H 窒息量,2634,2025-12-16,1,-2.734,2
H 窒息量,6753,2025-12-16,3,-6.533,61
H 窒息量,5371,2025-12-16,3,-4.125,1
H 窒息量,1304,2025-12-16,1,-4.471,2
H 窒息量,2208,2025-12-16,2,-4.496,15
H 窒息量,3323,2025-12-17,4,-4.034,15
H 窒息量,3048,2025-12-17,1,-1.998,32
H 窒息量,5475,2025-12-17,3,159.549,61
H 窒息量,2461,2025-12-17,1,-0.922,2
H 窒息量,2359,2025-12-17,2,-2.127,2
H 窒息量,3535,2025-12-18,1,-5.385,16
H 窒息量,2641,2025-12-18,1,-2.519,1
H 窒息量,6148,2025-12-18,2,-10.081,9
H 窒息量,6275,2025-12-18,1,-6.027,14
H 窒息量,2365,2025-12-18,2,-1.707,1
H 窒息量,6558,2025-12-19,3,-6.902,5
H 窒息量,3625,2025-12-19,2,-3.968,13
H 窒息量,6890,2025-12-19,1,-4.453,10
H 窒息量,3430,2025-12-19,1,30.756,61
H 窒息量,2611,2025-12-19,3,-1.932,9
H 窒息量,2409,2025-12-22,1,25.792,61
H 窒息量,2368,2025-12-22,3,42.592,61
H 窒息量,3615,2025-12-22,1,31.309,61
H 窒息量,8103,2025-12-22,2,-5.623,2
H 窒息量,1514,2025-12-22,1,-4.06,9
H 窒息量,2449,2025-12-23,1,16.602,61
H 窒息量,8086,2025-12-23,3,-7.081,8
H 窒息量,3305,2025-12-23,2,-7.407,45
H 窒息量,2009,2025-12-23,1,-4.777,32
H 窒息量,2498,2025-12-23,1,-2.271,3
H 窒息量,8155,2025-12-24,1,-4.763,4
H 窒息量,6243,2025-12-24,1,-9.783,7
H 窒息量,6530,2025-12-24,1,-6.179,3
H 窒息量,4585,2025-12-24,2,-5.905,41
H 窒息量,6205,2025-12-24,2,31.069,61
H 窒息量,2605,2025-12-26,1,-2.495,6
H 窒息量,5392,2025-12-26,1,-4.311,26
H 窒息量,4971,2025-12-26,2,-5.419,9
H 窒息量,6664,2025-12-26,2,-2.655,18
H 窒息量,5398,2025-12-26,1,-4.628,5
H 窒息量,6182,2025-12-29,1,-2.025,61
H 窒息量,1611,2025-12-29,2,-2.104,1
H 窒息量,6133,2025-12-29,1,-4.465,3
H 窒息量,6164,2025-12-29,2,-6.077,5
H 窒息量,3016,2025-12-29,2,-2.862,61
H 窒息量,4157,2025-12-30,2,-6.835,38
H 窒息量,2349,2025-12-30,1,-9.08,4
H 窒息量,5876,2025-12-30,3,-1.454,6
H 窒息量,2612,2025-12-30,1,-1.584,2
H 窒息量,6909,2025-12-30,2,-2.921,2
H 窒息量,3138,2025-12-31,1,-4.229,2
H 窒息量,6120,2025-12-31,1,15.835,61
H 窒息量,3376,2025-12-31,1,-0.111,27
H 窒息量,6175,2025-12-31,2,-0.792,20
H 窒息量,1519,2025-12-31,1,-4.07,2
H 窒息量,6788,2026-01-02,1,-5.633,4
H 窒息量,3257,2026-01-02,2,-2.567,1
H 窒息量,5474,2026-01-02,1,-5.798,22
H 窒息量,2107,2026-01-02,1,3.233,61
H 窒息量,2739,2026-01-02,1,-3.21,3
H 窒息量,6290,2026-01-05,2,-4.874,3
H 窒息量,2331,2026-01-05,1,-6.18,51
H 窒息量,6588,2026-01-05,1,-10.613,7
H 窒息量,2228,2026-01-05,2,-7.345,13
H 窒息量,6465,2026-01-05,1,-3.476,2
H 窒息量,2887,2026-01-06,3,14.64,61
H 窒息量,4768,2026-01-06,1,-1.363,15
H 窒息量,3349,2026-01-06,1,-3.452,2
H 窒息量,7631,2026-01-06,2,-8.408,8
H 窒息量,3593,2026-01-06,1,-4.633,3
H 窒息量,6134,2026-01-07,1,12.759,61
H 窒息量,4545,2026-01-07,3,-12.32,5
H 窒息量,6823,2026-01-07,2,-5.392,2
H 窒息量,6265,2026-01-08,3,1.812,32
H 窒息量,2614,2026-01-08,1,-4.786,10
H 窒息量,3691,2026-01-08,1,58.811,61
H 窒息量,7717,2026-01-08,1,0.555,2
H 窒息量,5353,2026-01-08,3,-1.56,18
H 窒息量,8074,2026-01-09,2,36.104,61
H 窒息量,8438,2026-01-09,1,70.431,61
H 窒息量,2064,2026-01-09,2,-2.713,61
H 窒息量,3444,2026-01-09,1,-0.33,11
H 窒息量,8411,2026-01-09,1,-2.214,2
H 窒息量,6419,2026-01-12,1,-8.504,5
H 窒息量,8084,2026-01-12,1,-4.177,2
H 窒息量,5345,2026-01-12,2,-4.574,2
H 窒息量,6708,2026-01-12,1,-1.081,16
H 窒息量,4163,2026-01-12,1,15.969,61
H 窒息量,2485,2026-01-13,1,139.558,61
H 窒息量,2880,2026-01-13,2,8.313,61
H 窒息量,3264,2026-01-13,2,55.127,61
H 窒息量,9955,2026-01-13,2,-7.789,19
H 窒息量,2413,2026-01-13,1,-7.698,8
H 窒息量,4720,2026-01-14,1,-3.471,11
H 窒息量,4123,2026-01-14,1,-1.691,14
H 窒息量,6291,2026-01-14,1,180.208,61
H 窒息量,8163,2026-01-14,2,-3.324,21
H 窒息量,3073,2026-01-14,3,-14.455,13
H 窒息量,2468,2026-01-15,1,-3.567,5
H 窒息量,2497,2026-01-15,1,-5.855,12
H 窒息量,6861,2026-01-15,1,-3.517,5
H 窒息量,5285,2026-01-15,2,-3.711,26
H 窒息量,3114,2026-01-15,3,-4.342,11
H 窒息量,6770,2026-01-16,2,-0.786,61
H 窒息量,2337,2026-01-16,4,105.016,61
H 窒息量,2892,2026-01-16,1,-2.099,4
H 窒息量,8028,2026-01-16,2,-7.952,2
H 窒息量,5351,2026-01-16,1,-4.069,6
H 窒息量,2344,2026-01-19,3,-8.377,15
H 窒息量,8112,2026-01-19,2,-8.282,2
H 窒息量,8271,2026-01-19,3,-7.274,3
H 窒息量,6126,2026-01-19,2,-9.799,25
H 窒息量,6706,2026-01-19,1,-10.103,4
H 窒息量,6116,2026-01-20,2,-8.172,3
H 窒息量,3033,2026-01-20,1,-1.565,10
H 窒息量,8996,2026-01-20,1,66.853,61
H 窒息量,2417,2026-01-20,2,-2.216,2
H 窒息量,1419,2026-01-20,1,-10.159,10
H 窒息量,3135,2026-01-21,1,-10.1,3
H 窒息量,3219,2026-01-21,1,-3.809,2
H 窒息量,6877,2026-01-21,1,-5.54,13
H 窒息量,4413,2026-01-21,1,-3.023,7
H 窒息量,3523,2026-01-21,2,-1.15,2
H 窒息量,6187,2026-01-22,1,-4.135,12
H 窒息量,8033,2026-01-22,1,-11.361,7
H 窒息量,3402,2026-01-22,2,-3.11,3
H 窒息量,4171,2026-01-22,2,-19.722,22
H 窒息量,6996,2026-01-22,1,-4.148,8
H 窒息量,2478,2026-01-23,2,-4.352,5
H 窒息量,6216,2026-01-23,3,-1.121,5
H 窒息量,4161,2026-01-23,1,-2.642,4
H 窒息量,6674,2026-01-23,3,-3.398,3
H 窒息量,4433,2026-01-23,1,-2.358,6
H 窒息量,3312,2026-01-26,3,-5.849,5
H 窒息量,2025,2026-01-26,3,-10.5,19
H 窒息量,2030,2026-01-26,1,-3.685,20
H 窒息量,3591,2026-01-26,1,-5.804,5
H 窒息量,6658,2026-01-26,1,-6.111,4
H 窒息量,2009,2026-01-27,1,-2.332,1
H 窒息量,3550,2026-01-27,2,38.231,61
H 窒息量,5443,2026-01-27,1,-5.234,3
H 窒息量,1721,2026-01-27,1,-7.342,3
H 窒息量,6438,2026-01-27,1,-11.127,6
H 窒息量,2379,2026-01-28,1,-6.401,2
H 窒息量,8240,2026-01-28,1,-3.512,4
H 窒息量,1781,2026-01-28,2,-9.242,18
H 窒息量,8107,2026-01-28,3,-9.36,8
H 窒息量,3693,2026-01-28,1,74.116,61
H 窒息量,8088,2026-01-29,2,-9.848,3
H 窒息量,1711,2026-01-29,1,-5.911,1
H 窒息量,3060,2026-01-29,1,-13.621,3
H 窒息量,6015,2026-01-29,2,-2.055,7
H 窒息量,2342,2026-01-29,1,-5.519,1
H 窒息量,2312,2026-01-30,1,-6.765,1
H 窒息量,8046,2026-01-30,4,143.937,61
H 窒息量,3498,2026-01-30,2,-9.526,1
H 窒息量,3709,2026-01-30,2,0.541,2
H 窒息量,8222,2026-01-30,1,-4.612,1
H 窒息量,1802,2026-02-02,2,-0.063,1
H 窒息量,2489,2026-02-02,1,107.75,61
H 窒息量,5475,2026-02-02,1,173.035,61
H 窒息量,3346,2026-02-02,1,-3.303,1
H 窒息量,6730,2026-02-02,4,-3.214,4
H 窒息量,2305,2026-02-03,1,-6.951,14
H 窒息量,1445,2026-02-03,1,-3.322,13
H 窒息量,6417,2026-02-03,1,-5.137,13
H 窒息量,2910,2026-02-03,1,-2.713,17
H 窒息量,1514,2026-02-04,1,-3.415,2
H 窒息量,5340,2026-02-04,1,-4.879,4
H 窒息量,3704,2026-02-04,1,-5.894,2
H 窒息量,5452,2026-02-04,1,-5.912,3
H 窒息量,3051,2026-02-04,2,-1.008,2
H 窒息量,5328,2026-02-05,2,-0.986,2
H 窒息量,6153,2026-02-05,1,-3.912,2
H 窒息量,6163,2026-02-05,1,-5.181,1
H 窒息量,2352,2026-02-05,2,-1.567,2
H 窒息量,1536,2026-02-05,1,-8.505,11
H 窒息量,3630,2026-02-06,1,-5.155,1
H 窒息量,2486,2026-02-06,2,-3.887,11
H 窒息量,8261,2026-02-06,1,47.875,61
H 窒息量,5425,2026-02-06,3,-1.412,2
H 窒息量,6284,2026-02-06,1,-0.835,1
H 窒息量,1312,2026-02-09,1,-6.143,50
H 窒息量,2363,2026-02-09,1,-1.984,13
H 窒息量,2332,2026-02-09,1,-5.997,10
H 窒息量,6215,2026-02-09,1,-7.827,13
H 窒息量,3556,2026-02-09,1,-8.635,3
H 窒息量,6426,2026-02-10,2,-12.081,13
H 窒息量,4534,2026-02-10,1,-1.271,60
H 窒息量,3339,2026-02-10,1,-6.343,9
H 窒息量,4108,2026-02-10,3,-6.14,8
H 窒息量,4133,2026-02-10,1,-1.188,7
H 窒息量,2353,2026-02-11,1,-2.978,2
H 窒息量,4919,2026-02-11,1,144.832,59
H 窒息量,2606,2026-02-11,2,-0.759,11
H 窒息量,6133,2026-02-11,2,-3.401,26
H 窒息量,3645,2026-02-11,1,89.878,59
H 窒息量,2002,2026-02-23,2,-1.317,1
H 窒息量,2356,2026-02-23,1,-2.771,1
H 窒息量,7781,2026-02-23,1,-7.828,6
H 窒息量,1809,2026-02-23,1,59.292,58
H 窒息量,6753,2026-02-23,1,-5.9,7
H 窒息量,5309,2026-02-24,1,-10.896,5
H 窒息量,6190,2026-02-24,1,-8.487,9
H 窒息量,1609,2026-02-24,1,-4.802,6
H 窒息量,1513,2026-02-24,1,-6.169,6
H 窒息量,2492,2026-02-24,1,-4.531,6
H 窒息量,3221,2026-02-25,1,53.869,56
H 窒息量,3059,2026-02-25,1,-7.952,4
H 窒息量,3016,2026-02-25,1,-9.781,5
H 窒息量,4991,2026-02-25,3,107.515,56
H 窒息量,3141,2026-02-25,2,-11.6,5
H 窒息量,2014,2026-02-26,1,-9.253,3
H 窒息量,3535,2026-02-26,1,-11.821,23
H 窒息量,6593,2026-02-26,2,-2.194,4
H 窒息量,5487,2026-02-26,1,-6.597,6
H 窒息量,1453,2026-02-26,1,-6.204,3
H 窒息量,1735,2026-03-02,1,38.772,54
H 窒息量,6842,2026-03-02,2,61.534,54
H 窒息量,4585,2026-03-02,1,-3.772,2
H 窒息量,6423,2026-03-02,1,-11.18,22
H 窒息量,6616,2026-03-02,2,-3.96,6
H 窒息量,2419,2026-03-03,1,-6.014,2
H 窒息量,3550,2026-03-03,1,-5.716,2
H 窒息量,3605,2026-03-03,1,-6.82,2
H 窒息量,3167,2026-03-03,1,-11.112,2
H 窒息量,2233,2026-03-03,1,-3.136,2
H 窒息量,6552,2026-03-04,1,-5.603,1
H 窒息量,3205,2026-03-04,1,-1.765,8
H 窒息量,3678,2026-03-04,1,50.732,52
H 窒息量,2249,2026-03-04,1,-3.422,1
H 窒息量,7595,2026-03-04,1,-4.496,4
H 窒息量,3521,2026-03-05,1,-3.901,3
H 窒息量,7558,2026-03-05,1,-1.63,3
H 窒息量,6595,2026-03-05,1,-3.932,34
H 窒息量,3118,2026-03-05,1,-0.746,51
H 窒息量,4732,2026-03-05,1,-3.277,31
H 窒息量,6218,2026-03-06,2,59.651,50
H 窒息量,3206,2026-03-06,3,-12.3,35
H 窒息量,3184,2026-03-06,2,-1.014,2
H 窒息量,9950,2026-03-06,1,-2.932,42
H 窒息量,4304,2026-03-06,1,-0.598,1
H 窒息量,2103,2026-03-09,1,-14.864,29
H 窒息量,7882,2026-03-09,1,-2.602,49
H 窒息量,2030,2026-03-09,1,-1.24,5
H 窒息量,6610,2026-03-09,2,-7.423,1
H 窒息量,6233,2026-03-09,1,-1.944,1
H 窒息量,1815,2026-03-10,4,-1.563,48
H 窒息量,6508,2026-03-10,2,-1.522,1
H 窒息量,6477,2026-03-10,1,-7.032,11
H 窒息量,7769,2026-03-10,1,-8.773,11
H 窒息量,3209,2026-03-10,2,114.573,48
H 窒息量,8021,2026-03-11,2,65.108,47
H 窒息量,3665,2026-03-11,2,23.631,47
H 窒息量,3105,2026-03-11,1,60.342,47
H 窒息量,6217,2026-03-11,1,137.758,47
H 窒息量,2455,2026-03-11,2,80.431,47
H 窒息量,8150,2026-03-12,1,-6.242,1
H 窒息量,1802,2026-03-12,1,-4.828,8
H 窒息量,2399,2026-03-12,2,78.84,46
H 窒息量,4927,2026-03-12,2,-0.484,8
H 窒息量,2413,2026-03-12,1,-2.682,2
H 窒息量,2367,2026-03-13,1,-1.988,8
H 窒息量,3498,2026-03-13,1,-4.25,13
H 窒息量,8996,2026-03-13,3,-11.714,7
H 窒息量,9918,2026-03-13,1,-11.307,1
H 窒息量,6715,2026-03-13,1,2.603,8
H 窒息量,2489,2026-03-16,3,-15.445,6
H 窒息量,8438,2026-03-16,2,-13.685,3
H 窒息量,6672,2026-03-16,2,81.56,44
H 窒息量,6426,2026-03-16,1,65.67,44
H 窒息量,1466,2026-03-16,1,-11.323,7
H 窒息量,2316,2026-03-17,1,-6.738,14
H 窒息量,4123,2026-03-17,1,-5.237,3
H 窒息量,4909,2026-03-17,2,-10.08,5
H 窒息量,2338,2026-03-17,1,-5.509,5
H 窒息量,5291,2026-03-17,3,26.737,43
H 窒息量,3236,2026-03-18,1,29.851,42
H 窒息量,8358,2026-03-18,1,-15.14,3
H 窒息量,3624,2026-03-18,1,-7.355,2
H 窒息量,9955,2026-03-18,1,-4.475,1
H 窒息量,2613,2026-03-18,1,-7.2,2
H 窒息量,1313,2026-03-19,2,-7.989,5
H 窒息量,2615,2026-03-19,1,-2.338,1
H 窒息量,6202,2026-03-19,1,-6.932,3
H 窒息量,3289,2026-03-19,1,16.268,41
H 窒息量,4952,2026-03-19,1,-5.082,1
H 窒息量,3260,2026-03-20,3,-20.633,1
H 窒息量,4973,2026-03-20,2,-19.426,1
H 窒息量,2108,2026-03-20,1,-7.764,12
H 窒息量,5608,2026-03-20,2,-5.142,1
H 窒息量,5289,2026-03-20,2,-17.356,1
H 窒息量,2105,2026-03-23,3,7.893,39
H 窒息量,2395,2026-03-23,1,-1.041,1
H 窒息量,6442,2026-03-23,1,2.272,1
H 窒息量,5011,2026-03-23,1,-7.138,2
H 窒息量,1225,2026-03-23,1,-6.181,36
H 窒息量,7827,2026-03-24,1,0.179,38
H 窒息量,8329,2026-03-24,1,-3.174,38
H 窒息量,3546,2026-03-24,1,-4.475,11
H 窒息量,3492,2026-03-24,2,-3.731,6
H 窒息量,4575,2026-03-24,2,22.83,38
H 窒息量,6761,2026-03-25,1,-11.462,5
H 窒息量,6246,2026-03-25,3,-5.158,20
H 窒息量,6819,2026-03-25,1,-6.36,3
H 窒息量,6754,2026-03-25,1,-2.053,36
H 窒息量,7708,2026-03-25,1,-1.133,4
H 窒息量,2485,2026-03-26,2,-5.843,7
H 窒息量,2426,2026-03-26,2,-12.34,1
H 窒息量,2243,2026-03-26,1,-5.412,6
H 窒息量,2468,2026-03-26,2,-7.995,1
H 窒息量,6526,2026-03-26,1,-4.558,3
H 窒息量,6182,2026-03-27,2,-5.325,2
H 窒息量,3034,2026-03-27,1,18.166,35
H 窒息量,6585,2026-03-27,1,-8.825,5
H 窒息量,6499,2026-03-27,2,-5.234,1
H 窒息量,4130,2026-03-27,1,-7.101,17
H 窒息量,8039,2026-03-30,1,22.305,34
H 窒息量,5351,2026-03-30,2,-0.598,2
H 窒息量,4167,2026-03-30,2,-6.121,7
H 窒息量,8271,2026-03-30,3,0.486,2
H 窒息量,6486,2026-03-30,1,-5.517,29
H 窒息量,3189,2026-03-31,3,-0.598,1
H 窒息量,6175,2026-03-31,2,-8.394,3
H 窒息量,5271,2026-03-31,2,-7.961,4
H 窒息量,6547,2026-03-31,1,-9.5,7
H 窒息量,8261,2026-03-31,1,-0.198,1
H 窒息量,6168,2026-04-01,1,6.635,32
H 窒息量,2451,2026-04-01,1,33.626,32
H 窒息量,6226,2026-04-01,1,-7.251,3
H 窒息量,7876,2026-04-01,2,-10.247,25
H 窒息量,2465,2026-04-01,1,41.788,32
H 窒息量,2369,2026-04-02,3,-5.116,1
H 窒息量,3437,2026-04-02,2,-8.694,1
H 窒息量,8240,2026-04-02,1,-7.811,2
H 窒息量,8489,2026-04-02,2,-7.752,24
H 窒息量,6786,2026-04-02,1,11.67,31
H 窒息量,1717,2026-04-07,1,16.621,30
H 窒息量,6530,2026-04-07,1,10.145,30
H 窒息量,3031,2026-04-07,1,17.718,30
H 窒息量,1721,2026-04-07,1,-8.244,1
H 窒息量,2032,2026-04-07,2,-5.208,9
H 窒息量,6141,2026-04-08,1,71.877,29
H 窒息量,7825,2026-04-08,1,-12.563,29
H 窒息量,3587,2026-04-08,2,31.538,29
H 窒息量,5481,2026-04-08,1,-1.486,1
H 窒息量,3675,2026-04-08,1,43.048,29
H 窒息量,2329,2026-04-09,1,-5.393,28
H 窒息量,4989,2026-04-09,1,23.487,28
H 窒息量,4938,2026-04-09,1,-2.826,3
H 窒息量,2406,2026-04-09,1,-8.526,11
H 窒息量,2323,2026-04-09,1,-2.381,1
H 窒息量,7737,2026-04-10,2,1.575,27
H 窒息量,2038,2026-04-10,2,-2.492,6
H 窒息量,4933,2026-04-10,1,12.866,27
H 窒息量,6174,2026-04-10,2,72.209,27
H 窒息量,2028,2026-04-10,1,-4.359,12
H 窒息量,6451,2026-04-13,2,-13.754,11
H 窒息量,1735,2026-04-13,1,-5.314,19
H 窒息量,3552,2026-04-13,2,-4.455,1
H 窒息量,4741,2026-04-13,2,7.393,26
H 窒息量,6959,2026-04-13,2,29.89,26
H 窒息量,2388,2026-04-14,1,31.65,25
H 窒息量,5452,2026-04-14,2,-6.872,2
H 窒息量,1907,2026-04-14,1,-1.75,4
H 窒息量,8059,2026-04-14,1,-5.802,25
H 窒息量,1471,2026-04-14,1,-5.916,10
H 窒息量,6282,2026-04-15,1,-4.363,24
H 窒息量,2436,2026-04-15,1,-5.074,1
H 窒息量,7781,2026-04-15,2,0.684,24
H 窒息量,6559,2026-04-15,3,-5.679,24
H 窒息量,6592,2026-04-15,1,-2.317,7
H 窒息量,1785,2026-04-16,2,3.003,23
H 窒息量,1905,2026-04-16,2,-6.507,3
H 窒息量,2912,2026-04-16,1,-2.96,8
H 窒息量,5493,2026-04-16,1,7.321,23
H 窒息量,6979,2026-04-16,1,23.166,23
H 窒息量,3714,2026-04-17,2,-13.395,6
H 窒息量,8021,2026-04-17,3,7.048,22
H 窒息量,3455,2026-04-17,1,45.772,22
H 窒息量,3205,2026-04-17,1,-5.688,2
