ticker,trade_date,open,high,low,close,volume,short_entry,cover_signal,market_regime,ret_5d_short,ret_10d_short,ret_20d_short,ret_close_basis_5d_short,ret_close_basis_10d_short,ret_close_basis_20d_short
1216,2025-08-26,77.5,77.5,76.3,76.3,18616972,True,False,bull,-0.023017902813299185,-0.03778337531486142,-0.025510204081632626,-0.024296675191815886,-0.03904282115869029,-0.026785714285714413
1217,2025-06-19,10.8,10.8,10.6,10.6,715549,True,False,range,0.00952380952380949,-0.0046948356807512415,-0.013953488372093092,0.00952380952380949,-0.0046948356807512415,-0.013953488372093092
1217,2025-06-23,10.5,10.5,10.2,10.3,816619,True,False,range,-0.014218009478673022,-0.014218009478673022,-0.028037383177569986,-0.023696682464455,-0.023696682464455,-0.03738317757009335
1220,2025-06-02,14.1,14.1,13.6,13.65,376654,True,False,bear,0.003676470588235281,0.007380073800737907,-0.03191489361702127,0.003676470588235281,0.007380073800737907,-0.03191489361702127
1225,2025-12-31,29.1,29.1,28.4,28.5,455879,True,False,bull,0.008833922261484162,-0.003490401396160525,0.00528169014084523,0.007067137809187329,-0.005235602094240788,0.0035211267605634866
1227,2025-06-02,34.1,34.1,33.4,33.45,964137,True,False,bear,0.013615733736762614,0.009036144578313143,0.022900763358778553,0.01210287443267788,0.0075301204819278045,0.021374045801526798
1227,2025-08-11,31.4,31.4,30.7,30.85,1350226,True,False,bull,0.006546644844517058,0.011513157894736947,0.009852216748768461,0.009819967266775809,0.014802631578947567,0.013136288998357948
1229,2025-06-20,44.1,44.15,43.35,43.35,10167652,True,False,range,-0.008036739380022806,-0.020408163265306034,-0.10927835051546386,-0.004592422502870175,-0.017006802721088454,-0.10618556701030923
1229,2025-06-23,43.2,43.2,42.2,42.35,2125910,True,False,range,-0.010465116279069875,-0.07096069868995636,-0.12268041237113403,-0.015116279069767424,-0.0753275109170305,-0.1268041237113402
1229,2026-01-05,47.0,47.1,46.2,46.25,4206255,True,False,bull,0.0,-0.009635974304068595,0.017601760176017445,0.0,-0.009635974304068595,0.017601760176017445
1231,2025-06-03,134.0,134.0,131.0,131.0,533541,True,False,bear,0.0,-0.03663003663003661,-0.08362369337979092,-0.0038022813688213253,-0.04029304029304026,-0.08710801393728218
1231,2025-10-03,125.0,125.0,119.5,121.5,1278799,True,False,range,0.05701754385964919,0.0855855855855856,0.10550458715596323,0.06578947368421062,0.09459459459459452,0.1146788990825689
1231,2025-11-10,108.0,108.0,102.5,103.5,928826,True,False,bear,0.042944785276073594,0.050463439752832295,0.034482758620689724,0.05828220858895716,0.06591143151390333,0.04969574036511171
1231,2026-01-05,95.7,96.1,93.5,94.0,1063732,True,False,bull,-0.0031813361611876534,-0.002123142250530785,0.005347593582887722,-0.0031813361611876534,-0.002123142250530785,0.005347593582887722
1231,2026-02-23,93.5,93.9,91.6,91.8,875583,True,False,bull,0.07845433255269296,0.10299401197604774,0.021064301552106368,0.07494145199063218,0.09940119760479038,0.01773835920177369
1231,2026-02-24,92.1,92.6,90.1,90.4,826094,True,False,bull,0.09310761789600974,0.02262443438914019,-0.013100436681222627,0.09310761789600974,0.02262443438914019,-0.013100436681222627
1231,2026-02-25,90.4,90.4,87.7,87.9,1955776,True,False,bull,0.07833537331701335,0.001136363636363491,-0.05064655172413801,0.07588739290085678,-0.001136363636363602,-0.05280172413793094
1231,2026-02-26,88.1,88.8,86.5,86.5,1122431,True,False,bull,0.023668639053254337,-0.03135498320268759,-0.061822125813449036,0.023668639053254337,-0.03135498320268759,-0.061822125813449036
1235,2026-01-19,44.75,44.8,43.5,43.5,41308,True,False,bull,0.02676399026763998,-0.0174621653084982,-0.040909090909090895,0.058394160583941535,0.012805587892898762,-0.011363636363636354
1294,2025-06-16,76.9,76.9,74.6,75.0,39887,True,False,range,0.024725274725274637,0.06267806267806253,0.014965986394557707,0.030219780219780334,0.06837606837606836,0.020408163265306145
1294,2026-01-13,75.8,75.8,74.3,74.3,84176,True,False,bull,-0.04387096774193555,-0.04387096774193555,-0.07950310559006213,-0.041290322580645245,-0.041290322580645245,-0.07701863354037275
1295,2025-12-30,87.3,87.3,84.6,85.6,164056,True,False,bull,0.017964071856287456,-0.01392111368909521,-0.004683840749414636,0.025149700598802394,-0.006960556844547661,0.0023419203747070405
1295,2026-01-05,86.4,86.4,83.0,84.0,162948,True,False,bull,-0.05136986301369861,-0.015402843601895921,0.04528301886792452,-0.041095890410958846,-0.004739336492891044,0.05660377358490565
1295,2026-01-30,84.2,84.2,80.8,81.6,127895,True,False,bull,0.0793650793650793,0.03816793893129766,0.16905444126074487,0.0793650793650793,0.03816793893129766,0.16905444126074487
1303,2025-05-27,30.15,30.45,29.6,29.6,10402300,True,False,range,0.06583629893238419,0.0,0.07540394973070019,0.053380782918149405,-0.011686143572620988,0.06283662477558338
1303,2025-05-29,29.95,29.95,28.65,28.65,28153419,True,False,range,-0.03071672354948818,-0.03401360544217691,0.010676156583629748,-0.022184300341297036,-0.025510204081632626,0.019572953736654686
1304,2025-05-29,9.86,9.95,9.62,9.67,2838815,True,False,range,-0.015384615384615441,0.010526315789473717,0.009463722397476282,-0.008205128205128198,0.017894736842105186,0.01682439537329139
1305,2025-06-02,10.8,10.8,10.25,10.3,706117,True,False,bear,0.0,-0.004784688995215225,0.060142711518858194,-0.009615384615384581,-0.014354066985645786,0.04994903160040787
1305,2026-01-02,10.95,11.0,10.7,10.75,1731917,True,False,bull,-0.0358744394618834,-0.09663865546218486,-0.13654618473895574,-0.0358744394618834,-0.09663865546218486,-0.13654618473895574
1307,2025-06-10,37.45,37.45,36.5,36.5,2759772,True,False,bull,-0.021390374331550777,-0.022696929238985364,0.00273972602739736,-0.024064171122994638,-0.025367156208277786,0.0
1307,2025-08-11,31.9,31.9,31.2,31.2,1908034,True,False,bull,-0.032558139534883734,-0.021943573667711602,0.014634146341463428,-0.032558139534883734,-0.021943573667711602,0.014634146341463428
1307,2025-09-11,30.3,30.4,29.4,29.4,1470577,True,False,range,-0.01005025125628145,-0.03588907014681886,-0.015000000000000013,-0.015075376884422176,-0.04078303425774876,-0.020000000000000018
1308,2025-06-02,12.0,12.0,11.5,11.55,918777,True,False,bear,-0.03361344537815125,-0.0944881889763779,0.0,-0.02941176470588236,-0.09055118110236204,0.004347826086956497
1308,2025-09-11,11.8,11.8,11.5,11.5,1927371,True,False,range,-0.012820512820512664,-0.02941176470588236,-0.12499999999999989,-0.017094017094017033,-0.03361344537815125,-0.12878787878787878
1309,2025-06-02,11.55,11.55,11.1,11.2,460302,True,False,bear,0.03686635944700467,0.05140186915887868,0.11386138613861396,0.032258064516129004,0.04672897196261672,0.10891089108910879
1310,2025-05-22,8.92,8.92,8.75,8.75,396488,True,False,range,0.03928571428571437,0.08447204968944089,0.13082901554404147,0.04166666666666652,0.08695652173913038,0.13341968911917101
1310,2025-05-28,8.92,8.92,8.68,8.68,492059,True,False,range,0.09090909090909105,0.09499999999999997,0.11877394636015315,0.08094645080946461,0.08499999999999996,0.10855683269476368
1310,2025-05-29,8.76,8.77,8.4,8.4,954890,True,False,range,0.03105590062111796,0.04271356783919611,0.06410256410256432,0.04347826086956519,0.05527638190954787,0.0769230769230771
1312,2025-09-11,9.62,9.64,9.37,9.4,3706547,True,False,range,0.0010638297872340718,-0.023858921161825752,-0.05899999999999994,0.0,-0.024896265560165998,-0.05999999999999994
1313,2025-06-02,8.2,8.2,7.9,7.91,1598105,True,False,bear,-0.01975308641975304,-0.025766871165644134,0.03790849673202623,-0.023456790123456694,-0.02944785276073625,0.03398692810457504
1313,2025-06-19,7.94,7.94,7.69,7.7,2658121,True,False,range,-0.005154639175257714,-0.03379224030037553,-0.1966701352757544,-0.0077319587628865705,-0.03629536921151444,-0.19875130072840785
1313,2025-06-20,7.72,7.76,7.57,7.59,1565672,True,False,range,-0.028277634961439646,-0.049056603773585006,-0.2075471698113207,-0.024421593830334265,-0.04528301886792452,-0.2044025157232704
1314,2025-05-29,7.09,7.09,6.91,6.92,13744672,True,False,range,0.005822416302765587,0.046969696969697106,0.0406626506024097,0.00727802037845704,0.048484848484848575,0.04216867469879526
1314,2025-06-19,6.58,6.59,6.48,6.48,7693307,True,False,range,-0.007645259938837912,-0.0566860465116279,-0.05393586005830908,-0.00917431192660545,-0.05813953488372081,-0.055393586005830886
1319,2025-08-19,100.5,100.5,97.8,97.8,4198039,True,False,bull,-0.007157464212678932,-0.03861386138613865,0.011458333333333348,0.0,-0.03168316831683171,0.018750000000000044
1319,2025-09-26,93.8,94.0,91.7,92.2,2790452,True,False,range,-0.030366492146596924,0.01870187018701852,-0.04239917269906934,-0.034554973821989465,0.014301430143014215,-0.04653567735263697
1319,2025-12-09,95.1,95.1,91.0,91.9,5204246,True,False,range,0.036076662908681056,-0.034663865546218475,-0.034663865546218475,0.036076662908681056,-0.034663865546218475,-0.034663865546218475
1319,2025-12-10,91.9,91.9,89.7,90.2,4229121,True,False,range,-0.03347732181425478,-0.06673618352450472,-0.05491024287222812,-0.02591792656587466,-0.05943691345151203,-0.04751847940865894
1319,2026-04-13,80.8,80.8,77.1,78.4,4282071,True,False,bull,0.01025641025641022,0.07065217391304346,,0.00512820512820511,0.0652173913043479,
1319,2026-04-23,78.6,78.7,74.6,75.6,4488514,True,False,bull,0.021390374331550888,-0.04738154613466328,,0.010695187165775444,-0.057356608478803084,
1321,2026-01-19,33.85,34.15,32.65,33.3,568714,True,False,bull,-0.013313609467455523,0.007552870090634434,-0.008915304606240682,-0.014792899408283988,0.0060422960725075026,-0.010401188707280906
