date,ticker,market_value
2025-06-30,6462,10813214349
2025-06-30,6464,10124418923
2025-06-30,6465,851155834
2025-06-30,6469,19930664282
2025-06-30,6470,1914860280
2025-06-30,6472,86189155245
2025-06-30,6477,3540313806
2025-06-30,6482,1467516260
2025-06-30,6485,2425239629
2025-06-30,6486,4122356166
2025-06-30,6488,144151288088
2025-06-30,6491,23166000000
2025-06-30,6492,3229330320
2025-06-30,6494,1137726825
2025-06-30,6496,1138947782
2025-06-30,6498,5539032702
2025-06-30,6499,11761223858
2025-06-30,6504,4464900000
2025-06-30,6505,342934547472
2025-06-30,6506,1363071670
2025-06-30,6508,2362510987
2025-06-30,6509,6433563014
2025-06-30,6510,27444411414
2025-06-30,6512,522882000
2025-06-30,6515,46425913170
2025-06-30,6516,3999922385
2025-06-30,6517,2210865532
2025-06-30,6523,5968810313
2025-06-30,6525,8517127344
2025-06-30,6526,88777943620
2025-06-30,6527,2214893850
2025-06-30,6530,1701000000
2025-06-30,6531,48585177368
2025-06-30,6532,2362788776
2025-06-30,6533,14942018745
2025-06-30,6534,8080080000
2025-06-30,6535,24731664863
2025-06-30,6538,3390366000
2025-06-30,6541,12527044268
2025-06-30,6542,0
2025-06-30,6546,5576308095
2025-06-30,6547,13823897553
2025-06-30,6548,29037429785
2025-06-30,6550,29738714649
2025-06-30,6552,2075000000
2025-06-30,6556,2297125000
2025-06-30,6558,5224040338
2025-06-30,6560,1040163543
2025-06-30,6561,31534160665
2025-06-30,6568,3992744000
2025-06-30,6569,4642754655
2025-06-30,6570,1460639340
2025-06-30,6573,767963751
2025-06-30,6574,1851558000
2025-06-30,6576,9910314624
2025-06-30,6577,4822829644
2025-06-30,6578,1334522264
2025-06-30,6579,20164695299
2025-06-30,6581,11850349466
2025-06-30,6582,3753255884
2025-06-30,6584,11245361600
2025-06-30,6585,7898627777
2025-06-30,6588,919571863
2025-06-30,6589,18811211082
2025-06-30,6590,1604098925
2025-06-30,6591,2555703364
2025-06-30,6592,41938028179
2025-06-30,6592A,4695000000
2025-06-30,6592B,4750000000
2025-06-30,6593,1842350411
2025-06-30,6596,5757000000
2025-06-30,6597,2391363100
2025-06-30,6598,2019775574
2025-06-30,6603,2767500798
2025-06-30,6605,31753840026
2025-06-30,6606,2696927494
2025-06-30,6609,3293136381
2025-06-30,6612,5104558140
2025-06-30,6613,12370436115
2025-06-30,6615,712582200
2025-06-30,6616,356558654
2025-06-30,6617,11348042900
2025-06-30,6624,725580000
2025-06-30,6625,5652317580
2025-06-30,6629,3314348359
2025-06-30,6637,2659552000
2025-06-30,6640,18605937000
2025-06-30,6641,821250000
2025-06-30,6642,2176660328
2025-06-30,6643,21944034000
2025-06-30,6645,1202064988
2025-06-30,6649,1604400000
2025-06-30,6651,2799264667
2025-06-30,6654,2521314176
2025-06-30,6655,9990905308
2025-06-30,6657,5966683400
2025-06-30,6658,3120546000
2025-06-30,6661,482397934
2025-06-30,6662,870821600
2025-06-30,6664,13222560368
2025-06-30,6666,2009251200
2025-06-30,6667,10390247550
2025-06-30,6668,4460455611
2025-06-30,6669,470177201230
2025-06-30,6670,41397930981
2025-06-30,6671,2469487500
2025-06-30,6672,5107584268
2025-06-30,6674,1767561049
2025-06-30,6679,12067086033
2025-06-30,6680,1708424278
2025-06-30,6683,9582006350
2025-06-30,6684,2571082919
2025-06-30,6689,5406000000
2025-06-30,6690,5219951280
2025-06-30,6691,46004355030
2025-06-30,6692,2204114625
2025-06-30,6693,2583180000
2025-06-30,6695,4125791813
2025-06-30,6697,1248677735
2025-06-30,6698,1945219763
2025-06-30,6703,3315886652
2025-06-30,6706,4737702560
2025-06-30,6708,1276386276
2025-06-30,6712,13621327747
2025-06-30,6715,7898161495
2025-06-30,6716,1576585671
2025-06-30,6719,21340926023
2025-06-30,6720,3832465328
2025-06-30,6721,1370250000
2025-06-30,6727,1771667264
2025-06-30,6728,5690790000
2025-06-30,6732,9342310038
2025-06-30,6733,3746319184
2025-06-30,6735,2133182048
2025-06-30,6739,8629923750
2025-06-30,6741,10104436149
2025-06-30,6742,4247569701
2025-06-30,6743,4492500000
2025-06-30,6747,5249600000
2025-06-30,6751,0
2025-06-30,6752,5306271000
2025-06-30,6753,11166671250
2025-06-30,6754,4158000000
2025-06-30,6756,6923918800
2025-06-30,6757,39749345000
2025-06-30,6761,3111089275
2025-06-30,6762,7362382746
2025-06-30,6763,12128178667
2025-06-30,6767,1132406907
2025-06-30,6768,21310123997
2025-06-30,6770,64496197935
2025-06-30,6771,1786585350
2025-06-30,6776,4788829941
2025-06-30,6781,90543906800
2025-06-30,6782,11529000000
2025-06-30,6785,9285200000
2025-06-30,6788,9316893762
2025-06-30,6789,73507759549
2025-06-30,6790,11419765648
2025-06-30,6791,2136817500
2025-06-30,6792,2475154303
2025-06-30,6794,3763927575
2025-06-30,6796,2888402681
2025-06-30,6799,4047558502
2025-06-30,6803,21739569300
2025-06-30,6804,799750000
2025-06-30,6805,55665763552
2025-06-30,6806,22081289321
2025-06-30,6807,3839400000
2025-06-30,6811,10009933500
2025-06-30,6821,1260715580
2025-06-30,6823,1117860543
2025-06-30,6829,7189033500
2025-06-30,6830,6265603366
2025-06-30,6834,2689520893
2025-06-30,6835,2911581068
2025-06-30,6838,5571054990
2025-06-30,6840,1378913900
2025-06-30,6841,6709577250
2025-06-30,6843,1954944800
2025-06-30,6844,3761558220
2025-06-30,6846,2113606710
2025-06-30,6854,22947331290
2025-06-30,6855,3196835950
2025-06-30,6856,1582020000
2025-06-30,6859,5992415000
2025-06-30,6861,1972753375
2025-06-30,6862,7000000000
2025-06-30,6863,11532752000
2025-06-30,6865,939104000
2025-06-30,6869,22604126724
2025-06-30,6870,4967130000
2025-06-30,6872,1499688233
2025-06-30,6873,28790934055
2025-06-30,6874,1940400000
2025-06-30,6875,5421628968
2025-06-30,6877,3620738163
2025-06-30,6881,3450000000
2025-06-30,6885,4352999000
2025-06-30,6887,6173905450
2025-06-30,6890,69832000000
2025-06-30,6894,3974600000
2025-06-30,6895,6138000000
2025-06-30,6899,2208961381
2025-06-30,6901,17419310000
2025-06-30,6902,2786103074
2025-06-30,6903,7334360000
2025-06-30,6904,2460500000
2025-06-30,6906,4410168100
2025-06-30,6909,3076463860
2025-06-30,6913,5631732360
2025-06-30,6914,9768335000
2025-06-30,6916,1383750000
2025-06-30,6918,3329187300
2025-06-30,6919,209133762170
2025-06-30,6922,4665841168
2025-06-30,6923,7396984000
2025-06-30,6924,1476180000
2025-06-30,6925,3340050100
2025-06-30,6928,3680800000
2025-06-30,6929,0
2025-06-30,6931,3426681888
2025-06-30,6933,5351641189
2025-06-30,6936,2793945600
2025-06-30,6937,14599064808
2025-06-30,6944,32927036628
2025-06-30,6949,8850042050
2025-06-30,6951,3565000000
2025-06-30,6952,3256639250
2025-06-30,6953,5072467400
2025-06-30,6955,4097521000
2025-06-30,6957,9742522725
2025-06-30,6958,8252495235
2025-06-30,6962,26343216228
2025-06-30,6965,15575000000
2025-06-30,6967,1200395791
2025-06-30,6968,2665793000
2025-06-30,6969,1357887347
2025-06-30,6982,2461295100
2025-06-30,6988,861560000
2025-06-30,6994,7332000000
2025-06-30,6996,6099262952
2025-06-30,6997,2475256000
2025-06-30,7402,2867674869
2025-06-30,7556,4369430206
2025-06-30,7584,1130994910
2025-06-30,7631,2376000000
2025-06-30,7642,3844125000
2025-06-30,7703,4899045000
2025-06-30,7704,2029639562
2025-06-30,7705,3402466156
2025-06-30,7708,2473500000
2025-06-30,7709,1589526381
2025-06-30,7712,3923705697
2025-06-30,7713,2774209423
2025-06-30,7714,1942500000
2025-06-30,7715,1347108000
2025-06-30,7718,2146305209
2025-06-30,7722,49776000000
2025-06-30,7723,2401897648
2025-06-30,7728,3699039360
2025-06-30,7732,2696100000
2025-06-30,7734,25126875000
2025-06-30,7736,7638000000
2025-06-30,7740,10879400000
2025-06-30,7743,1076258471
2025-06-30,7749,30680580480
2025-06-30,8011,3326733915
2025-06-30,8016,24327717390
2025-06-30,8021,6497647342
2025-06-30,8024,607403345
2025-06-30,8027,9157032100
2025-06-30,8028,23563726505
2025-06-30,8032,2155308480
2025-06-30,8033,9096734590
2025-06-30,8034,1032700942
2025-06-30,8038,2354115582
2025-06-30,8039,11728950654
2025-06-30,8040,5553439142
2025-06-30,8042,3760887048
2025-06-30,8043,1821883476
2025-06-30,8044,7074259036
2025-06-30,8045,6307788516
2025-06-30,8046,72370534544
2025-06-30,8047,574995533
2025-06-30,8048,2342853531
2025-06-30,8049,3276350682
2025-06-30,8050,12208093083
2025-06-30,8054,12269617656
2025-06-30,8059,6615844650
2025-06-30,8064,6411413820
2025-06-30,8066,629898960
2025-06-30,8067,272205000
2025-06-30,8068,1502246651
2025-06-30,8069,254126608697
2025-06-30,8070,27574641290
2025-06-30,8071,1078512880
2025-06-30,8072,3992000000
2025-06-30,8074,1635684213
2025-06-30,8076,7495278635
2025-06-30,8077,893188728
2025-06-30,8080,1863332720
2025-06-30,8081,18570081516
2025-06-30,8083,5586177687
2025-06-30,8084,2474703704
2025-06-30,8085,2778663741
2025-06-30,8086,15308605982
2025-06-30,8087,1632464434
2025-06-30,8088,1989095105
2025-06-30,8089,2716213900
2025-06-30,8091,5829992597
2025-06-30,8092,1143446500
2025-06-30,8093,1014749984
2025-06-30,8096,6571094904
2025-06-30,8097,4366861335
2025-06-30,8099,6703992000
2025-06-30,8101,494893172
2025-06-30,8103,4332472570
2025-06-30,8104,3524006904
2025-06-30,8105,5563465123
2025-06-30,8107,1215000000
2025-06-30,8109,6720789105
2025-06-30,8110,6963601332
2025-06-30,8111,5367829372
2025-06-30,8112,23611861825
2025-06-30,8112A,1275000000
2025-06-30,8114,22075199108
2025-06-30,8121,4206626424
2025-06-30,8131,12338000022
2025-06-30,8147,4304253596
2025-06-30,8150,19599121396
2025-06-30,8155,6692106000
2025-06-30,8162,2658767400
2025-06-30,8163,9422000034
2025-06-30,8171,3486028304
2025-06-30,8176,756445550
2025-06-30,8182,2943633413
2025-06-30,8183,3334404370
2025-06-30,8201,657964201
2025-06-30,8210,58921004056
2025-06-30,8213,8300020133
2025-06-30,8215,7551884805
2025-06-30,8222,3510963200
2025-06-30,8227,6544366500
2025-06-30,8234,11538202762
2025-06-30,8240,2990131979
2025-06-30,8249,7016018850
2025-06-30,8255,11909837160
2025-06-30,8261,9672964930
2025-06-30,8271,6822651098
2025-06-30,8272,1487524217
2025-06-30,8277,894297410
2025-06-30,8279,3550211481
2025-06-30,8284,3281013600
2025-06-30,8289,1397425494
2025-06-30,8291,0
2025-06-30,8299,103902862984
2025-06-30,8341,9438000000
2025-06-30,8342,2615861976
2025-06-30,8349,10062583922
2025-06-30,8354,1174057332
2025-06-30,8358,14675362800
2025-06-30,8367,4327476855
2025-06-30,8374,10854622093
2025-06-30,8383,5096469594
2025-06-30,8390,5805414131
2025-06-30,8401,1803051650
2025-06-30,8403,3539323107
2025-06-30,8404,8058731195
2025-06-30,8409,752000000
2025-06-30,8410,1606265880
2025-06-30,8411,2795575283
2025-06-30,8415,34967850000
2025-06-30,8416,4485502890
2025-06-30,8421,822257100
2025-06-30,8422,20398185262
2025-06-30,8423,769482102
2025-06-30,8424,2649996048
2025-06-30,8426,1507275000
2025-06-30,8429,1487834680
2025-06-30,8431,1811172466
2025-06-30,8432,1846950534
2025-06-30,8433,3193871932
2025-06-30,8435,2123930150
2025-06-30,8436,14362917260
2025-06-30,8437,992909703
2025-06-30,8438,2164735850
2025-06-30,8440,1577579350
2025-06-30,8442,5634284828
2025-06-30,8443,811620000
2025-06-30,8444,1601769253
2025-06-30,8446,4931622546
2025-06-30,8450,1018502448
2025-06-30,8454,67884141945
2025-06-30,8455,496815403
2025-06-30,8462,10032216970
2025-06-30,8463,3450000000
2025-06-30,8464,119405731500
2025-06-30,8466,2131344268
2025-06-30,8467,8578125663
2025-06-30,8472,514338200
2025-06-30,8473,5751106892
2025-06-30,8476,3407640339
2025-06-30,8477,763630330
2025-06-30,8478,18170721854
2025-06-30,8481,3163588635
2025-06-30,8482,6489617600
2025-06-30,8487,2048502000
2025-06-30,8488,830550000
2025-06-30,8489,1636418687
2025-06-30,8499,7156258583
2025-06-30,8905,3708612000
2025-06-30,8906,1620575216
2025-06-30,8908,12812306062
2025-06-30,8916,7693276784
2025-06-30,8917,0
2025-06-30,8921,829340430
2025-06-30,8923,0
2025-06-30,8924,4843640000
2025-06-30,8926,32607091300
2025-06-30,8927,18539717065
2025-06-30,8928,1462052931
2025-06-30,8929,915513602
2025-06-30,8930,2658805695
2025-06-30,8931,6540635117
2025-06-30,8932,21473304060
2025-06-30,8933,1973414802
2025-06-30,8935,1940764500
2025-06-30,8936,13346604847
2025-06-30,8937,15092210030
2025-06-30,8938,9982568827
2025-06-30,8940,1400438914
2025-06-30,8941,2010894083
2025-06-30,8942,9236222745
2025-06-30,8996,23508158795
2025-06-30,9103,1033823445
2025-06-30,910322,502381483
2025-06-30,9105,10163952987
2025-06-30,910861,0
2025-06-30,9110,0
2025-06-30,911608,0
2025-06-30,911622,120000000
2025-06-30,911868,172200000
2025-06-30,912000,414163142
2025-06-30,9136,928000000
2025-06-30,9802,21003629829
2025-06-30,9902,1804112640
2025-06-30,9904,91203064242
2025-06-30,9905,6984500000
2025-06-30,9906,6949941930
2025-06-30,9907,31030205970
2025-06-30,9908,16187823300
2025-06-30,9910,120966646798
2025-06-30,9911,18905861574
2025-06-30,9912,650413171
2025-06-30,9914,30795331400
2025-06-30,9917,49631680230
2025-06-30,9918,7194417502
2025-06-30,9919,3477456950
2025-06-30,9921,42539011921
2025-06-30,9924,8725335471
2025-06-30,9925,16100193088
2025-06-30,9926,9298311085
2025-06-30,9927,11662101820
2025-06-30,9928,1142202015
2025-06-30,9929,1428048000
2025-06-30,9930,18690235674
2025-06-30,9931,4128667093
2025-06-30,9933,21133656101
2025-06-30,9934,4081398433
2025-06-30,9935,4179214761
2025-06-30,9937,20520455200
2025-06-30,9938,16090050708
2025-06-30,9939,46734263050
2025-06-30,9940,18494847150
2025-06-30,9941,56467184476
2025-06-30,9941A,5130000000
2025-06-30,9942,9438809820
2025-06-30,9943,9788412082
2025-06-30,9944,1800437700
2025-06-30,9945,84615696309
2025-06-30,9946,6563738415
2025-06-30,9949,777188804
2025-06-30,9950,1962277200
2025-06-30,9951,3962210000
2025-06-30,9955,2957738531
2025-06-30,9958,60884509605
2025-06-30,9960,811258875
2025-06-30,9962,1096176159
2025-07-31,0050,669866475000
2025-07-31,0051,2000475000
2025-07-31,0052,14514500000
2025-07-31,0053,551174000
2025-07-31,0055,1795981020
2025-07-31,0056,483877897860
2025-07-31,0057,233249250
2025-07-31,0061,2693098200
2025-07-31,006201,385551100
2025-07-31,006203,963557400
2025-07-31,006204,181800000
2025-07-31,006205,4473834810
2025-07-31,006206,1300966920
2025-07-31,006207,744310800
2025-07-31,006208,242109324000
2025-07-31,00625K,0
2025-07-31,00631L,43666196800
2025-07-31,00632R,43662201847
2025-07-31,00633L,10684965800
2025-07-31,00634R,164721600
2025-07-31,00635U,5141353300
2025-07-31,00636,4005179500
2025-07-31,00636K,468855
2025-07-31,00637L,27920337660
2025-07-31,00638R,360568960
2025-07-31,00639,2143025770
2025-07-31,00640L,776289150
2025-07-31,00641R,372608040
2025-07-31,00642U,1952570340
2025-07-31,00643,1497778490
2025-07-31,00643K,0
2025-07-31,00645,2098502750
2025-07-31,00646,33262047750
2025-07-31,00647L,969377200
2025-07-31,00648R,781751040
2025-07-31,00650L,2815166380
2025-07-31,00651R,223869440
2025-07-31,00652,3720108750
2025-07-31,00653L,1035884400
2025-07-31,00654R,134182400
2025-07-31,00655L,3592769880
2025-07-31,00656R,138907620
2025-07-31,00657,340527880
2025-07-31,00657K,46777
2025-07-31,00660,434621400
2025-07-31,00661,1257258750
2025-07-31,00662,54375139000
2025-07-31,00663L,1207099150
2025-07-31,00664R,2696347500
2025-07-31,00665L,5739907600
2025-07-31,00666R,126833520
2025-07-31,00668,464257100
2025-07-31,00668K,40550
2025-07-31,00669R,1356702000
2025-07-31,00670L,10462524500
2025-07-31,00671R,2224621200
2025-07-31,00673R,4408730480
2025-07-31,00674R,697643100
2025-07-31,00675L,16448195700
2025-07-31,00676R,1340117260
2025-07-31,00678,234348120
2025-07-31,00679B,235063819000
2025-07-31,00680L,25098535800
2025-07-31,00681R,159018360
2025-07-31,00682U,114798960
2025-07-31,00683L,282517020
2025-07-31,00684R,134837760
2025-07-31,00685L,2023505550
2025-07-31,00686R,257834760
2025-07-31,00687B,195909873131
2025-07-31,00687C,26281252
2025-07-31,00688L,11090626150
2025-07-31,00689R,137555170
2025-07-31,00690,2778437900
2025-07-31,00692,32007741800
2025-07-31,00693U,917378700
2025-07-31,00694B,6895136160
2025-07-31,00695B,1134291480
2025-07-31,00696B,27501181890
2025-07-31,00697B,2100277120
2025-07-31,00700,1080331070
2025-07-31,00701,5510078240
2025-07-31,00702,135145920
2025-07-31,00703,316185000
2025-07-31,00706L,4899008080
2025-07-31,00707R,170907450
2025-07-31,00708L,4262136900
2025-07-31,00709,557497800
2025-07-31,00710B,3761311080
2025-07-31,00711B,15174415880
2025-07-31,00712,38925679490
2025-07-31,00713,152301359000
2025-07-31,00714,538107840
2025-07-31,00715L,6672524040
2025-07-31,00717,2250413850
2025-07-31,00719B,16146575620
2025-07-31,00720B,128911512670
2025-07-31,00722B,52021954150
2025-07-31,00723B,45438543280
2025-07-31,00724B,92100855000
2025-07-31,00725B,120319513360
2025-07-31,00726B,36989447790
2025-07-31,00727B,3344462190
2025-07-31,00728,1549411050
2025-07-31,00730,2071646720
2025-07-31,00731,3580480000
2025-07-31,00733,6510616200
2025-07-31,00734B,410451930
2025-07-31,00735,486111620
2025-07-31,00736,150319780
2025-07-31,00737,748937740
2025-07-31,00738U,2678644780
2025-07-31,00739,714611920
2025-07-31,00740B,61441197580
2025-07-31,00741B,599938240
2025-07-31,00746B,81010308560
2025-07-31,00749B,29982290000
2025-07-31,00750B,4734750000
2025-07-31,00751B,149569929740
2025-07-31,00752,8252719200
2025-07-31,00753L,9507574440
2025-07-31,00754B,29666637000
2025-07-31,00755B,6715886100
2025-07-31,00756B,41988570000
2025-07-31,00757,43247210500
2025-07-31,00758B,291128000
2025-07-31,00759B,2494898750
2025-07-31,00760B,23794139000
2025-07-31,00761B,88501036580
2025-07-31,00762,3926437200
2025-07-31,00763U,723427850
2025-07-31,00764B,37306620000
2025-07-31,00768B,28801780000
2025-07-31,00770,5834138860
2025-07-31,00771,253272250
2025-07-31,00772B,112046630100
2025-07-31,00773B,90888785900
2025-07-31,00775B,7150124000
2025-07-31,00777B,59036367500
2025-07-31,00778B,49030235500
2025-07-31,00779B,31761588000
2025-07-31,00780B,12353261800
2025-07-31,00781B,178611840
2025-07-31,00782B,512132440
2025-07-31,00783,220289070
2025-07-31,00785B,34676271200
2025-07-31,00786B,1061155900
2025-07-31,00787B,501898680
2025-07-31,00788B,1053301860
2025-07-31,00789B,20389174000
2025-07-31,00791B,13969930000
2025-07-31,00792B,60397757150
2025-07-31,00793B,133109660
2025-07-31,00794B,46684710
2025-07-31,00795B,53241331920
2025-07-31,00799B,333967200
2025-07-31,00830,40624948300
2025-07-31,00834B,701930300
2025-07-31,00836B,13539832830
2025-07-31,00840B,1715178660
2025-07-31,00841B,2005426800
2025-07-31,00842B,292716990
2025-07-31,00844B,7006914250
2025-07-31,00845B,7942466700
2025-07-31,00846B,2546487500
2025-07-31,00847B,229275200
2025-07-31,00848B,5611072260
2025-07-31,00849B,17024208780
2025-07-31,00850,21239124920
2025-07-31,00851,484822500
2025-07-31,00852L,349628400
2025-07-31,00853B,3913764400
2025-07-31,00856B,278953600
2025-07-31,00857B,14613088000
2025-07-31,00858,4137587160
2025-07-31,00859B,178139390
2025-07-31,00860B,152116370
2025-07-31,00861,3781980480
2025-07-31,00862B,24333915260
2025-07-31,00863B,17529384000
2025-07-31,00864B,6504186260
2025-07-31,00865B,1933047360
2025-07-31,00867B,16684695000
2025-07-31,00870B,16751265860
2025-07-31,00875,690526800
2025-07-31,00876,3958757760
2025-07-31,00877,2874902120
2025-07-31,00878,442698129500
2025-07-31,00881,62728818300
2025-07-31,00882,36853835460
2025-07-31,00883B,316607940
2025-07-31,00884B,2111891400
2025-07-31,00885,16527687240
2025-07-31,00886,229010500
2025-07-31,00887,4934532010
2025-07-31,00888,5305235240
2025-07-31,00890B,646383320
2025-07-31,00891,19991475800
2025-07-31,00892,5059789560
2025-07-31,00893,12887017440
2025-07-31,00894,2690995300
2025-07-31,00895,6493623960
2025-07-31,00896,3853387200
2025-07-31,00897,1372642560
2025-07-31,00898,1386473760
2025-07-31,00899,379871700
2025-07-31,00900,29356915750
2025-07-31,00901,1512501690
2025-07-31,00902,4216653480
2025-07-31,00903,1755067380
2025-07-31,00904,1803017120
2025-07-31,00905,6211108800
2025-07-31,00907,3527426010
2025-07-31,00908,535714080
2025-07-31,00909,5588216560
2025-07-31,00910,970338680
2025-07-31,00911,644489640
2025-07-31,00912,1448329110
2025-07-31,00913,238379160
2025-07-31,00915,29587433790
2025-07-31,00916,2025711170
2025-07-31,00917,824767580
2025-07-31,00918,82038553960
2025-07-31,00919,404340775500
2025-07-31,00920,186716800
2025-07-31,00921,2202246600
2025-07-31,00922,34847873160
2025-07-31,00923,18862382140
2025-07-31,00924,14208264910
2025-07-31,00926,2509415520
2025-07-31,00927,12340674990
2025-07-31,00928,665340000
2025-07-31,00929,155302260300
2025-07-31,00930,5941235790
2025-07-31,00931B,30077500220
2025-07-31,00932,4283343880
2025-07-31,00933B,83719744460
2025-07-31,00934,14058051920
2025-07-31,00935,8703753840
2025-07-31,00936,11291977970
2025-07-31,00937B,233618799300
2025-07-31,00938,2428212600
2025-07-31,00939,34404871680
2025-07-31,00940,121950423400
2025-07-31,00941,13409428500
2025-07-31,00942B,10364197890
2025-07-31,00943,1001587670
2025-07-31,00944,1989150200
2025-07-31,00945B,14400913860
2025-07-31,00946,9294689860
2025-07-31,00947,2490497280
2025-07-31,00948B,28692364350
2025-07-31,00949,4513259520
2025-07-31,00950B,37279992960
2025-07-31,00951,2601861200
2025-07-31,00952,2994673500
2025-07-31,00953B,36251771000
2025-07-31,00954,759585290
2025-07-31,00955,1994310000
2025-07-31,00956,357485000
2025-07-31,00957B,2613432150
2025-07-31,00958B,1869937930
2025-07-31,00959B,5335678920
2025-07-31,00960,2421691200
2025-07-31,00961,2783792410
2025-07-31,00962,788160800
2025-07-31,00963,845176290
2025-07-31,00964,153698240
2025-07-31,00965,11136014560
2025-07-31,00966B,2210885600
2025-07-31,00967B,2120074970
2025-07-31,00968B,8891107460
2025-07-31,00969B,1824307030
2025-07-31,00970B,4110099550
2025-07-31,00971,1841207390
2025-07-31,00972,397814400
2025-07-31,009800,3581734170
2025-07-31,009801,2446187370
2025-07-31,009802,10190429200
2025-07-31,009803,1248461760
2025-07-31,009804,1349827920
2025-07-31,009805,1241646120
2025-07-31,009806,304420410
2025-07-31,009807,269583400
2025-07-31,009808,938082600
2025-07-31,00980A,2692265400
2025-07-31,00980B,646017210
2025-07-31,009810,573402440
2025-07-31,009811,3145166000
2025-07-31,00981A,5140080540
2025-07-31,00981B,3219886040
2025-07-31,00982A,4450407360
2025-07-31,00982B,381376000
2025-07-31,00983A,2131985060
2025-07-31,00983B,497295000
2025-07-31,00984A,1664507480
2025-07-31,00984B,508156190
2025-07-31,00985A,2785516470
2025-07-31,1101,183493716331
2025-07-31,1101B,9240000000
2025-07-31,1102,143635796681
2025-07-31,1103,11102976799
2025-07-31,1104,18368738578
2025-07-31,1108,5686569588
2025-07-31,1109,5577947492
2025-07-31,1110,10296014346
2025-07-31,1201,7945187750
2025-07-31,1203,9660000000
2025-07-31,1210,54580800542
2025-07-31,1213,0
2025-07-31,1215,34195651368
2025-07-31,1216,450015621343
2025-07-31,1217,5217115695
2025-07-31,1218,9374981963
2025-07-31,1219,4947956278
2025-07-31,1220,2381698347
2025-07-31,1225,6912109940
2025-07-31,1227,29237112432
2025-07-31,1229,77653918433
2025-07-31,1231,37442470500
2025-07-31,1232,23996237250
2025-07-31,1233,2767584011
2025-07-31,1234,16034656651
2025-07-31,1235,9727473394
2025-07-31,1236,1815820468
2025-07-31,1240,2562997292
2025-07-31,1256,3976453800
2025-07-31,1259,1800856200
2025-07-31,1264,11452889403
2025-07-31,1268,6418006960
2025-07-31,1294,2126991251
2025-07-31,1295,3912889800
2025-07-31,1301,271498844310
2025-07-31,1303,324767144070
2025-07-31,1304,12898083975
2025-07-31,1305,6943553403
2025-07-31,1307,13645161722
2025-07-31,1308,7392111792
2025-07-31,1309,4651766122
2025-07-31,1310,5014762758
2025-07-31,1312,11508851411
2025-07-31,1312A,0
2025-07-31,1313,14230887913
2025-07-31,1314,28197133469
2025-07-31,1315,6599993400
2025-07-31,1316,5084182913
2025-07-31,1319,62105092140
2025-07-31,1321,8384723089
2025-07-31,1323,1811799897
2025-07-31,1324,845121173
2025-07-31,1325,2439042263
2025-07-31,1326,169095224495
2025-07-31,1336,1408701705
2025-07-31,1337,1481940557
2025-07-31,1338,1936704000
2025-07-31,1339,3676544200
2025-07-31,1340,971060129
2025-07-31,1341,3435291210
2025-07-31,1342,6556512601
2025-07-31,1402,153627519015
2025-07-31,1409,20877479789
2025-07-31,1410,2214450000
2025-07-31,1413,1532504466
2025-07-31,1414,3971000000
2025-07-31,1416,2187037582
2025-07-31,1417,1513836465
2025-07-31,1418,1145211326
2025-07-31,1419,15722163072
2025-07-31,1423,3726835200
2025-07-31,1432,1787400000
2025-07-31,1434,27628500047
2025-07-31,1435,4514896584
2025-07-31,1436,9568502803
2025-07-31,1437,6284172676
2025-07-31,1438,4259180570
2025-07-31,1439,2714000000
2025-07-31,1440,21372924555
2025-07-31,1441,825060451
2025-07-31,1442,25634795060
2025-07-31,1443,4202400492
2025-07-31,1444,6551015488
2025-07-31,1445,1744391554
2025-07-31,1446,2795503114
2025-07-31,1447,5433125315
2025-07-31,1449,1304137962
2025-07-31,1451,3692700000
2025-07-31,1452,1565168520
2025-07-31,1453,1434778413
2025-07-31,1454,1869607411
2025-07-31,1455,4726709698
2025-07-31,1456,1176186000
2025-07-31,1457,5416083376
2025-07-31,1459,4231821103
2025-07-31,1460,4404039689
2025-07-31,1463,3456704201
2025-07-31,1464,5421606560
2025-07-31,1465,1383157014
2025-07-31,1466,1656244068
2025-07-31,1467,1826944896
2025-07-31,1468,2309835514
2025-07-31,1470,1788241950
2025-07-31,1471,1499632924
2025-07-31,1472,4734424996
2025-07-31,1473,3975376125
2025-07-31,1474,1636701809
2025-07-31,1475,2637369123
2025-07-31,1476,110569945733
2025-07-31,1477,65250487089
2025-07-31,1503,92993541806
2025-07-31,1504,109078627416
2025-07-31,1506,3469487187
2025-07-31,1512,791358994
2025-07-31,1513,83013564975
2025-07-31,1514,27444886065
2025-07-31,1515,5471426025
2025-07-31,1516,562115140
2025-07-31,1517,2355815074
2025-07-31,1519,191538656801
2025-07-31,1521,1928619000
2025-07-31,1522,12766233545
2025-07-31,1522A,1440000000
2025-07-31,1524,4595629037
2025-07-31,1525,4477408235
2025-07-31,1526,1167000000
2025-07-31,1527,5328041108
2025-07-31,1528,2764732950
2025-07-31,1529,3854112589
2025-07-31,1530,2738444748
2025-07-31,1531,2185296960
2025-07-31,1532,10522846348
2025-07-31,1533,2926860334
2025-07-31,1535,6892460146
2025-07-31,1536,15401414966
2025-07-31,1537,11529822557
2025-07-31,1538,878560000
2025-07-31,1539,1268178000
2025-07-31,1540,2282145440
2025-07-31,1541,2092140000
2025-07-31,1558,6520491838
2025-07-31,1560,47613239667
2025-07-31,1563,12911678802
2025-07-31,1565,8066642560
2025-07-31,1568,2360682201
2025-07-31,1569,5865911400
