date,open,high,low,close,spread,market_ret_1d,market_open_ret
2024-11-01,22438.93,22828.98,22231.94,22780.08,-40.35,-0.0017681524844185281,-0.016717476401627795
2024-11-04,22839.18,23020.99,22792.77,22965.39,185.31,0.008134738771768957,0.002594371924944827
2024-11-05,22870.11,23178.8,22849.83,23106.79,141.4,0.006157091170670315,-0.004148851815710453
2024-11-06,23112.95,23439.39,23035.3,23217.38,110.59,0.004786039082018689,0.00026658830586168136
2024-11-07,23180.01,23518.63,23132.94,23408.82,191.44,0.008245547085846905,-0.0016095700720754058
2024-11-08,23608.11,23699.7,23509.13,23553.89,145.07,0.006197236768021641,0.008513457747977071
2024-11-11,23477.75,23563.8,23306.66,23529.64,-24.25,-0.0010295539293084799,-0.003232587058867975
2024-11-12,23276.76,23276.76,22981.77,22981.77,-547.87,-0.023284249142783264,-0.010747295751231234
2024-11-13,22894.91,23046.47,22860.23,22860.23,-121.54,-0.005288539568536366,-0.0037795174175009327
2024-11-14,22821.04,22893.82,22619.71,22715.38,-144.85,-0.006336331699199782,-0.001714330958174859
2024-11-15,22767.11,22940.8,22690.77,22742.77,27.39,0.0012057909662968047,0.0022773116716514608
2024-11-18,22693.96,22781.77,22503.69,22546.54,-196.23,-0.008628236578042126,-0.0021461765651238363
2024-11-19,22614.74,22906.69,22578.75,22848.8,302.26,0.013406048112038382,0.003024854367898566
2024-11-20,22872.91,22977.56,22622.47,22688.36,-160.44,-0.007021812961730989,0.0010551976471411262
2024-11-21,22671.66,22708.57,22490.28,22555.66,-132.7,-0.0058488141055590415,-0.0007360602529227211
2024-11-22,22799.53,23019.04,22799.53,22904.32,348.66,0.015457760934505904,0.0108119203782997
2024-11-25,22996.05,23172.43,22948.37,22948.37,44.05,0.0019232179780932501,0.004004921342349421
2024-11-26,22789.6,22832.11,22645.13,22678.76,-269.61,-0.011748546846682362,-0.0069185741732419315
2024-11-27,22665.58,22743.99,22334.78,22334.78,-343.98,-0.015167495930112573,-0.000581160522003743
2024-11-28,22380.45,22413.25,22124.31,22298.9,-35.88,-0.0016064631037331356,0.0020447929193840864
2024-11-29,22202.28,22429.86,22055.38,22262.5,-36.4,-0.0016323675158864681,-0.004332949158927235
2024-12-02,22456.5,22802.53,22456.5,22736.93,474.43,0.02131072431218417,0.008714205502526662
2024-12-03,22972.3,23144.78,22972.3,23027.46,290.53,0.012777890418803173,0.010351881278606978
2024-12-04,23126.08,23255.33,23034.7,23255.33,227.87,0.009895576846078669,0.004282712900163688
2024-12-05,23308.29,23387.17,23225.31,23267.94,12.61,0.0005422412840410118,0.002277327391182915
2024-12-06,23278.68,23361.12,23137.62,23193.27,-74.67,-0.003209136691946002,0.000461579323309369
2024-12-09,23287.79,23325.99,23172.22,23273.25,79.98,0.00344841413047825,0.004075320125191517
2024-12-10,23228.26,23329.01,23071.43,23125.08,-148.17,-0.0063665366891172415,-0.0019331206427981584
2024-12-11,23108.36,23108.36,22880.57,22903.63,-221.45,-0.009576183087799062,-0.0007230245257530132
2024-12-12,23050.64,23189.29,23030.48,23046.8,143.17,0.006250974190554093,0.006418633203557622
2024-12-13,23002.37,23097.52,22920.84,23020.48,-26.32,-0.0011420240554003147,-0.0019278164430637235
2024-12-16,23207.21,23264.4,22959.91,23039.9,19.42,0.0008435966582800436,0.008111472914552609
2024-12-17,23131.57,23223.51,23018.01,23018.01,-21.89,-0.0009500909292142756,0.003978749907768586
2024-12-18,23014.43,23211.17,22934.59,23168.67,150.66,0.006545309520675335,-0.0001555303868578939
2024-12-19,22947.56,22947.56,22743.3,22932.25,-236.42,-0.010204297441329113,-0.009543491275070926
2024-12-20,22798.39,22845.59,22510.25,22510.25,-422.0,-0.01840203207273594,-0.005837194344209595
2024-12-23,22811.56,23132.25,22811.56,23104.54,594.29,0.02640086182961099,0.013385457735920259
2024-12-24,23260.74,23326.25,23120.24,23120.24,15.7,0.0006795201289444552,0.00676057605994318
2024-12-25,23226.35,23296.36,23159.36,23220.13,99.89,0.004320456881070411,0.00458948523025704
2024-12-26,23276.08,23320.62,23241.94,23246.94,26.81,0.0011546016322905306,0.0024095472333702794
2024-12-27,23251.28,23335.66,23204.35,23275.68,28.74,0.0012362917442039212,0.00018669123764247786
2024-12-30,23274.26,23331.67,23159.7,23190.2,-85.48,-0.0036725028012071226,-6.100788462470863e-05
2024-12-31,23094.07,23123.96,22972.99,23035.1,-155.1,-0.006688170002846161,-0.004145285508533769
2025-01-02,22975.71,23038.08,22713.63,22832.06,-203.04,-0.008814374584872553,-0.002578239295683571
2025-01-03,23018.56,23092.07,22905.4,22908.3,76.24,0.003339164315440568,0.008168338730714542
2025-01-06,23131.79,23553.29,23131.79,23547.71,639.41,0.027911717587075335,0.009755852682215682
2025-01-07,23824.72,23943.95,23651.27,23651.27,103.56,0.004397879878765387,0.011763776605028697
2025-01-08,23522.29,23671.28,23388.63,23407.33,-243.94,-0.010314033876404838,-0.005453406941783645
2025-01-09,23406.72,23463.96,23081.13,23081.13,-326.2,-0.013935805578850768,-2.6060212762413215e-05
2025-01-10,23067.46,23202.25,22989.67,23011.86,-69.27,-0.0030011528898281625,-0.000592258697906134
2025-01-13,23070.32,23070.32,22458.22,22488.33,-523.53,-0.02275044259786041,0.002540429152619428
2025-01-14,22573.96,22797.52,22542.93,22797.52,309.19,0.013748908878516097,0.0038077527321946913
2025-01-15,22757.46,22777.34,22509.65,22514.57,-282.95,-0.012411437735332598,-0.001757208678838773
2025-01-16,22817.52,23147.69,22817.52,23025.1,510.53,0.022675538551258034,0.013455731111009506
2025-01-17,23190.12,23209.88,22905.53,23148.08,122.98,0.005341127725829731,0.0071669612726981136
2025-01-20,23203.47,23346.64,23176.43,23266.82,118.74,0.005129583101492585,0.002392855044565323
2025-01-21,23266.49,23377.64,23174.02,23300.01,33.19,0.0014264948970250657,-1.4183287617264284e-05
2025-01-22,23472.67,23642.08,23472.67,23525.41,225.4,0.00967381559063707,0.007410297248799491
2025-02-03,22796.71,22796.71,22502.2,22694.71,-830.7,-0.03531075547673779,-0.03097501807619929
2025-02-04,22836.27,22934.31,22720.62,22793.96,99.25,0.004373265840365459,0.006237576950752111
2025-02-05,22916.38,23249.33,22916.38,23161.58,367.62,0.01612795670431999,0.005370721015567348
2025-02-06,23226.5,23348.42,23216.65,23316.6,155.02,0.006692980357989153,0.002802917590250642
2025-02-07,23289.97,23478.27,23254.17,23478.27,161.67,0.006933686729626132,-0.0011421047665610695
2025-02-10,23421.77,23448.16,23163.85,23252.14,-226.13,-0.0096314592173955,-0.002406480545627976
2025-02-11,23321.92,23485.51,23289.76,23384.05,131.91,0.005673026224682909,0.0030010141002074775
2025-02-12,23449.31,23528.61,23289.75,23289.75,-94.3,-0.004032663289720961,0.002790791158931105
2025-02-13,23263.28,23413.1,23206.45,23399.41,109.66,0.004708509108084069,-0.0011365514872423432
2025-02-14,23198.39,23276.24,23142.95,23152.61,-246.8,-0.010547274482561764,-0.008590814896614951
2025-02-17,23258.17,23510.68,23242.84,23505.33,352.72,0.015234567506644092,0.004559313183265301
2025-02-18,23550.5,23666.11,23454.09,23666.11,160.78,0.0068401507232613845,0.0019216918035185326
2025-02-19,23589.44,23683.46,23550.99,23604.08,-62.03,-0.0026210475654849796,-0.0032396536650933783
2025-02-20,23530.97,23576.71,23400.75,23487.46,-116.62,-0.004940671273779951,-0.0030973458825762634
2025-02-21,23526.13,23732.58,23488.42,23730.25,242.79,0.010337005363713292,0.0016464104675431024
2025-02-24,23573.8,23605.22,23461.43,23565.31,-164.94,-0.00695062209626951,-0.006592850897061853
2025-02-25,23376.42,23376.42,23209.53,23285.72,-279.59,-0.0118644736691349,-0.00801559580586897
2025-02-26,23221.84,23431.24,23156.02,23402.55,116.83,0.005017238032579474,-0.0027433122102301644
2025-02-27,23446.46,23487.73,23053.18,23053.18,-349.37,-0.01492871503319082,0.0018762912588585756
2025-03-03,22734.05,22775.02,22611.1,22756.25,-296.93,-0.01288021869434064,-0.013843209483463959
2025-03-04,22508.8,22700.94,22359.5,22596.88,-159.37,-0.007003350727821989,-0.010873935731941842
2025-03-05,22778.86,22948.3,22757.22,22871.9,275.02,0.012170706752436589,0.008053324175726795
2025-03-06,22930.11,22979.97,22715.43,22715.43,-156.47,-0.006841145685317018,0.002545044355737769
