scan_date,ticker,market_regime,signal_close,key_level,confirm_price,confirm_status,close_pos,ret_5d_past_pct,volume_ratio,reclaim_pct,scanner_score,stop_price_atr14,stop_price_box20,stop_price_simple
2026-05-11,3625,bull,15.1,15.0,15.0,pending_next_close,58.33,-8.761,0.678230810134681,0.667,0,13.967857142857143,14.925,14.67625
