analysis_variant,ticker,trade_date,market_regime,close_pos,ret_5d_past,volume_ratio,reclaim_pct,close_vs_ma20_pct,ret_10d_net_actual,ret_20d_net_actual
tradable_next_close_confirm,4933,2025-07-23,bull,1.0,-0.07911802853437089,0.91914758766746,0.021582733812949728,-0.06511291065902947,-0.12909929971988796,-0.14310490196078438
tradable_next_close_confirm,6890,2026-02-09,range,0.8571428571428571,-0.07317073170731703,1.136405073991987,0.014563106796116498,-0.10358138537422268,-0.12900270935960587,-0.1560963054187192
tradable_next_close_confirm,6573,2026-02-11,range,1.0,-0.07301587301587309,0.26287776957251896,0.024561403508772006,-0.06154587819379731,-0.12427105263157887,-0.11111315789473683
tradable_next_close_confirm,6890,2026-02-04,bull,1.0,-0.07036247334754797,1.009791040945464,0.01631701631701632,-0.08786610878661083,-0.12417946635730856,-0.19610522041763342
tradable_next_close_confirm,8069,2026-03-09,range,0.5625,-0.15760869565217395,1.0752103179198245,0.009771986970684043,-0.11693490955704322,-0.12386242236024844,-0.11144006211180121
tradable_next_close_confirm,6873,2025-09-09,bull,0.5555555555555556,-0.07823129251700678,0.6677024367346539,0.0,-0.1463222554733028,-0.11424160839160843,-0.13871713286713291
tradable_next_close_confirm,7799,2025-09-23,bull,0.6461538461538462,-0.17163289630512513,0.9513914847078121,0.03731343283582089,-0.1408085053776733,-0.11273140556368963,6.515373352744026e-06
tradable_next_close_confirm,4927,2025-10-15,range,0.5999999999999991,-0.13988657844990549,0.4658933208132288,0.004415011037527616,-0.11469987352855338,-0.11100021459227469,-0.05091437768240346
tradable_next_close_confirm,3230,2025-11-10,bear,0.5999999999999991,-0.07545164718384689,0.8057500670577812,0.011627906976744207,-0.1062256009862339,-0.11046192350956138,-0.08009071991001135
tradable_next_close_confirm,6409,2026-03-09,range,0.6181818181818182,-0.07415730337078652,1.007495090171134,0.01602959309494456,-0.0750406914744346,-0.10779174757281548,-0.13206359223300976
tradable_next_close_confirm,6706,2025-06-23,range,0.785714285714285,-0.09970674486803521,0.8028550184091859,0.028475711892797184,-0.09452883055596528,-0.10584999999999997,-0.06431153846153845
tradable_next_close_confirm,3294,2026-03-09,range,0.413793103448276,-0.13118811881188108,1.141294494725099,0.005730659025787954,-0.06611680191565783,-0.1049252972258917,-0.16304947159841485
tradable_next_close_confirm,7780,2026-03-10,range,0.5652173913043473,-0.13186813186813184,1.896555766772539,0.0050890585241731845,-0.18590272052761736,-0.10485990099009898,0.03870445544554459
tradable_next_close_confirm,6873,2025-09-04,bull,0.5,-0.11250000000000004,1.130004561846587,0.007092198581560183,-0.14547916353242074,-0.10444154929577462,-0.14669507042253524
