group,ticker,trade_date,market_regime,open,high,low,close,volume,ret_10d_net,ret_20d_net,ret_close_basis_10d,ret_close_basis_20d
next_low_open,2006,2026-03-05,range,79.5,81.2,79.5,81.0,4250896,-0.06835,-0.13960000000000003,-0.07407407407407407,-0.1444444444444445
next_low_open,2458,2026-03-05,range,130.5,138.0,129.5,137.0,8810256,0.012806716417910556,-0.08420820895522382,-0.0036496350364964014,-0.0985401459854015
next_low_open,3036,2026-03-05,range,201.5,213.5,200.5,211.0,43341481,0.19607307692307688,0.07107307692307688,0.18483412322274884,0.06161137440758302
next_low_open,3563,2026-03-05,range,675.0,697.0,633.0,681.0,5215554,0.09775360360360366,0.1578136636636637,0.07929515418502198,0.13803230543318645
next_low_open,3702,2026-03-05,range,68.5,70.9,68.0,70.7,12058890,0.3208261768901569,0.2494995007132669,0.3154172560113153,0.2446958981612446
next_low_open,6290,2026-03-05,range,224.5,236.5,222.5,236.0,20976615,0.02848476394849788,-0.1818156652360515,0.021186440677966045,-0.18644067796610164
next_low_open,6831,2026-03-04,range,290.0,329.0,289.0,323.5,3814032,-0.02290426356589146,0.25616550387596904,-0.020092735703245768,0.25811437403400306
next_low_open,2330,2026-02-11,range,1880.0,1925.0,1875.0,1915.0,44684131,-0.053218421052631616,-0.053218421052631616,-0.05483028720626637,-0.05483028720626637
next_low_open,8103,2026-02-11,range,98.0,109.5,97.5,109.5,6388535,-0.24288703703703693,-0.2373314814814815,-0.24748858447488575,-0.24200913242009137
next_low_open,2345,2026-02-10,range,1365.0,1395.0,1325.0,1390.0,9630459,0.0753308118081181,0.1823418819188191,0.05395683453237421,0.15827338129496393
next_low_open,3653,2026-02-10,range,3185.0,3350.0,3155.0,3350.0,2685511,0.022764457831325212,0.15378855421686746,0.0194029850746269,0.14925373134328357
next_low_open,5386,2026-02-10,range,134.0,147.0,130.5,145.0,14902566,0.8123318181818181,1.7703737762237763,0.7931034482758621,1.7379310344827585
next_low_open,7610,2026-02-10,range,251.0,265.0,235.0,265.0,2346565,0.08695303030303028,0.20627121212121216,0.08867924528301896,0.2075471698113207
next_low_open,5386,2026-02-09,range,131.0,134.5,126.0,134.5,11006277,0.7590753731343284,2.2851947761194027,0.758364312267658,2.278810408921933
next_low_open,3234,2026-02-05,range,63.2,66.6,62.2,66.6,11841547,0.4485572948328268,0.22515303951367796,0.43693693693693714,0.21621621621621623
next_low_open,4542,2026-02-05,range,122.0,133.0,119.5,130.0,5426816,0.1801965116279071,0.41275465116279075,0.17692307692307696,0.4076923076923078
next_low_open,4991,2026-02-05,range,268.0,292.0,268.0,292.0,14951204,0.3244911131059246,0.14854856373429084,0.2688356164383561,0.10102739726027399
next_low_open,6220,2026-02-05,range,29.8,30.1,29.35,30.0,1518269,0.34030384615384623,0.12960150501672266,0.34166666666666656,0.13166666666666682
next_low_open,6244,2026-02-05,range,27.9,29.6,27.5,29.6,74264867,0.20966724137931028,0.14070172413793106,0.1908783783783783,0.12331081081081074
next_low_open,6672,2026-02-05,range,101.0,105.5,101.0,105.5,7287839,-0.05681153846153839,-0.020273076923076873,-0.06445497630331753,-0.028436018957345932
next_low_open,6830,2026-02-05,range,213.5,227.5,211.0,227.5,5551289,0.3772234966592428,0.6489384187082404,0.36483516483516487,0.6329670329670329
next_low_open,8289,2026-02-05,range,28.5,29.55,27.7,29.0,5531603,0.4152026315789473,0.34853596491228067,0.39655172413793105,0.3310344827586207
next_low_open,2903,2025-11-26,bear,23.95,24.45,23.75,24.4,6474090,-0.05513131416837789,-0.09619907597535945,-0.05122950819672134,-0.09221311475409832
next_low_open,6890,2025-11-26,bear,283.5,294.0,276.0,289.0,3300415,-0.05446111111111116,-0.12737777777777778,-0.05190311418685123,-0.12456747404844293
next_low_open,7769,2025-11-25,bear,2590.51,2770.0,2600.0,2745.0,2191474,0.08868871171873863,0.2045810459007226,0.08378870673952643,0.19854280510018207
next_low_open,1102,2025-11-24,bear,37.55,38.35,37.55,38.35,17047392,-0.0045445169712793115,-0.058069321148825105,0.0,-0.05345501955671461
next_low_open,1419,2025-11-24,bear,68.8,74.0,67.8,74.0,2528753,-0.04530578231292524,-0.003128911564625892,-0.04594594594594603,-0.004054054054054013
next_low_open,2006,2025-11-24,bear,64.0,66.2,63.6,66.2,6642677,0.06547018209408187,-0.021024506828528057,0.06646525679758297,-0.01963746223564955
next_low_open,2891,2025-11-24,bear,43.5,44.1,43.3,44.1,79070976,0.012435714285714237,0.14614999999999992,0.010204081632652962,0.1428571428571428
next_low_open,6890,2025-11-24,bear,275.0,286.5,262.0,282.5,8016402,-0.002291281138789936,-0.08236245551601426,-0.001769911504424737,-0.0814159292035398
next_low_open,8048,2025-11-24,bear,65.2,68.0,61.8,67.8,14419952,-0.11220155096011816,-0.1506062776957164,-0.10766961651917395,-0.14601769911504425
next_low_open,2885,2025-11-20,bear,35.2,36.05,35.15,36.05,46909370,0.04043330995792429,0.09513176718092567,0.03467406380027738,0.08876560332871031
next_low_open,2890,2025-11-20,bear,26.6,27.15,26.55,27.05,38149556,0.010878624535315982,0.06664070631970267,0.01109057301293892,0.06654343807763397
next_low_open,2903,2025-11-20,bear,23.4,24.2,23.4,24.15,10723329,-0.007933333333333327,-0.07876666666666662,-0.008281573498964745,-0.07867494824016563
next_low_open,4577,2025-11-20,bear,40.6,43.85,40.0,43.85,9757165,0.26050514018691595,0.232467757009346,0.23603192702394526,0.20866590649942984
next_low_open,8390,2025-11-20,bear,71.1,78.0,70.7,77.3,4778323,0.06520263157894748,0.2178342105263157,0.053040103492884905,0.203104786545925
next_low_open,2486,2025-11-18,bear,100.5,104.5,95.2,102.0,42886420,-0.07875640394088676,-0.12703226600985215,-0.07745098039215692,-0.12549019607843137
next_low_open,1909,2025-11-17,bear,10.1,10.65,10.0,10.65,10341141,0.06050071090047395,0.03206469194312791,0.05633802816901401,0.028169014084507005
next_low_open,2903,2025-11-17,bear,23.0,23.45,22.9,23.4,8264527,0.030709139784946292,-0.00585,0.02991452991453003,-0.0064102564102563875
next_low_open,3622,2025-11-17,bear,70.5,73.3,70.4,73.0,3155256,-0.11421762688614542,-0.12519156378600824,-0.1095890410958904,-0.1205479452054794
next_low_open,6442,2025-11-17,bear,1020.0,1090.0,991.0,1090.0,7179162,0.08674259259259257,0.29970555555555556,0.08256880733944949,0.29357798165137616
next_low_open,2201,2025-11-14,bear,43.2,43.35,40.2,43.35,69672804,-0.15465952380952383,-0.21418333333333336,-0.17531718569780852,-0.2329873125720877
next_low_open,2474,2025-11-14,bear,203.0,213.0,203.0,210.0,6776363,-0.030121844660194165,-0.09808300970873782,-0.042857142857142816,-0.10952380952380958
next_low_open,2851,2025-11-14,bear,26.2,26.6,26.05,26.5,2757593,-0.009645066413662341,-0.0172351992409868,-0.009433962264150941,-0.016981132075471694
next_low_open,1303,2025-11-13,bear,51.6,54.7,50.7,53.8,336947705,0.0728448176583493,0.14386209213051818,0.04460966542750944,0.11338289962825288
next_low_open,1326,2025-11-13,bear,32.5,35.6,32.4,35.6,101051526,-0.06940932203389835,-0.11036977401129941,-0.06882022471910121,-0.10955056179775291
next_low_open,1605,2025-11-13,bear,31.7,34.45,31.45,34.45,343584104,-0.1495450146627567,-0.1407473607038123,-0.1523947750362845,-0.14368650217706824
next_low_open,2368,2025-11-13,bear,560.0,576.0,545.0,567.0,25916962,0.12796555153707048,0.0845659132007234,0.10582010582010581,0.06349206349206349
next_low_open,2451,2025-11-13,bear,210.0,216.0,209.5,216.0,15131246,-0.07381116504854365,-0.16118980582524275,-0.11111111111111116,-0.19444444444444442
next_low_open,2486,2025-11-13,bear,85.0,91.8,84.0,91.8,28078112,0.036726419213973925,0.02144257641921401,0.04030501089324612,0.025054466230936878
