ticker,name,season,side,entry_date,entry_close,exit_date,exit_close,exit_reason,days_held,return_pct,censored,max_dd_pct,kline_k1,kline_k2,kline_any
6274,台燿,秋,short,2026-03-18,531.0,2026-03-19,584.0,new_high,1,-9.981167608286253,False,-5.273069679849341,False,False,False
6275,元山,立夏,long,2026-04-20,55.1,2026-04-21,55.2,season_change,1,0.1814882032667902,False,-5.62613430127042,False,False,False
6275,元山,盛夏,long,2026-04-22,58.8,2026-04-23,56.6,season_change,1,-3.741496598639449,False,-7.823129251700671,False,False,False
6282,康舒,秋,short,2026-03-18,52.8,2026-03-19,50.0,season_change,1,5.303030303030297,False,-6.0606060606060534,False,False,False
6405,悅城,秋,short,2026-04-02,37.15,2026-04-07,38.2,new_high,5,-2.826379542395705,False,-2.6917900403768504,False,False,False
6441,廣錠,立夏,long,2026-04-17,23.0,2026-04-20,23.1,season_change,3,0.4347826086956583,False,-3.69565217391305,False,False,False
6442,光聖,秋,short,2026-04-28,1905.0,2026-04-29,2005.0,new_high,1,-5.2493438320209975,False,-3.674540682414698,False,False,False
6505,台塑化,立夏,long,2026-01-26,52.2,2026-01-27,51.6,season_change,1,-1.1494252873563244,False,-8.237547892720313,False,False,False
6538,倉和,立夏,long,2026-05-04,82.2,2026-05-11,78.4,season_change,7,-4.622871046228707,False,-7.542579075425794,False,False,False
6550,北極星藥業-KY,立夏,long,2026-02-24,35.7,2026-02-25,33.0,season_change,1,-7.563025210084041,False,-7.983193277310928,False,False,False
6617,共信-KY,立夏,long,2026-04-27,71.2,2026-04-28,77.3,season_change,1,8.567415730337071,False,-8.567415730337089,False,False,False
6637,醫影,春,long,2026-05-13,66.9,2026-05-14,66.7,season_change,1,-0.2989536621823659,False,-2.6905829596412723,False,False,False
6640,均華,秋,short,2026-02-25,793.0,2026-02-26,806.0,new_high,1,-1.639344262295082,False,-4.539722572509458,False,False,False
6667,信紘科,立夏,long,2026-03-05,268.0,2026-03-09,251.5,season_change,4,-6.156716417910448,False,-9.701492537313433,False,False,False
6669,緯穎,立夏,long,2026-04-21,4220.0,2026-04-30,4675.0,season_change,9,10.781990521327014,False,-4.502369668246446,False,False,False
6706,惠特,秋,short,2026-03-11,113.0,2026-03-12,124.0,new_high,1,-9.734513274336283,False,-1.3274336283185841,False,False,False
6728,上洋,春,long,2026-05-12,114.0,2026-05-13,112.0,season_change,1,-1.7543859649122806,False,-1.7543859649122806,False,False,False
